cluster,variable,n,mean,std,median,q1,q3,min,max,iqr
3,t2m_pre_sdnn,46,156.41304347826087,38.54842616009491,154.0,143.25,176.0,34.0,265.0,32.75
4,t2m_pre_sdnn,63,89.15873015873017,21.40937867234098,89.0,77.0,104.0,39.0,155.0,27.0
5,t2m_pre_sdnn,32,94.28125,58.119817493552674,88.0,52.975,129.5,10.0,278.0,76.525
6,t2m_pre_sdnn,29,18.28965517241379,4.4091904689107055,18.1,15.1,19.7,9.0,29.0,4.6
7,t2m_pre_sdnn,27,8.744444444444444,1.8968259587924026,8.7,7.25,10.2,4.8,12.4,2.9499999999999993
0,t2m_pre_rmssd,33,26.80606060606061,14.284605774091636,21.5,19.0,28.7,16.3,71.6,9.7
1,t2m_pre_rmssd,48,26.05,7.80212736946544,24.6,22.775,26.275000000000002,18.7,71.6,3.5000000000000036
2,t2m_pre_rmssd,27,13.911111111111111,2.507578257592117,13.7,11.600000000000001,15.950000000000001,9.3,18.0,4.35
3,t2m_pre_rmssd,47,20.846808510638297,11.487968206171749,18.0,15.5,20.799999999999997,11.1,70.0,5.299999999999997
4,t2m_pre_rmssd,64,6.671875,1.7340171499124442,6.800000000000001,5.275,7.725,2.9,10.2,2.4499999999999993
5,t2m_pre_rmssd,31,6.738709677419355,4.25579427912541,6.8,2.7,10.55,0.5,12.9,7.8500000000000005
6,t2m_pre_rmssd,29,18.26206896551724,4.5275674478768275,16.9,16.1,20.3,10.2,33.3,4.199999999999999
7,t2m_pre_rmssd,27,6.003703703703703,1.1366216749247888,6.0,5.3,6.75,3.3,8.3,1.4500000000000002
0,t2m_pre_hf,34,1003.7058823529412,1489.7798399359222,357.0,272.5,752.75,114.0,5740.0,480.25
1,t2m_pre_hf,48,369.8333333333333,523.8459792048403,225.5,153.75,262.0,79.0,3110.0,108.25
2,t2m_pre_hf,28,84.07142857142857,45.5996495855839,71.5,52.75,98.5,25.0,206.0,45.75
3,t2m_pre_hf,47,187.93617021276594,127.15266487578572,165.0,119.0,232.0,6.0,740.0,113.0
4,t2m_pre_hf,64,19.515625,14.228288598020896,16.0,9.0,25.25,1.0,70.0,16.25
5,t2m_pre_hf,32,405.40625,538.7374643029277,174.0,77.5,402.5,40.0,2470.0,325.0
6,t2m_pre_hf,29,607.3103448275862,499.8299070289724,479.0,313.0,693.0,147.0,2351.0,380.0
7,t2m_pre_hf,27,15.185185185185185,9.219698964871302,16.0,8.0,18.5,3.0,42.0,10.5
0,t2m_pre_lf,34,558.9705882352941,216.91507698610056,514.0,410.0,674.5,281.0,1199.0,264.5
1,t2m_pre_lf,48,188.04166666666666,115.35052192253582,167.5,115.5,226.0,39.0,545.0,110.5
2,t2m_pre_lf,28,294.5357142857143,137.28922758389314,270.5,193.25,347.5,116.0,702.0,154.25
3,t2m_pre_lf,47,79.06382978723404,51.49605483213978,74.0,40.5,95.5,12.0,272.0,55.0
4,t2m_pre_lf,64,44.0,30.067120680766,38.5,21.0,57.0,7.0,155.0,36.0
5,t2m_pre_lf,32,940.9375,827.8298850297609,762.5,337.5,1115.0,170.0,4390.0,777.5
6,t2m_pre_lf,29,148.48275862068965,93.7628546195344,125.0,78.0,196.0,26.0,432.0,118.0
7,t2m_pre_lf,27,47.48148148148148,29.573078155088147,40.0,24.0,55.0,12.0,111.0,31.0
0,t2m_pre_vlf,34,112.3529411764706,56.34250365718647,102.5,79.25,138.5,20.0,275.0,59.25
1,t2m_pre_vlf,48,37.604166666666664,17.852515864578738,34.5,26.0,47.25,8.0,84.0,21.25
2,t2m_pre_vlf,28,108.53571428571429,58.463969368199024,86.0,70.5,122.25,55.0,287.0,51.75
3,t2m_pre_vlf,47,13.808510638297872,6.622223119008288,14.0,9.0,18.0,3.0,31.0,9.0
4,t2m_pre_vlf,64,12.78125,8.625301927082514,10.0,6.75,19.0,2.0,35.0,12.25
5,t2m_pre_vlf,32,288.96875,305.89482531292646,220.0,125.0,297.5,30.0,1430.0,172.5
6,t2m_pre_vlf,29,30.689655172413794,25.060075601692855,24.0,11.0,46.0,1.0,88.0,35.0
7,t2m_pre_vlf,27,12.851851851851851,8.520128672302583,10.0,7.0,17.0,3.0,42.0,10.0
0,age,34,71.3529411764706,6.376483085674225,71.0,67.0,76.0,57.0,86.0,9.0
1,age,48,70.39583333333333,6.437058874233995,69.5,66.0,75.0,57.0,87.0,9.0
2,age,28,69.78571428571429,5.152181435564313,69.0,66.0,72.25,61.0,81.0,6.25
3,age,47,71.7872340425532,6.362034710800044,71.0,67.0,77.0,59.0,89.0,10.0
4,age,64,71.609375,5.455788210698805,71.0,68.0,75.0,60.0,86.0,7.0
5,age,32,69.875,5.83509957899385,69.0,65.0,73.0,62.0,88.0,8.0
6,age,29,68.72413793103448,5.311016527155997,68.0,65.0,72.0,60.0,79.0,7.0
7,age,27,73.07407407407408,6.219856082467638,72.0,71.0,78.0,60.0,84.0,7.0
0,weight_kg,34,72.41764705882352,13.183563471651041,70.0,62.0,81.75,47.0,105.0,19.75
1,weight_kg,48,73.77499999999999,15.879861460352858,68.0,62.75,84.25,47.0,120.0,21.5
2,weight_kg,28,77.21071428571429,15.233815681294038,77.7,63.9,85.0,55.0,113.6,21.1
3,weight_kg,47,76.13829787234043,12.652591300006312,74.0,68.0,83.15,49.0,107.0,15.150000000000006
4,weight_kg,64,78.25,16.505977753144506,75.0,66.0,88.7,50.0,116.0,22.700000000000003
5,weight_kg,32,79.15,16.11591079167297,76.8,68.52499999999999,89.925,55.7,120.0,21.400000000000006
6,weight_kg,29,71.72068965517242,11.882020610700161,73.3,66.1,82.2,48.7,87.6,16.10000000000001
7,weight_kg,27,76.60370370370372,10.979438176794964,72.9,67.0,84.65,64.1,95.4,17.650000000000006
0,height_m_final,34,1.553235294117647,0.08021639627737616,1.525,1.5,1.6,1.4,1.7,0.10000000000000009
1,height_m_final,48,1.5575,0.07869953634727836,1.55,1.5,1.605,1.3,1.78,0.10499999999999998
2,height_m_final,28,1.5725,0.0969010568302266,1.565,1.5,1.65,1.4,1.78,0.1499999999999999
3,height_m_final,47,1.5691489361702127,0.08924392044167594,1.58,1.5,1.6349999999999998,1.4,1.8,0.1349999999999998
4,height_m_final,64,1.5778125,0.09689576710331413,1.57,1.5,1.67,1.4,1.8,0.16999999999999993
5,height_m_final,32,1.5515625,0.0898065797934291,1.5,1.5,1.6,1.4,1.7,0.10000000000000009
6,height_m_final,29,1.5575862068965518,0.08994661799461917,1.55,1.5,1.6,1.38,1.8,0.10000000000000009
7,height_m_final,27,1.5962962962962963,0.08348874397408533,1.58,1.55,1.645,1.48,1.75,0.09499999999999997
0,imc_final,34,30.133151124236775,5.606339179181631,30.163014225297964,26.23435662113318,33.32342449464923,19.312952005259696,40.79084287200832,7.089067873516051
1,imc_final,48,30.431847839036053,6.033694602388474,29.173206500198177,25.997302258646062,34.08030259410644,18.359375,44.0771349862259,8.08300033546038
2,imc_final,28,31.284069363635325,5.855989135209264,29.867827023259647,26.547175017266362,34.113448802455515,23.507805325987142,43.36734693877552,7.5662737851891535
3,imc_final,47,31.05165361042805,5.560217208548548,28.97264766019829,27.361135710844785,34.11213378501338,24.77365884419621,46.22222222222222,6.750998074168592
4,imc_final,64,31.36545226095576,5.609580948505156,30.582199546485263,27.17010453765994,33.75688563177947,19.921875,47.8049208368054,6.586781094119527
5,imc_final,32,33.00463326324644,6.730353691605246,31.829382028546714,27.79810499567474,38.015570934256054,21.9671201814059,46.87499999999999,10.217465938581313
6,imc_final,29,29.6289703608209,4.863831663690682,28.880487292585595,26.478128505047263,33.82222222222222,19.0234375,39.9926953981008,7.34409371717496
7,imc_final,27,30.15328538113769,4.323556054211385,30.58802045288532,28.164730847420323,32.1262618170165,21.289795918367343,41.84027016358932,3.9615309695961756
0,bp_systolic,34,133.8235294117647,18.74464867188612,128.5,121.25,151.0,98.0,165.0,29.75
1,bp_systolic,48,134.72916666666666,16.089827079897184,133.0,121.5,146.25,107.0,168.0,24.75
2,bp_systolic,28,129.5,13.442607771697562,131.0,122.0,136.25,99.0,157.0,14.25
3,bp_systolic,47,128.7872340425532,17.123510624174212,129.0,115.0,139.0,96.0,172.0,24.0
4,bp_systolic,64,131.265625,15.09676953512987,128.5,120.0,139.25,109.0,170.0,19.25
5,bp_systolic,32,126.71875,16.96910736717491,125.5,116.0,136.25,90.0,164.0,20.25
6,bp_systolic,29,126.55172413793103,18.364535323156638,125.0,113.0,138.0,94.0,165.0,25.0
7,bp_systolic,27,128.44444444444446,15.594213259394886,128.0,117.5,137.0,102.0,157.0,19.5
0,bp_diastolic,34,77.61764705882354,10.545758032390008,79.0,70.25,83.75,55.0,96.0,13.5
1,bp_diastolic,48,78.52083333333333,9.860709877629507,76.0,73.75,84.5,57.0,105.0,10.75
2,bp_diastolic,28,82.35714285714286,10.096623145477846,81.5,78.0,84.25,52.0,106.0,6.25
3,bp_diastolic,47,74.7872340425532,8.705161313124046,73.0,70.0,78.5,61.0,99.0,8.5
4,bp_diastolic,64,79.90625,11.451372344458484,78.0,72.75,87.25,54.0,115.0,14.5
5,bp_diastolic,32,76.125,12.286236726647658,73.5,70.0,86.0,53.0,96.0,16.0
6,bp_diastolic,29,77.27586206896552,9.782990164143278,77.0,74.0,85.0,56.0,93.0,11.0
7,bp_diastolic,27,78.18518518518519,9.482928130378612,76.0,72.0,85.0,65.0,102.0,13.0
0,bp_pam,34,96.3529411764706,12.372702977366417,95.16666666666666,86.83333333333334,107.08333333333331,69.33333333333333,118.0,20.24999999999997
1,bp_pam,48,97.25694444444444,10.473706712950506,93.5,90.50000000000001,102.33333333333334,79.33333333333333,122.33333333333331,11.833333333333329
2,bp_pam,28,98.07142857142857,9.933257578158868,97.5,93.58333333333333,104.16666666666667,72.33333333333333,123.0,10.583333333333343
3,bp_pam,47,92.7872340425532,10.167539884551067,91.0,84.66666666666667,99.5,76.33333333333333,122.0,14.833333333333329
4,bp_pam,64,97.02604166666667,11.225020032741574,94.83333333333331,88.58333333333334,104.0,79.33333333333333,129.66666666666666,15.416666666666657
5,bp_pam,32,92.98958333333333,12.104824233059379,91.66666666666666,87.25,101.08333333333333,66.0,113.66666666666669,13.833333333333329
6,bp_pam,29,93.70114942528735,10.97267342645811,95.0,87.0,101.66666666666669,72.33333333333333,114.33333333333331,14.666666666666686
7,bp_pam,27,94.93827160493828,9.927531017903075,92.66666666666669,88.83333333333334,102.33333333333331,78.66666666666667,118.66666666666669,13.499999999999972
0,bp_pp,34,56.205882352941174,13.10743349531954,55.5,44.0,67.5,35.0,84.0,23.5
1,bp_pp,48,56.208333333333336,13.652150221622927,55.5,45.75,67.5,33.0,93.0,21.75
2,bp_pp,28,47.142857142857146,11.526826313765854,47.0,41.0,54.25,16.0,72.0,13.25
3,bp_pp,47,54.0,14.211140761357983,54.0,45.0,65.5,26.0,87.0,20.5
4,bp_pp,64,51.359375,12.971724056577829,49.0,41.0,58.25,27.0,94.0,17.25
5,bp_pp,32,50.59375,15.01366984644542,51.0,45.0,56.25,16.0,84.0,11.25
6,bp_pp,29,49.275862068965516,15.849507770013686,47.0,39.0,61.0,21.0,84.0,22.0
7,bp_pp,27,50.25925925925926,13.82192403558868,52.0,37.0,61.0,30.0,77.0,24.0
