grouping_variable,value_variable,group_a,group_b,n_a,n_b,median_a,median_b,p_value_raw,cliffs_delta,cliffs_magnitude,p_adj_fdr,significant_fdr,combined_grouping
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | normal,1 | obesity | normal,43,89,80.0,165.0,2.97359449345362e-07,-0.5518683041546903,large,2.3194037048938236e-05,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | normal,1 | overweight | normal,43,73,80.0,140.0,0.0005318886190273665,-0.38642879898056703,medium,0.004609701364903842,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | normal,1 | overweight | high,43,30,80.0,162.5,0.004478499596010407,-0.3937984496124031,medium,0.024951640606343698,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | normal,1 | obesity | high,43,40,80.0,152.5,0.00037231877950422507,-0.45465116279069767,medium,0.0041486949716185075,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | normal,2 | overweight | high,43,14,80.0,83.5,0.3303986148177571,-0.1760797342192691,small,0.5259406521588786,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | normal,1 | normal | high,43,29,80.0,177.0,0.00013466911479493373,-0.5340817963111467,large,0.0021008381908009664,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | normal,1 | low | normal,43,13,80.0,171.0,0.011964653055936901,-0.46511627906976744,medium,0.04981071222636231,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | normal,2 | normal | normal,43,32,80.0,124.0,0.09363966240717808,-0.22819767441860464,small,0.22824667711749658,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | normal,2 | obesity | high,43,29,80.0,72.0,0.5815501059475903,-0.07778668805132317,negligible,0.7589443888911799,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | normal,2 | obesity | normal,43,25,80.0,18.8,0.5670550707524205,0.08465116279069768,negligible,0.7589443888911799,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | normal,2 | normal | high,43,10,80.0,99.0,0.6330664317055634,-0.1,negligible,0.7715497136411554,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | normal,1 | overweight | normal,89,73,165.0,140.0,0.10649429893752879,0.14776050484839157,small,0.24113423473291878,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | normal,1 | overweight | high,89,30,165.0,162.5,0.4479171670327833,0.09325842696629214,negligible,0.6850497848736685,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | normal,1 | obesity | high,89,40,165.0,152.5,0.521111834399963,0.07106741573033708,negligible,0.7446505122691897,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | normal,2 | overweight | high,89,14,165.0,83.5,0.002434218223378969,0.5064205457463884,large,0.015822418451963298,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | normal,1 | normal | high,89,29,165.0,177.0,0.8832115506234193,-0.018597442851607904,negligible,0.9064539598503514,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | normal,1 | low | normal,89,13,165.0,171.0,0.7595485150551098,0.05358686257562662,negligible,0.872294858372835,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | normal,2 | normal | normal,89,32,165.0,124.0,0.014026643495229653,0.29389044943820225,small,0.05470390963139565,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | normal,2 | obesity | high,89,29,165.0,72.0,0.0002287903436842161,0.4571871367686943,medium,0.002974274467894809,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | normal,2 | obesity | normal,89,25,165.0,18.8,2.2771034244289583e-05,0.5564044943820224,large,0.0005920468903515291,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | normal,2 | normal | high,89,10,165.0,99.0,0.07006045060290698,0.35168539325842696,medium,0.18215717156755815,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | normal,1 | overweight | high,73,30,140.0,162.5,0.7604621842224716,-0.03881278538812785,negligible,0.872294858372835,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | normal,1 | obesity | high,73,40,140.0,152.5,0.5070141763022223,-0.07602739726027398,negligible,0.7446505122691897,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | normal,2 | overweight | high,73,14,140.0,83.5,0.09738453133650317,0.28180039138943247,small,0.23018161952264385,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | normal,1 | normal | high,73,29,140.0,177.0,0.2501819498923322,-0.14690599905526688,negligible,0.4337755700324303,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | normal,1 | low | normal,73,13,140.0,171.0,0.629625140306254,-0.08535300316122234,negligible,0.7715497136411554,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | normal,2 | normal | normal,73,32,140.0,124.0,0.2271012143211989,0.14897260273972604,small,0.42175939802508366,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | normal,2 | obesity | high,73,29,140.0,72.0,0.019062772928720224,0.2990080302314596,small,0.06464766471479032,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | normal,2 | obesity | normal,73,25,140.0,18.8,0.0013990095723991135,0.4301369863013699,medium,0.009920249695193714,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | normal,2 | normal | high,73,10,140.0,99.0,0.27211151801875444,0.21643835616438356,small,0.45158932777580524,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | high,1 | obesity | high,30,40,162.5,152.5,0.8680324900131968,-0.024166666666666666,negligible,0.9064539598503514,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | high,2 | overweight | high,30,14,162.5,83.5,0.10955006010820646,0.3047619047619048,small,0.24113423473291878,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | high,1 | normal | high,30,29,162.5,177.0,0.5441676820428694,-0.09310344827586207,negligible,0.7446505122691897,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | high,1 | low | normal,30,13,162.5,171.0,0.7309660625840075,-0.06923076923076923,negligible,0.8638689830538271,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | high,2 | normal | normal,30,32,162.5,124.0,0.20994219295368866,0.18645833333333334,small,0.39940222074116377,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | high,2 | obesity | high,30,29,162.5,72.0,0.06998415897686207,0.27586206896551724,small,0.18215717156755815,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | high,2 | obesity | normal,30,25,162.5,18.8,0.006015239060441328,0.43466666666666665,medium,0.029324290419651473,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | overweight | high,2 | normal | high,30,10,162.5,99.0,0.3099987321373715,0.22,small,0.5037479397232286,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | high,2 | overweight | high,40,14,152.5,83.5,0.04304840722432879,0.3678571428571429,medium,0.1394395087036564,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | high,1 | normal | high,40,29,152.5,177.0,0.5392532396146817,-0.08793103448275862,negligible,0.7446505122691897,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | high,1 | low | normal,40,13,152.5,171.0,0.9012838136187998,-0.025,negligible,0.9129887982112518,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | high,2 | normal | normal,40,32,152.5,124.0,0.1422126882517397,0.203125,small,0.2919102548325183,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | high,2 | obesity | high,40,29,152.5,72.0,0.01503735462531208,0.3456896551724138,medium,0.05585303146544487,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | high,2 | obesity | normal,40,25,152.5,18.8,0.0013302771969563218,0.477,large,0.009920249695193714,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | obesity | high,2 | normal | high,40,10,152.5,99.0,0.17056454050702896,0.285,small,0.3411290810140579,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | high,1 | normal | high,14,29,83.5,177.0,0.011500903159343772,-0.4827586206896552,large,0.04981071222636231,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | high,1 | low | normal,14,13,83.5,171.0,0.06879998796556563,-0.4175824175824176,medium,0.18215717156755815,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | high,2 | normal | normal,14,32,83.5,124.0,0.8205806305011382,-0.044642857142857144,negligible,0.9064539598503514,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | high,2 | obesity | high,14,29,83.5,72.0,0.7070470003288012,0.07389162561576355,negligible,0.8484564003945614,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | high,2 | obesity | normal,14,25,83.5,18.8,0.23570974510022757,0.2342857142857143,small,0.42756651436785464,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | overweight | high,2 | normal | high,14,10,83.5,99.0,1.0,0.0,negligible,1.0,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | normal | high,1 | low | normal,29,13,177.0,171.0,0.8489374227061468,0.03978779840848806,negligible,0.9064539598503514,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | normal | high,2 | normal | normal,29,32,177.0,124.0,0.0446921502255309,0.30064655172413796,small,0.1394395087036564,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | normal | high,2 | obesity | high,29,29,177.0,72.0,0.004996362323982803,0.4304399524375743,medium,0.025981084084710573,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | normal | high,2 | obesity | normal,29,25,177.0,18.8,0.0005041676657031182,0.5544827586206896,large,0.004609701364903842,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | normal | high,2 | normal | high,29,10,177.0,99.0,0.1112927237228856,0.3448275862068966,medium,0.24113423473291878,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | low | normal,2 | normal | normal,13,32,171.0,124.0,0.17626506119075303,0.2620192307692308,small,0.34371686932196843,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | low | normal,2 | obesity | high,13,29,171.0,72.0,0.06426708397839896,0.363395225464191,medium,0.18215717156755815,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | low | normal,2 | obesity | normal,13,25,171.0,18.8,0.0121333786192421,0.5046153846153846,large,0.04981071222636231,True,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,1 | low | normal,2 | normal | high,13,10,171.0,99.0,0.2511317352930932,0.2923076923076923,small,0.4337755700324303,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | normal | normal,2 | obesity | high,32,29,124.0,72.0,0.4972591220615328,0.10237068965517242,negligible,0.7446505122691897,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | normal | normal,2 | obesity | normal,32,25,124.0,18.8,0.07821875917244976,0.275,small,0.19680849082100263,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | normal | normal,2 | normal | high,32,10,124.0,99.0,0.6260144756392572,0.10625,negligible,0.7715497136411554,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | obesity | high,2 | obesity | normal,29,25,72.0,18.8,0.25581636181399736,0.1820689655172414,small,0.4337755700324303,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | obesity | high,2 | normal | high,29,10,72.0,99.0,0.8595739970363001,-0.041379310344827586,negligible,0.9064539598503514,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_sdnn,2 | obesity | normal,2 | normal | high,25,10,18.8,99.0,0.5838033760701384,-0.124,negligible,0.7589443888911799,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | normal,2 | overweight | normal,83,41,13.7,10.8,0.0031973954672303547,0.3264766382603585,small,0.08178128898752174,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | normal,1 | obesity | normal,83,90,13.7,13.6,0.6894675239229573,0.035341365461847386,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | normal,1 | overweight | normal,83,72,13.7,14.05,0.6104106527764792,-0.04769076305220884,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | normal,1 | overweight | high,83,31,13.7,16.4,0.612639290494617,-0.06218422075398368,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | normal,1 | obesity | high,83,40,13.7,13.7,0.8607033466748353,0.019879518072289156,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | normal,2 | overweight | high,83,14,13.7,14.15,0.6294321698706832,0.08175559380378658,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | normal,1 | normal | high,83,29,13.7,15.5,0.2559821981096084,-0.14250103863730784,negligible,0.8692855882198772,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | normal,1 | low | normal,83,13,13.7,14.7,0.9189666950202914,-0.018535681186283594,negligible,0.9431500290997727,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | normal,2 | normal | normal,83,34,13.7,13.5,0.6568487527272909,-0.05279943302622254,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | normal,2 | obesity | high,83,29,13.7,11.6,0.27891874763668334,0.13585375986705442,negligible,0.8692855882198772,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | normal,2 | obesity | normal,83,25,13.7,12.2,0.26975723605709534,0.14650602409638555,negligible,0.8692855882198772,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | normal,2 | normal | high,83,11,13.7,13.5,0.8094391842430163,0.04600219058050383,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | normal,1 | obesity | normal,41,90,10.8,13.6,0.01334078929577695,-0.2704607046070461,small,0.17343026084510035,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | normal,1 | overweight | normal,41,72,10.8,14.05,0.0013835920679177616,-0.36314363143631434,medium,0.058994305423579564,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | normal,1 | overweight | high,41,31,10.8,16.4,0.008462613195567478,-0.36506687647521635,medium,0.13201676585085267,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | normal,1 | obesity | high,41,40,10.8,13.7,0.018893223195629836,-0.30365853658536585,small,0.21052448703701818,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | normal,2 | overweight | high,41,14,10.8,14.15,0.2582265061565412,-0.20557491289198607,small,0.8692855882198772,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | normal,1 | normal | high,41,29,10.8,15.5,0.0015126744980405015,-0.4482758620689655,medium,0.058994305423579564,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | normal,1 | low | normal,41,13,10.8,14.7,0.10767874138932042,-0.300187617260788,small,0.7927365998583548,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | normal,2 | normal | normal,41,34,10.8,13.5,0.004193912255770345,-0.3866571018651363,medium,0.08178128898752174,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | normal,2 | obesity | high,41,29,10.8,11.6,0.2523506347324931,-0.16232127838519764,small,0.8692855882198772,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | normal,2 | obesity | normal,41,25,10.8,12.2,0.17962777266398222,-0.19902439024390245,small,0.8692855882198772,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | normal,2 | normal | high,41,11,10.8,13.5,0.22622867300016014,-0.24168514412416853,small,0.8692855882198772,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | normal,1 | overweight | normal,90,72,13.6,14.05,0.4562947351216473,-0.0683641975308642,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | normal,1 | overweight | high,90,31,13.6,16.4,0.40412288080325665,-0.1010752688172043,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | normal,1 | obesity | high,90,40,13.6,13.7,0.8460052288768405,-0.021666666666666667,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | normal,2 | overweight | high,90,14,13.6,14.15,0.8191906589414045,0.03888888888888889,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | normal,1 | normal | high,90,29,13.6,15.5,0.17323429848309957,-0.16896551724137931,small,0.8692855882198772,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | normal,1 | low | normal,90,13,13.6,14.7,0.8000748646926218,-0.044444444444444446,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | normal,2 | normal | normal,90,34,13.6,13.5,0.514032502771301,-0.07647058823529412,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | normal,2 | obesity | high,90,29,13.6,11.6,0.5523403524133228,0.0739463601532567,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | normal,2 | obesity | normal,90,25,13.6,12.2,0.39099108648330927,0.11288888888888889,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | normal,2 | normal | high,90,11,13.6,13.5,0.9739089844062273,-0.007070707070707071,negligible,0.9861566457800632,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | normal,1 | overweight | high,72,31,14.05,16.4,0.653143989533695,-0.056451612903225805,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | normal,1 | obesity | high,72,40,14.05,13.7,0.5993777453768461,0.06041666666666667,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | normal,2 | overweight | high,72,14,14.05,14.15,0.5161488962212288,0.1111111111111111,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | normal,1 | normal | high,72,29,14.05,15.5,0.39836845174961577,-0.1082375478927203,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | normal,1 | low | normal,72,13,14.05,14.7,0.8594653951999178,0.03205128205128205,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | normal,2 | normal | normal,72,34,14.05,13.5,0.8816194562869741,0.01838235294117647,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | normal,2 | obesity | high,72,29,14.05,11.6,0.2356002415423758,0.1518199233716475,small,0.8692855882198772,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | normal,2 | obesity | normal,72,25,14.05,12.2,0.12195947690128536,0.2088888888888889,small,0.7927365998583548,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | normal,2 | normal | high,72,11,14.05,13.5,0.6820514367240057,0.07828282828282829,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | high,1 | obesity | high,31,40,16.4,13.7,0.5236586755229278,0.08951612903225807,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | high,2 | overweight | high,31,14,16.4,14.15,0.3206288650880925,0.1889400921658986,small,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | high,1 | normal | high,31,29,16.4,15.5,0.7059572845565814,-0.05784204671857619,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | high,1 | low | normal,31,13,16.4,14.7,0.6525585272471959,0.08933002481389578,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | high,2 | normal | normal,31,34,16.4,13.5,0.6599162331686225,0.06451612903225806,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | high,2 | obesity | high,31,29,16.4,11.6,0.382724465059742,0.13236929922135707,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | high,2 | obesity | normal,31,25,16.4,12.2,0.11543065634130656,0.24774193548387097,small,0.7927365998583548,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | overweight | high,2 | normal | high,31,11,16.4,13.5,0.7968101696022334,0.05571847507331378,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | high,2 | overweight | high,40,14,13.7,14.15,0.8280761809863804,0.04107142857142857,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | high,1 | normal | high,40,29,13.7,15.5,0.25817731640952457,-0.16120689655172413,small,0.8692855882198772,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | high,1 | low | normal,40,13,13.7,14.7,0.8767698374654563,-0.03076923076923077,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | high,2 | normal | normal,40,34,13.7,13.5,0.7820836033019076,-0.03823529411764706,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | high,2 | obesity | high,40,29,13.7,11.6,0.5153861608907502,0.09310344827586207,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | high,2 | obesity | normal,40,25,13.7,12.2,0.2897618627399591,0.158,small,0.8692855882198772,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | obesity | high,2 | normal | high,40,11,13.7,13.5,0.8099402500478179,0.05,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | high,1 | normal | high,14,29,14.15,15.5,0.28780074687546786,-0.2044334975369458,small,0.8692855882198772,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | high,1 | low | normal,14,13,14.15,14.7,0.560175591695825,-0.13736263736263737,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | high,2 | normal | normal,14,34,14.15,13.5,0.5327033243813358,-0.11764705882352941,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | high,2 | obesity | high,14,29,14.15,11.6,0.7954587049985908,0.05172413793103448,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | high,2 | obesity | normal,14,25,14.15,12.2,0.7362897235519444,0.06857142857142857,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,2 | overweight | high,2 | normal | high,14,11,14.15,13.5,0.8480210948882796,-0.05194805194805195,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | high,1 | low | normal,29,13,15.5,14.7,0.6050963374864977,0.10344827586206896,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
sex__bmi_cat__bp_cat,t2m_pre_rmssd,1 | normal | high,2 | normal | normal,29,34,15.5,13.5,0.5034977326863753,0.09939148073022312,negligible,0.916884234538453,False,sex__bmi_cat__bp_cat
