grouping_variable,value_variable,group_a,group_b,n_a,n_b,median_a,median_b,p_value_raw,cliffs_delta,cliffs_magnitude,p_adj_fdr,significant_fdr,combined_grouping
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 80+ | normal,116,19,153.0,106.0,0.2736659449688179,0.15744101633393828,small,0.4979811259015584,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | <60 | normal,116,8,153.0,131.5,0.5117924997112147,0.1400862068965517,negligible,0.7407523022136001,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | normal,1 | 80+ | high,116,10,153.0,157.5,0.9173320220709773,0.020689655172413793,negligible,0.9519483247906368,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | normal,2 | 60-69 | high,116,18,153.0,60.5,0.016198084033397817,0.35344827586206895,medium,0.06088292667105354,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | normal,2 | 70-79 | normal,114,60,169.0,120.0,9.297193408098333e-06,0.4095029239766082,medium,0.0001278364093613521,True,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | normal,1 | 60-69 | high,114,46,169.0,158.0,0.6687055004084044,0.043478260869565216,negligible,0.807509923327352,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | normal,1 | 70-79 | high,114,47,169.0,152.0,0.1522593665657479,0.1438969764837626,negligible,0.3220871215813898,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | normal,2 | 70-79 | high,114,33,169.0,85.0,0.0002655282530069509,0.4178628389154705,medium,0.0028418129498014454,True,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | normal,2 | 60-69 | normal,114,36,169.0,18.5,1.0328586649925096e-08,0.6342592592592593,large,5.680722657458804e-07,True,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | normal,1 | 80+ | normal,114,19,169.0,106.0,0.028327912006791193,0.31532779316712833,small,0.08979931004515208,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | normal,1 | <60 | normal,114,8,169.0,131.5,0.20698633902702746,0.26864035087719296,small,0.4065803088030897,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | normal,1 | 80+ | high,114,10,169.0,157.5,0.8078556517404719,0.04736842105263158,negligible,0.8886412169145191,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | normal,2 | 60-69 | high,114,18,169.0,60.5,0.0005112390303662016,0.5112085769980507,large,0.004016878095734441,True,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | normal,1 | 60-69 | high,60,46,120.0,158.0,0.0015501235461454724,-0.3601449275362319,medium,0.010657099379750123,True,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | normal,1 | 70-79 | high,60,47,120.0,152.0,0.029388865105686137,-0.24645390070921985,small,0.08979931004515208,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | normal,2 | 70-79 | high,60,33,120.0,85.0,0.8314894872052623,0.02727272727272727,negligible,0.8967043489468515,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | normal,2 | 60-69 | normal,60,36,120.0,18.5,0.016604434546650965,0.2935185185185185,small,0.06088292667105354,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | normal,1 | 80+ | normal,60,19,120.0,106.0,0.54319987957874,-0.09385964912280702,negligible,0.7660511122264283,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | normal,1 | <60 | normal,60,8,120.0,131.5,0.6753719358737853,-0.09375,negligible,0.807509923327352,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | normal,1 | 80+ | high,60,10,120.0,157.5,0.5019782739284124,-0.135,negligible,0.7407523022136001,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | normal,2 | 60-69 | high,60,18,120.0,60.5,0.6017842576554975,0.0824074074074074,negligible,0.7697240504895898,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | high,1 | 70-79 | high,46,47,158.0,152.0,0.3685929180950094,0.10869565217391304,negligible,0.614321530158349,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | high,2 | 70-79 | high,46,33,158.0,85.0,0.005296275964221428,0.3702239789196311,medium,0.024274598169348214,True,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | high,2 | 60-69 | normal,46,36,158.0,18.5,1.8390606985356296e-06,0.6171497584541062,large,4.195494966962573e-05,True,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | high,1 | 80+ | normal,46,19,158.0,106.0,0.10008381400250614,0.2620137299771167,small,0.25599503467106643,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | high,1 | <60 | normal,46,8,158.0,131.5,0.27850419571926044,0.24456521739130435,small,0.4979811259015584,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | high,1 | 80+ | high,46,10,158.0,157.5,0.7401662866467595,0.06956521739130435,negligible,0.866152037565357,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 60-69 | high,2 | 60-69 | high,46,18,158.0,60.5,0.0044424049893614665,0.4613526570048309,medium,0.02221202494680733,True,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | high,2 | 70-79 | high,47,33,152.0,85.0,0.07446490166683953,0.23597678916827852,small,0.2047784795838087,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | high,2 | 60-69 | normal,47,36,152.0,18.5,0.0003100159581601577,0.4645390070921986,medium,0.0028418129498014454,True,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | high,1 | 80+ | normal,47,19,152.0,106.0,0.3954578897942699,0.135498320268757,negligible,0.6397112923142602,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | high,1 | <60 | normal,47,8,152.0,131.5,0.5911594840009629,0.12234042553191489,negligible,0.7697240504895898,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | high,1 | 80+ | high,47,10,152.0,157.5,0.8832309596838485,-0.031914893617021274,negligible,0.9341865919733012,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 70-79 | high,2 | 60-69 | high,47,18,152.0,60.5,0.050324745568328846,0.31678486997635935,small,0.1456768950662151,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | high,2 | 60-69 | normal,33,36,85.0,18.5,0.024291470260414023,0.3164983164983165,small,0.08350192902017321,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | high,1 | 80+ | normal,33,19,85.0,106.0,0.2915711906110816,-0.17862838915470494,small,0.5011379838627965,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | high,1 | <60 | normal,33,8,85.0,131.5,0.662956708414686,-0.10606060606060606,negligible,0.807509923327352,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | high,1 | 80+ | high,33,10,85.0,157.5,0.42919530044034926,-0.1696969696969697,small,0.6744497578348345,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 70-79 | high,2 | 60-69 | high,33,18,85.0,60.5,0.6014269503103202,0.09090909090909091,negligible,0.7697240504895898,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 60-69 | normal,1 | 80+ | normal,36,19,18.5,106.0,0.004249322204042722,-0.47368421052631576,medium,0.02221202494680733,True,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 60-69 | normal,1 | <60 | normal,36,8,18.5,131.5,0.1243087705154948,-0.3541666666666667,medium,0.2848742657646756,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 60-69 | normal,1 | 80+ | high,36,10,18.5,157.5,0.10705246904426415,-0.3388888888888889,medium,0.25599503467106643,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,2 | 60-69 | normal,2 | 60-69 | high,36,18,18.5,60.5,0.1043463075037298,-0.27469135802469136,small,0.25599503467106643,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 80+ | normal,1 | <60 | normal,19,8,106.0,131.5,0.9792669166582209,-0.013157894736842105,negligible,0.9974014891889287,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 80+ | normal,1 | 80+ | high,19,10,106.0,157.5,0.7830605742846944,-0.06842105263157895,negligible,0.878945542564453,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 80+ | normal,2 | 60-69 | high,19,18,106.0,60.5,0.13249700540469994,0.29239766081871343,small,0.2914934118903399,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | <60 | normal,1 | 80+ | high,8,10,131.5,157.5,1.0,0.0125,negligible,1.0,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | <60 | normal,2 | 60-69 | high,8,18,131.5,60.5,0.5672829687474997,0.1527777777777778,small,0.7697240504895898,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_sdnn,1 | 80+ | high,2 | 60-69 | high,10,18,157.5,60.5,0.28068027096269654,0.25555555555555554,small,0.4979811259015584,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | normal,1 | 60-69 | normal,117,114,14.1,14.2,0.5746200157752135,-0.04281001649422702,negligible,0.902974310503907,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | normal,2 | 70-79 | normal,117,58,14.1,12.45,0.17892208294318646,0.1251105216622458,negligible,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | normal,1 | 60-69 | high,117,47,14.1,15.8,0.5010553965768512,-0.06746681214766322,negligible,0.9027277549417988,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | normal,1 | 70-79 | high,117,47,14.1,13.5,0.6612057321343461,-0.044008001454809965,negligible,0.9161418338969729,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | normal,2 | 70-79 | high,117,33,14.1,13.5,0.8738273648017549,0.01838901838901839,negligible,0.9832585837304086,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | normal,2 | 60-69 | normal,117,37,14.1,13.2,0.42287330146518476,0.08778008778008778,negligible,0.9027277549417988,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | normal,1 | 80+ | normal,117,19,14.1,11.6,0.3383945305671878,0.13765182186234817,negligible,0.856477182391362,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | normal,1 | <60 | normal,117,8,14.1,13.5,0.18970876313894536,-0.27884615384615385,small,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | normal,1 | 80+ | high,117,10,14.1,12.45,0.7779495504687008,-0.0547008547008547,negligible,0.9508272283506343,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | normal,2 | 60-69 | high,117,19,14.1,12.4,0.49579723743754733,0.09806567701304543,negligible,0.9027277549417988,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | normal,2 | 70-79 | normal,114,58,14.2,12.45,0.04798881226229165,0.18481548699334543,small,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | normal,1 | 60-69 | high,114,47,14.2,15.8,0.7336809802155093,-0.03434117207913401,negligible,0.9384291607407677,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | normal,1 | 70-79 | high,114,47,14.2,13.5,0.9777514469228102,0.0029861888764464353,negligible,0.9832585837304086,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | normal,2 | 70-79 | high,114,33,14.2,13.5,0.5023009810379062,0.07708665603402445,negligible,0.9027277549417988,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | normal,2 | 60-69 | normal,114,37,14.2,13.2,0.1884192319239223,0.14438122332859174,negligible,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | normal,1 | 80+ | normal,114,19,14.2,11.6,0.1374316361920598,0.21375807940904895,small,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | normal,1 | <60 | normal,114,8,14.2,13.5,0.30097292562800415,-0.22039473684210525,small,0.856477182391362,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | normal,1 | 80+ | high,114,10,14.2,12.45,0.9780353738798131,-0.0061403508771929825,negligible,0.9832585837304086,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | normal,2 | 60-69 | high,114,19,14.2,12.4,0.3363778082268618,0.13850415512465375,negligible,0.856477182391362,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | normal,1 | 60-69 | high,58,47,12.45,15.8,0.06436554855049514,-0.21093176815847395,small,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | normal,1 | 70-79 | high,58,47,12.45,13.5,0.11508053545697929,-0.1797505502567865,small,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | normal,2 | 70-79 | high,58,33,12.45,13.5,0.514267417525181,-0.08307210031347963,negligible,0.9027277549417988,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | normal,2 | 60-69 | normal,58,37,12.45,13.2,0.7084006874643691,-0.04613233923578751,negligible,0.9384291607407677,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | normal,1 | 80+ | normal,58,19,12.45,11.6,0.8593155685861829,0.028130671506352088,negligible,0.9832585837304086,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | normal,1 | <60 | normal,58,8,12.45,13.5,0.07377310169783435,-0.39439655172413796,medium,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | normal,1 | 80+ | high,58,10,12.45,12.45,0.4307237014930685,-0.15862068965517243,small,0.9027277549417988,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | normal,2 | 60-69 | high,58,19,12.45,12.4,0.9764324138769566,0.0054446460980036296,negligible,0.9832585837304086,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | high,1 | 70-79 | high,47,47,15.8,13.5,0.972851637233725,0.004526935264825713,negligible,0.9832585837304086,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | high,2 | 70-79 | high,47,33,15.8,13.5,0.5252234210570466,0.08446163765312702,negligible,0.9027277549417988,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | high,2 | 60-69 | normal,47,37,15.8,13.2,0.15844673937487386,0.18056354226566992,small,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | high,1 | 80+ | normal,47,19,15.8,11.6,0.1426840887450182,0.23292273236282196,small,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | high,1 | <60 | normal,47,8,15.8,13.5,0.5114485100158735,-0.14893617021276595,small,0.9027277549417988,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | high,1 | 80+ | high,47,10,15.8,12.45,0.9832585837304086,-0.006382978723404255,negligible,0.9832585837304086,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 60-69 | high,2 | 60-69 | high,47,19,15.8,12.4,0.4485810206192712,0.12094064949608063,negligible,0.9027277549417988,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | high,2 | 70-79 | high,47,33,13.5,13.5,0.5707262176555332,0.07543520309477757,negligible,0.902974310503907,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | high,2 | 60-69 | normal,47,37,13.5,13.2,0.23777954963828518,0.15123634272570444,small,0.7265486238947603,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | high,1 | 80+ | normal,47,19,13.5,11.6,0.19742866237290424,0.20492721164613661,small,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | high,1 | <60 | normal,47,8,13.5,13.5,0.21882103582427626,-0.2765957446808511,small,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | high,1 | 80+ | high,47,10,13.5,12.45,0.8915023055695557,-0.029787234042553193,negligible,0.9832585837304086,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 70-79 | high,2 | 60-69 | high,47,19,13.5,12.4,0.3425908729565448,0.1511758118701008,small,0.856477182391362,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | high,2 | 60-69 | normal,33,37,13.5,13.2,0.7686307770901537,0.04176904176904177,negligible,0.9508272283506343,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | high,1 | 80+ | normal,33,19,13.5,11.6,0.5946469787668416,0.09090909090909091,negligible,0.9084884397826747,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | high,1 | <60 | normal,33,8,13.5,13.5,0.20529399512230573,-0.29545454545454547,small,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | high,1 | 80+ | high,33,10,13.5,12.45,0.6662849701068894,-0.09393939393939393,negligible,0.9161418338969729,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 70-79 | high,2 | 60-69 | high,33,19,13.5,12.4,0.6145142149759848,0.0861244019138756,negligible,0.9126225533023558,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 60-69 | normal,1 | 80+ | normal,37,19,13.2,11.6,0.7292207537131559,0.05832147937411095,negligible,0.9384291607407677,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 60-69 | normal,1 | <60 | normal,37,8,13.2,13.5,0.17665919347859904,-0.3108108108108108,small,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 60-69 | normal,1 | 80+ | high,37,10,13.2,12.45,0.630539218645264,-0.10270270270270271,negligible,0.9126225533023558,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,2 | 60-69 | normal,2 | 60-69 | high,37,19,13.2,12.4,0.8967125603918187,0.02275960170697013,negligible,0.9832585837304086,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 80+ | normal,1 | <60 | normal,19,8,11.6,13.5,0.043582288644568,-0.506578947368421,large,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 80+ | normal,1 | 80+ | high,19,10,11.6,12.45,0.550804937066059,-0.14210526315789473,negligible,0.902974310503907,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 80+ | normal,2 | 60-69 | high,19,19,11.6,12.4,0.9301995089382556,0.019390581717451522,negligible,0.9832585837304086,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | <60 | normal,1 | 80+ | high,8,10,13.5,12.45,0.2132880129975615,0.3625,medium,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | <60 | normal,2 | 60-69 | high,8,19,13.5,12.4,0.1300776501904947,0.3815789473684211,medium,0.7079504100197174,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_rmssd,1 | 80+ | high,2 | 60-69 | high,10,19,12.45,12.4,0.4218863570734872,0.18947368421052632,small,0.9027277549417988,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_hf,1 | 70-79 | normal,1 | 60-69 | normal,119,115,106.0,147.0,0.1154060731941517,-0.11918158567774936,negligible,0.7312180192147221,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_hf,1 | 70-79 | normal,2 | 70-79 | normal,119,61,106.0,79.0,0.5781479849792321,0.0508334481333517,negligible,0.8757074699424533,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_hf,1 | 70-79 | normal,1 | 60-69 | high,119,47,106.0,100.0,0.17430386885558502,-0.1357053459681745,negligible,0.7374394451582443,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_hf,1 | 70-79 | normal,1 | 70-79 | high,119,48,106.0,112.5,0.6687220679560553,0.04254201680672269,negligible,0.8757074699424533,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_hf,1 | 70-79 | normal,2 | 70-79 | high,119,33,106.0,93.0,0.6229884097083493,0.05627705627705628,negligible,0.8757074699424533,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_hf,1 | 70-79 | normal,2 | 60-69 | normal,119,38,106.0,130.0,0.515957222178514,-0.07032286598850067,negligible,0.8757074699424533,False,sex__age_group__bp_cat
sex__age_group__bp_cat,t2m_pre_hf,1 | 70-79 | normal,1 | 80+ | normal,119,19,106.0,48.0,0.21080681587661498,0.17956656346749225,small,0.7660005297573927,False,sex__age_group__bp_cat
