grouping_variable,value_variable,group_a,group_b,p_adj,combined_grouping
age_group__bmi_cat,t2m_pre_mean_hr,80+ | obesity,80+ | overweight,0.974580675649551,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_hr,80+ | obesity,<60 | normal,0.9944719888471073,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_mean_hr,80+ | overweight,<60 | normal,0.974580675649551,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | low,60-69 | normal,0.7632679631329302,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | low,60-69 | obesity,0.7632679631329302,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | low,60-69 | overweight,0.9771130442138722,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | low,70-79 | low,0.5618827564657308,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | low,70-79 | normal,0.6317488948607383,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | low,70-79 | obesity,0.9771130442138722,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | low,70-79 | overweight,0.9291573131148372,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | low,80+ | normal,0.6802746519436209,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | low,80+ | obesity,0.8389440198725521,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | low,80+ | overweight,0.6317488948607383,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | low,<60 | normal,0.3582173539466843,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | normal,60-69 | obesity,0.9771130442138722,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | normal,60-69 | overweight,0.3954492416375367,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | normal,70-79 | low,0.16782956833445453,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | normal,70-79 | normal,0.6896796780027322,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | normal,70-79 | obesity,0.3582173539466843,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | normal,70-79 | overweight,0.24930856696921094,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | normal,80+ | normal,0.23106087883290155,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | normal,80+ | obesity,0.9771130442138722,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | normal,80+ | overweight,0.2133545992552931,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | normal,<60 | normal,0.16782956833445453,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | obesity,60-69 | overweight,0.3582173539466843,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | obesity,70-79 | low,0.16782956833445453,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | obesity,70-79 | normal,0.6578572485363049,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | obesity,70-79 | obesity,0.3333152397968001,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | obesity,70-79 | overweight,0.23106087883290155,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | obesity,80+ | normal,0.23106087883290155,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | obesity,80+ | obesity,0.9771130442138722,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | obesity,80+ | overweight,0.2133545992552931,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | obesity,<60 | normal,0.16782956833445453,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | overweight,70-79 | low,0.38836247769520255,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | overweight,70-79 | normal,0.2133545992552931,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | overweight,70-79 | obesity,0.9771130442138722,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | overweight,70-79 | overweight,0.908419721347242,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | overweight,80+ | normal,0.5618827564657308,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | overweight,80+ | obesity,0.6812299991988402,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | overweight,80+ | overweight,0.47647979655328865,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,60-69 | overweight,<60 | normal,0.2385923354575176,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | low,70-79 | normal,0.16782956833445453,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | low,70-79 | obesity,0.3582173539466843,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | low,70-79 | overweight,0.44233260716891415,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | low,80+ | normal,0.8681125485517541,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | low,80+ | obesity,0.3582173539466843,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | low,80+ | overweight,0.9512632535040744,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | low,<60 | normal,0.6358793072397102,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | normal,70-79 | obesity,0.16782956833445453,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | normal,70-79 | overweight,0.16782956833445453,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | normal,80+ | normal,0.16782956833445453,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | normal,80+ | obesity,0.9291573131148372,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | normal,80+ | overweight,0.16782956833445453,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | normal,<60 | normal,0.16782956833445453,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | obesity,70-79 | overweight,0.8681125485517541,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | obesity,80+ | normal,0.5454319973031323,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | obesity,80+ | obesity,0.6812299991988402,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | obesity,80+ | overweight,0.4606210465427967,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | obesity,<60 | normal,0.23106087883290155,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | overweight,80+ | normal,0.6317488948607383,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | overweight,80+ | obesity,0.6317488948607383,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | overweight,80+ | overweight,0.5454319973031323,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,70-79 | overweight,<60 | normal,0.262423809813185,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,80+ | normal,80+ | obesity,0.4635023687418618,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,80+ | normal,80+ | overweight,0.9512632535040744,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,80+ | normal,<60 | normal,0.5454319973031323,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,80+ | obesity,80+ | overweight,0.41279385999140716,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,80+ | obesity,<60 | normal,0.23106087883290155,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_sdnn,80+ | overweight,<60 | normal,0.5902331049702205,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | low,60-69 | normal,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | low,60-69 | obesity,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | low,60-69 | overweight,0.43925616175750365,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | low,70-79 | low,0.38963902179044396,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | low,70-79 | normal,0.6243483985500352,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | low,70-79 | obesity,0.41048476691013436,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | low,70-79 | overweight,0.48583081772630266,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | low,80+ | normal,0.38963902179044396,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | low,80+ | obesity,0.43925616175750365,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | low,80+ | overweight,0.4820602833148058,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | low,<60 | normal,0.8659802676266892,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | normal,60-69 | obesity,0.9515165248568114,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | normal,60-69 | overweight,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | normal,70-79 | low,0.38963902179044396,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | normal,70-79 | normal,0.6243483985500352,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | normal,70-79 | obesity,0.43925616175750365,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | normal,70-79 | overweight,0.701391050540266,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | normal,80+ | normal,0.38963902179044396,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | normal,80+ | obesity,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | normal,80+ | overweight,0.6401956620760433,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | normal,<60 | normal,0.6401956620760433,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,60-69 | overweight,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,70-79 | low,0.38963902179044396,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,70-79 | normal,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,70-79 | obesity,0.43925616175750365,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,70-79 | overweight,0.7055839588821018,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,80+ | normal,0.38963902179044396,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,80+ | obesity,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,80+ | overweight,0.6466408631191193,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | obesity,<60 | normal,0.6243483985500352,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,70-79 | low,0.48914127227132287,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,70-79 | normal,0.38963902179044396,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,70-79 | obesity,0.8013969618026751,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,70-79 | overweight,0.756239204903671,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,80+ | normal,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,80+ | obesity,0.7582399515675208,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,80+ | overweight,0.9584608807939557,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,60-69 | overweight,<60 | normal,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,70-79 | normal,0.3459730566360197,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,70-79 | obesity,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,70-79 | overweight,0.4327239351804514,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,80+ | normal,0.8932762617350988,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,80+ | obesity,0.7976647330713011,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,80+ | overweight,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | low,<60 | normal,0.38963902179044396,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | normal,70-79 | obesity,0.3459730566360197,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | normal,70-79 | overweight,0.43925616175750365,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | normal,80+ | normal,0.3459730566360197,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | normal,80+ | obesity,0.48914127227132287,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | normal,80+ | overweight,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | normal,<60 | normal,0.7976647330713011,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,70-79 | overweight,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,80+ | normal,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,80+ | obesity,0.8024487376435615,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,80+ | overweight,0.8932762617350988,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | obesity,<60 | normal,0.48914127227132287,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | overweight,80+ | normal,0.43925616175750365,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | overweight,80+ | obesity,0.6401956620760433,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | overweight,80+ | overweight,0.8013969618026751,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,70-79 | overweight,<60 | normal,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,80+ | normal,80+ | obesity,0.8475668139488768,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,80+ | normal,80+ | overweight,0.5933178065648009,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,80+ | normal,<60 | normal,0.41048476691013436,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,80+ | obesity,80+ | overweight,0.7976647330713011,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,80+ | obesity,<60 | normal,0.5197712980194764,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_rmssd,80+ | overweight,<60 | normal,0.5314010907641448,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | low,60-69 | normal,0.46396733830472847,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | low,60-69 | obesity,0.5620581068919855,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | low,60-69 | overweight,0.4369903883025407,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | low,70-79 | low,0.18801498542076203,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | low,70-79 | normal,0.593748718084911,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | low,70-79 | obesity,0.2849114664519339,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | low,70-79 | overweight,0.2080329558380933,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | low,80+ | normal,0.11066009407789851,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | low,80+ | obesity,0.5972888202923405,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | low,80+ | overweight,0.19114015673571022,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | low,<60 | normal,0.24017904219434422,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,60-69 | obesity,0.5407470608205004,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,60-69 | overweight,0.8927594116855273,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,70-79 | low,0.2951948365606454,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,70-79 | normal,0.5167115969264509,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,70-79 | obesity,0.47801357001325406,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,70-79 | overweight,0.2849114664519339,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,80+ | normal,0.11521892489967546,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,80+ | obesity,0.8927594116855273,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,80+ | overweight,0.3176507446481552,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | normal,<60 | normal,0.4369903883025407,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,60-69 | overweight,0.47096618383060523,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,70-79 | low,0.16388049938484212,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,70-79 | normal,0.9142980512891893,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,70-79 | obesity,0.16388049938484212,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,70-79 | overweight,0.07290933480438867,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,80+ | normal,0.040562884755049496,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,80+ | obesity,0.8927594116855273,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,80+ | overweight,0.16708952508210836,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | obesity,<60 | normal,0.2849114664519339,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,70-79 | low,0.3421521573379186,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,70-79 | normal,0.46396733830472847,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,70-79 | obesity,0.5569744680182591,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,70-79 | overweight,0.34791956931083967,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,80+ | normal,0.1407452313889323,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,80+ | obesity,0.8927594116855273,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,80+ | overweight,0.3543639563177051,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,60-69 | overweight,<60 | normal,0.46396733830472847,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,70-79 | normal,0.16388049938484212,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,70-79 | obesity,0.5184149436074007,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,70-79 | overweight,0.6398418769657942,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,80+ | normal,0.637051756570487,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,80+ | obesity,0.46396733830472847,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,80+ | overweight,0.9644806763361211,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | low,<60 | normal,0.8927594116855273,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,70-79 | obesity,0.16388049938484212,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,70-79 | overweight,0.07290933480438867,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,80+ | normal,0.040562884755049496,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,80+ | obesity,0.8927594116855273,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,80+ | overweight,0.16388049938484212,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | normal,<60 | normal,0.2849114664519339,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,70-79 | overweight,0.6398418769657942,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,80+ | normal,0.20699174336930182,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,80+ | obesity,0.6398418769657942,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,80+ | overweight,0.5407470608205004,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | obesity,<60 | normal,0.5620581068919855,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,80+ | normal,0.2951948365606454,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,80+ | obesity,0.5569744680182591,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,80+ | overweight,0.652533579977717,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,70-79 | overweight,<60 | normal,0.6398418769657942,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,80+ | normal,80+ | obesity,0.2849114664519339,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,80+ | normal,80+ | overweight,0.612211724095512,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,80+ | normal,<60 | normal,0.8538422796819899,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,80+ | obesity,80+ | overweight,0.47096618383060523,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,80+ | obesity,<60 | normal,0.47096618383060523,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_hf,80+ | overweight,<60 | normal,0.8927594116855273,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | low,60-69 | normal,0.6610475791445458,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | low,60-69 | obesity,0.5533129956065803,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | low,60-69 | overweight,0.7734985248824147,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | low,70-79 | low,0.7968849212759703,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | low,70-79 | normal,0.47758036139474197,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | low,70-79 | obesity,0.8659845738266947,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | low,70-79 | overweight,0.9983661477231623,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | low,80+ | normal,0.3929966571886121,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | low,80+ | obesity,0.640697682111573,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | low,80+ | overweight,0.3153782907152634,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | low,<60 | normal,0.1840203769187081,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,60-69 | obesity,0.765863856095611,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,60-69 | overweight,0.7236234066273433,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,70-79 | low,0.27680500986692036,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,70-79 | normal,0.556402183296862,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,70-79 | obesity,0.10851835034168619,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,70-79 | overweight,0.24837791241975374,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,80+ | normal,0.021961492151879727,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,80+ | obesity,0.8452748816380755,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,80+ | overweight,0.015894063507641994,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | normal,<60 | normal,0.024301309773455914,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | obesity,60-69 | overweight,0.47758036139474197,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | obesity,70-79 | low,0.1736309128651629,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | obesity,70-79 | normal,0.765863856095611,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | obesity,70-79 | obesity,0.03208858239663767,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | obesity,70-79 | overweight,0.09232700333139814,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | obesity,80+ | normal,0.013403636609144806,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | obesity,80+ | obesity,0.9500610952779558,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | obesity,80+ | overweight,0.011523304458931736,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | obesity,<60 | normal,0.015894063507641994,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,70-79 | low,0.4098154448980556,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,70-79 | normal,0.3153782907152634,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,70-79 | obesity,0.2783888440521064,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,70-79 | overweight,0.4969840407709581,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,80+ | normal,0.04405491102856916,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,80+ | obesity,0.7236234066273433,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,80+ | overweight,0.03208858239663767,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,60-69 | overweight,<60 | normal,0.038402085362591466,age_group__bmi_cat
age_group__bmi_cat,t2m_pre_lf,70-79 | low,70-79 | normal,0.11179647654960828,age_group__bmi_cat
