grouping_variable,value_variable,group_a,group_b,n_a,n_b,median_a,median_b,p_value_raw,cliffs_delta,cliffs_magnitude,p_adj_fdr,significant_fdr,combined_grouping
sex__age_group,t2m_pre_mean_rr,1 | 70-79,1 | 60-69,167,162,857.0,833.5,0.14454488161767806,0.09307311303319288,negligible,0.9038924611680029,False,sex__age_group
sex__bmi_cat,t2m_pre_mean_rr,1 | obesity,1 | low,130,17,850.0,823.0,0.5267457460808374,0.09502262443438914,negligible,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,1 | obesity,2 | normal,130,47,850.0,876.0,0.37155544468216917,-0.08821603927986907,negligible,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,1 | obesity,2 | obesity,130,54,850.0,844.5,0.8008061951027514,-0.02378917378917379,negligible,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,1 | obesity,2 | low,130,6,850.0,824.5,0.7545692670137846,0.07692307692307693,negligible,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,1 | overweight,1 | low,105,17,844.0,823.0,0.7282264774265741,0.05322128851540616,negligible,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,1 | overweight,2 | normal,105,47,844.0,876.0,0.28084928821949684,-0.10982776089159067,negligible,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,1 | overweight,2 | obesity,105,54,844.0,844.5,0.6234232327115428,-0.04779541446208113,negligible,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,1 | overweight,2 | low,105,6,844.0,824.5,0.7004417342916569,0.09523809523809523,negligible,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,1 | low,2 | normal,17,47,823.0,876.0,0.27372788685384186,-0.18147684605757197,small,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,1 | low,2 | obesity,17,54,823.0,844.5,0.6614370980778806,-0.0718954248366013,negligible,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,1 | low,2 | low,17,6,823.0,824.5,0.860984122016792,0.058823529411764705,negligible,0.860984122016792,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,2 | normal,2 | obesity,47,54,876.0,844.5,0.7004596429593936,0.04491725768321513,negligible,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,2 | normal,2 | low,47,6,876.0,824.5,0.5649260826861322,0.14893617021276595,small,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_rr,2 | obesity,2 | low,54,6,844.5,824.5,0.562507510620271,0.14814814814814814,small,0.8304656838102608,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | normal,2 | overweight,114,57,70.0,71.0,0.5035862803307765,-0.06294244382887042,negligible,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | normal,1 | obesity,114,130,70.0,70.0,0.3530710085539056,-0.06896086369770581,negligible,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | normal,1 | overweight,114,105,70.0,70.0,0.43062316613960105,-0.06173767752715121,negligible,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | normal,1 | low,114,17,70.0,73.0,0.17587625669118412,-0.2043343653250774,small,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | normal,2 | normal,114,46,70.0,68.5,0.980436672833942,-0.002669717772692601,negligible,1.0,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | normal,2 | obesity,114,54,70.0,71.0,0.36694673009515344,-0.08641975308641975,negligible,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | normal,2 | low,114,6,70.0,63.5,0.6128181420954493,0.12426900584795321,negligible,0.894649500767923,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,2 | overweight,1 | obesity,57,130,71.0,70.0,0.855496902212587,-0.016869095816464237,negligible,0.9213043562289398,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,2 | overweight,1 | overweight,57,105,71.0,70.0,1.0,-0.0001670843776106934,negligible,1.0,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,2 | overweight,1 | low,57,17,71.0,73.0,0.4290442428203165,-0.12796697626418987,negligible,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,2 | overweight,2 | normal,57,46,71.0,68.5,0.6420910807996767,0.05377574370709382,negligible,0.894649500767923,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,2 | overweight,2 | obesity,57,54,71.0,71.0,0.7055373634141633,-0.04191033138401559,negligible,0.8979566443452988,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,2 | overweight,2 | low,57,6,71.0,63.5,0.5346617918521983,0.15789473684210525,small,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | obesity,1 | overweight,130,105,70.0,70.0,0.8257316111947504,0.016776556776556775,negligible,0.9213043562289398,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | obesity,1 | low,130,17,70.0,73.0,0.374462305263797,-0.1330316742081448,negligible,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | obesity,2 | normal,130,46,70.0,68.5,0.47597938527521466,0.07090301003344482,negligible,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | obesity,2 | obesity,130,54,70.0,71.0,0.8527997097432679,-0.01752136752136752,negligible,0.9213043562289398,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | obesity,2 | low,130,6,70.0,63.5,0.342487387955862,0.23076923076923078,small,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | overweight,1 | low,105,17,70.0,73.0,0.3845215190470054,-0.13221288515406163,negligible,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | overweight,2 | normal,105,46,70.0,68.5,0.5601026049460576,0.05983436853002071,negligible,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | overweight,2 | obesity,105,54,70.0,71.0,0.7446384803334338,-0.031746031746031744,negligible,0.9065164108407021,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | overweight,2 | low,105,6,70.0,63.5,0.49724369999876417,0.16666666666666666,small,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | low,2 | normal,17,46,73.0,68.5,0.21216259312756358,0.2071611253196931,small,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | low,2 | obesity,17,54,73.0,71.0,0.6709871255759423,0.06971677559912855,negligible,0.894649500767923,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,1 | low,2 | low,17,6,73.0,63.5,0.3438461352143585,0.27450980392156865,small,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,2 | normal,2 | obesity,46,54,68.5,71.0,0.5333830661553419,-0.07286634460547504,negligible,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,2 | normal,2 | low,46,6,68.5,63.5,0.5095989665517933,0.17028985507246377,small,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_mean_hr,2 | obesity,2 | low,54,6,71.0,63.5,0.45921062592243167,0.1882716049382716,small,0.8712707188049784,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | normal,2 | overweight,111,57,159.0,80.0,6.144078752696405e-07,0.4706812075233128,medium,5.734473502516645e-06,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | normal,1 | obesity,111,129,159.0,161.0,0.8557239167050431,-0.013688106711362525,negligible,0.8557239167050431,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | normal,1 | overweight,111,103,159.0,149.0,0.28537990810688374,0.08466719146330796,negligible,0.3613082551040781,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | normal,1 | low,111,17,159.0,143.0,0.4254885952144325,0.12082670906200318,negligible,0.47654722664016436,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | normal,2 | normal,111,42,159.0,120.0,0.010610531047726584,0.26833976833976836,small,0.024757905778028697,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | normal,2 | obesity,111,54,159.0,52.5,3.922412145494844e-06,0.44361027694361027,medium,2.7456885018463906e-05,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | normal,2 | low,111,6,159.0,16.55,0.0009270735677440631,0.8063063063063063,large,0.003244757487104221,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,2 | overweight,1 | obesity,57,129,80.0,161.0,3.594624979184619e-08,-0.5074119407044744,large,1.0064949941716934e-06,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,2 | overweight,1 | overweight,57,103,80.0,149.0,0.00014153744401394476,-0.36399250553568385,medium,0.0007926096864780906,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,2 | overweight,1 | low,57,17,80.0,143.0,0.029396326740636813,-0.3508771929824561,medium,0.06331516528752544,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,2 | overweight,2 | normal,57,42,80.0,120.0,0.1831643461647734,-0.15747702589807852,small,0.2623207891922039,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,2 | overweight,2 | obesity,57,54,80.0,52.5,0.7567479457095776,0.03443794671864847,negligible,0.8149593261487759,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,2 | overweight,2 | low,57,6,80.0,16.55,0.09641262937598394,0.41812865497076024,medium,0.16821434573591834,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | obesity,1 | overweight,129,103,161.0,149.0,0.1509234809030939,0.10988183939188681,negligible,0.2347698591825905,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | obesity,1 | low,129,17,161.0,143.0,0.2967889238354927,0.15640674874601004,small,0.3613082551040781,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | obesity,2 | normal,129,42,161.0,120.0,0.006281912695471711,0.2812846068660022,small,0.01758935554732079,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | obesity,2 | obesity,129,54,161.0,52.5,4.6270010166986577e-07,0.4731553258685042,medium,5.734473502516645e-06,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | obesity,2 | low,129,6,161.0,16.55,0.0003405788455303842,0.8682170542635659,large,0.001362315382121537,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | overweight,1 | low,103,17,149.0,143.0,0.8330970683512438,0.03255282695602513,negligible,0.8557239167050431,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | overweight,2 | normal,103,42,149.0,120.0,0.10213013848252184,0.17360147942672213,small,0.16821434573591834,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | overweight,2 | obesity,103,54,149.0,52.5,0.0002483398315400371,0.3567062207838907,medium,0.0011589192138535065,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | overweight,2 | low,103,6,149.0,16.55,0.0031134946402094662,0.7216828478964401,large,0.00968642776954056,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | low,2 | normal,17,42,143.0,120.0,0.348582370216419,0.15826330532212884,small,0.40667943191915557,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | low,2 | obesity,17,54,143.0,52.5,0.03495566242216482,0.3420479302832244,medium,0.06991132484432964,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,1 | low,2 | low,17,6,143.0,16.55,0.01056476204771005,0.7254901960784313,large,0.024757905778028697,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,2 | normal,2 | obesity,42,54,120.0,52.5,0.18737199228014567,0.15784832451499117,small,0.2623207891922039,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,2 | normal,2 | low,42,6,120.0,16.55,0.057188004201876336,0.4880952380952381,large,0.10675094117683583,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_sdnn,2 | obesity,2 | low,54,6,52.5,16.55,0.20884562498510695,0.31790123456790126,small,0.27846083331347593,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | normal,2 | overweight,112,55,13.850000000000001,11.4,0.0019303402088932194,0.29577922077922075,small,0.027024762924505074,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | normal,1 | obesity,112,130,13.850000000000001,13.649999999999999,0.3781746485079358,0.0657967032967033,negligible,0.7945827053465768,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | normal,1 | overweight,112,103,13.850000000000001,14.8,0.8554641952603135,-0.014476421636615812,negligible,0.958119898691551,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | normal,1 | low,112,17,13.850000000000001,13.9,0.473229030810821,0.10871848739495799,negligible,0.7945827053465768,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | normal,2 | normal,112,45,13.850000000000001,13.5,0.9288494428119403,0.009325396825396825,negligible,1.0,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | normal,2 | obesity,112,54,13.850000000000001,12.149999999999999,0.06848797560401919,0.17493386243386244,small,0.3196105528187562,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | normal,2 | low,112,6,13.850000000000001,15.0,0.5043290243801175,0.1636904761904762,small,0.7945827053465768,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,2 | overweight,1 | obesity,55,130,11.4,13.649999999999999,0.018589196286436037,-0.21930069930069931,small,0.13012437400505228,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,2 | overweight,1 | overweight,55,103,11.4,14.8,0.0016014358684704713,-0.3053839364518976,small,0.027024762924505074,True,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,2 | overweight,1 | low,55,17,11.4,13.9,0.29786979906569,-0.16898395721925133,small,0.7945827053465768,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,2 | overweight,2 | normal,55,45,11.4,13.5,0.013765088216473195,-0.2876767676767677,small,0.12847415668708317,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,2 | overweight,2 | obesity,55,54,11.4,12.149999999999999,0.2874554910039514,-0.11851851851851852,negligible,0.7945827053465768,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,2 | overweight,2 | low,55,6,11.4,15.0,0.5367803583556339,-0.15757575757575756,small,0.7945827053465768,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | obesity,1 | overweight,130,103,13.649999999999999,14.8,0.3234679213857886,-0.07542942494398805,negligible,0.7945827053465768,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | obesity,1 | low,130,17,13.649999999999999,13.9,0.7253426743291087,0.052941176470588235,negligible,0.8767357143717179,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | obesity,2 | normal,130,45,13.649999999999999,13.5,0.6448674287699976,-0.04632478632478632,negligible,0.8749810048992631,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | obesity,2 | obesity,130,54,13.649999999999999,12.149999999999999,0.279161809592703,0.10156695156695157,negligible,0.7945827053465768,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | obesity,2 | low,130,6,13.649999999999999,15.0,0.6639250865834778,0.1064102564102564,negligible,0.8749810048992631,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | overweight,1 | low,103,17,14.8,13.9,0.3448970061633232,0.143917761279269,negligible,0.7945827053465768,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | overweight,2 | normal,103,45,14.8,13.5,0.6874850752779924,0.0418554476806904,negligible,0.8749810048992631,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | overweight,2 | obesity,103,54,14.8,12.149999999999999,0.06384426118569829,0.1805106076950737,small,0.3196105528187562,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | overweight,2 | low,103,6,14.8,15.0,0.42147982033378373,0.19741100323624594,small,0.7945827053465768,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | low,2 | normal,17,45,13.9,13.5,0.4923939041080708,-0.11503267973856209,negligible,0.7945827053465768,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | low,2 | obesity,17,54,13.9,12.149999999999999,0.7514877551757582,0.05228758169934641,negligible,0.8767357143717179,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,1 | low,2 | low,17,6,13.9,15.0,1.0,-0.00980392156862745,negligible,1.0,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,2 | normal,2 | obesity,45,54,13.5,12.149999999999999,0.13167976517285535,0.17695473251028807,small,0.5267190606914214,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,2 | normal,2 | low,45,6,13.5,15.0,0.5391811214851772,0.15925925925925927,small,0.7945827053465768,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_rmssd,2 | obesity,2 | low,54,6,12.149999999999999,15.0,0.9803377241550586,0.009259259259259259,negligible,1.0,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | normal,2 | overweight,114,57,102.0,56.0,0.016604752868877897,0.22514619883040934,small,0.23246654016429058,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | normal,1 | obesity,114,130,102.0,123.5,0.8061242070101136,-0.018286099865047232,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | normal,1 | overweight,114,105,102.0,85.0,0.4745280052615801,0.05605680868838764,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | normal,1 | low,114,17,102.0,90.0,0.6911798977832533,0.06037151702786378,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | normal,2 | normal,114,47,102.0,97.0,0.8176747793701481,0.023329600597237776,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | normal,2 | obesity,114,54,102.0,82.0,0.5488648636878048,0.057504873294346975,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | normal,2 | low,114,6,102.0,186.5,0.7818147460761756,0.06871345029239766,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,2 | overweight,1 | obesity,57,130,56.0,123.5,0.009881952210658648,-0.23738191632928474,small,0.23246654016429058,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,2 | overweight,1 | overweight,57,105,56.0,85.0,0.08038892505603534,-0.166750208855472,small,0.5627224753922474,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,2 | overweight,1 | low,57,17,56.0,90.0,0.3383301265571731,-0.15479876160990713,small,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,2 | overweight,2 | normal,57,47,56.0,97.0,0.0673935825448494,-0.20940649496080627,small,0.5627224753922474,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,2 | overweight,2 | obesity,57,54,56.0,82.0,0.1664711227637693,-0.15269655620532813,small,0.932238287477108,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,2 | overweight,2 | low,57,6,56.0,186.5,0.7697375599009454,-0.07602339181286549,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | obesity,1 | overweight,130,105,123.5,85.0,0.3567245752906949,0.07003663003663003,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | obesity,1 | low,130,17,123.5,90.0,0.610884404978523,0.07647058823529412,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | obesity,2 | normal,130,47,123.5,97.0,0.6430808766672811,0.04582651391162029,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | obesity,2 | obesity,130,54,123.5,82.0,0.4490966990590698,0.07108262108262109,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | obesity,2 | low,130,6,123.5,186.5,0.7747796089207892,0.07051282051282051,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | overweight,1 | low,105,17,85.0,90.0,0.952835734662559,0.009523809523809525,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | overweight,2 | normal,105,47,85.0,97.0,0.7588573152165522,-0.031408308004052685,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | overweight,2 | obesity,105,54,85.0,82.0,0.9956470322616247,0.0007054673721340388,negligible,0.9956470322616247,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | overweight,2 | low,105,6,85.0,186.5,0.8705028304328204,0.04126984126984127,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | low,2 | normal,17,47,90.0,97.0,0.7960630289515092,-0.04380475594493116,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | low,2 | obesity,17,54,90.0,82.0,0.9355575070008499,-0.014161220043572984,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,1 | low,2 | low,17,6,90.0,186.5,0.8610181353924964,-0.058823529411764705,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,2 | normal,2 | obesity,47,54,97.0,82.0,0.7156482276284344,0.0425531914893617,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,2 | normal,2 | low,47,6,97.0,186.5,0.7681415771589886,0.07801418439716312,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_hf,2 | obesity,2 | low,54,6,82.0,186.5,0.9019282938706219,0.033950617283950615,negligible,0.9881259470574686,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,1 | normal,2 | overweight,114,57,136.5,87.0,0.03540538957891981,0.19775315481686673,small,0.13676223913382568,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,1 | normal,1 | obesity,114,130,136.5,139.0,0.382862961781411,-0.06484480431848853,negligible,0.5104839490418813,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,1 | normal,1 | overweight,114,105,136.5,106.0,0.7577257180705094,0.02422723475355054,negligible,0.8486528042389705,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,1 | normal,1 | low,114,17,136.5,122.0,0.9863385004991213,-0.0030959752321981426,negligible,0.9863385004991213,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,1 | normal,2 | normal,114,47,136.5,180.0,0.34020860359911476,-0.09593131765584173,negligible,0.47629204503876066,False,sex__bmi_cat
sex__bmi_cat,t2m_pre_lf,1 | normal,2 | obesity,114,54,136.5,94.0,0.037656837500149226,0.19899285250162443,small,0.13676223913382568,False,sex__bmi_cat
