analysis_level,grouping_variable,value_variable,p_value,p_adj_fdr,significant_fdr,global_effect
double_combination,sex__age_group,t2m_pre_rmssd,0.06485835917821205,0.09080170284949686,False,0.011448709500137884
double_combination,sex__age_group,t2m_pre_hf,0.016063100313476783,0.02811042554858437,True,0.018428169274749537
double_combination,sex__age_group,t2m_pre_lf,0.0005028662725698548,0.001173354635996328,True,0.03472036722788944
double_combination,sex__age_group,t2m_pre_vlf,0.0004072945886817424,0.001173354635996328,True,0.03567345633498673
double_combination,sex__bmi_cat,t2m_pre_mean_rr,0.5557970226953145,0.6484298598112003,False,-0.002177555801112822
double_combination,sex__bmi_cat,t2m_pre_mean_hr,0.8573033008194212,0.8573033008194212,False,-0.007127801474506639
double_combination,sex__bmi_cat,t2m_pre_sdnn,8.212414266721914e-11,5.74868998670534e-10,True,0.1063070581961984
double_combination,sex__bmi_cat,t2m_pre_rmssd,0.045369192971098496,0.07939608769942237,False,0.014290544439449725
double_combination,sex__bmi_cat,t2m_pre_hf,0.36851028514692985,0.5159143992057018,False,0.0011630181505884443
double_combination,sex__bmi_cat,t2m_pre_lf,0.010068740701733147,0.02349372830404401,True,0.021948778278136617
double_combination,sex__bmi_cat,t2m_pre_vlf,0.0019868071986263148,0.006953825195192102,True,0.029918083457200505
double_combination,sex__bp_cat,t2m_pre_mean_rr,0.17898836221146674,0.25058370709605343,False,0.003619143768069416
double_combination,sex__bp_cat,t2m_pre_mean_hr,0.2616975869153138,0.30531385140119943,False,0.0019006454774188925
double_combination,sex__bp_cat,t2m_pre_sdnn,2.1119229601959428e-11,1.47834607213716e-10,True,0.09652786186770701
double_combination,sex__bp_cat,t2m_pre_rmssd,0.060435762788084345,0.1410167798388635,False,0.008476153890420758
double_combination,sex__bp_cat,t2m_pre_hf,0.3369245276781801,0.3369245276781801,False,0.00071875297038397
double_combination,sex__bp_cat,t2m_pre_lf,0.08161425146049685,0.1428249400558695,False,0.007059786356261138
double_combination,sex__bp_cat,t2m_pre_vlf,0.0010182556348685534,0.003563894722039937,True,0.02514818353927654
double_combination,age_group__bmi_cat,t2m_pre_mean_rr,0.14065182133171747,0.19691254986440446,False,0.009771778402706103
double_combination,age_group__bmi_cat,t2m_pre_mean_hr,0.2351764837051422,0.2351764837051422,False,0.005782591264752154
double_combination,age_group__bmi_cat,t2m_pre_sdnn,0.008763350056865286,0.020447816799352335,True,0.028121831539815536
double_combination,age_group__bmi_cat,t2m_pre_rmssd,0.0814651897254108,0.1425640820194689,False,0.013871242591196882
double_combination,age_group__bmi_cat,t2m_pre_hf,0.0024823962692840347,0.008688386942494122,True,0.03459881858715741
double_combination,age_group__bmi_cat,t2m_pre_lf,1.9145752702972403e-05,0.00013402026892080684,True,0.05960984902263793
double_combination,age_group__bmi_cat,t2m_pre_vlf,0.2099731703097267,0.2351764837051422,False,0.00669122506769608
double_combination,age_group__bp_cat,t2m_pre_mean_rr,0.024283185046256872,0.056660765107932706,False,0.016301798715518845
double_combination,age_group__bp_cat,t2m_pre_mean_hr,0.019264874117894463,0.056660765107932706,False,0.01749157837048366
double_combination,age_group__bp_cat,t2m_pre_sdnn,0.43978745904965544,0.49726609266790855,False,-0.0002859231520504855
double_combination,age_group__bp_cat,t2m_pre_rmssd,0.49726609266790855,0.49726609266790855,False,-0.0012226696478798416
double_combination,age_group__bp_cat,t2m_pre_hf,0.047217539684563034,0.08263069444798532,False,0.012902416435933876
double_combination,age_group__bp_cat,t2m_pre_lf,0.0013778634029294487,0.009645043820506141,True,0.029999944098595244
double_combination,age_group__bp_cat,t2m_pre_vlf,0.089041609719489,0.12465825360728461,False,0.009519217745224745
double_combination,bmi_cat__bp_cat,t2m_pre_mean_rr,0.20220971720523828,0.5442697312244483,False,0.00529938250899928
double_combination,bmi_cat__bp_cat,t2m_pre_mean_hr,0.6940672878041956,0.7920091785929178,False,-0.004375857273403647
double_combination,bmi_cat__bp_cat,t2m_pre_sdnn,0.10339655719300014,0.5442697312244483,False,0.00961795762576972
double_combination,bmi_cat__bp_cat,t2m_pre_rmssd,0.47840363056547497,0.7920091785929178,False,-0.0008969373393034351
double_combination,bmi_cat__bp_cat,t2m_pre_hf,0.5864870261643575,0.7920091785929178,False,-0.0026713932110318207
double_combination,bmi_cat__bp_cat,t2m_pre_lf,0.23325845623904926,0.5442697312244483,False,0.0043653997659761365
double_combination,bmi_cat__bp_cat,t2m_pre_vlf,0.7920091785929178,0.7920091785929178,False,-0.005951992068191017
triple_combination,sex__age_group__bmi_cat,t2m_pre_mean_rr,0.18884600629628182,0.22032034067899547,False,0.009220728164122444
triple_combination,sex__age_group__bmi_cat,t2m_pre_mean_hr,0.25372399292478853,0.25372399292478853,False,0.006386172246279325
triple_combination,sex__age_group__bmi_cat,t2m_pre_sdnn,2.7201812993201602e-08,1.9041269095241122e-07,True,0.10597448287858123
triple_combination,sex__age_group__bmi_cat,t2m_pre_rmssd,0.061073931831270946,0.08550350456377932,False,0.01904439647740826
triple_combination,sex__age_group__bmi_cat,t2m_pre_hf,0.03495079459091856,0.06116389053410748,False,0.022931712287599777
triple_combination,sex__age_group__bmi_cat,t2m_pre_lf,0.00023418956447501633,0.0008196634756625572,True,0.054891575895866455
triple_combination,sex__age_group__bmi_cat,t2m_pre_vlf,0.001232494086000723,0.0028758195340016874,True,0.04501183173177316
triple_combination,sex__age_group__bp_cat,t2m_pre_mean_rr,0.24475996670002975,0.31095558748301605,False,0.0052088704864730285
triple_combination,sex__age_group__bp_cat,t2m_pre_mean_hr,0.20310377560903198,0.31095558748301605,False,0.0066965371107003185
triple_combination,sex__age_group__bp_cat,t2m_pre_sdnn,1.3448281406226277e-08,9.413796984358395e-08,True,0.0947166355546918
triple_combination,sex__age_group__bp_cat,t2m_pre_rmssd,0.49860785181776146,0.49860785181776146,False,-0.001291529587412966
triple_combination,sex__age_group__bp_cat,t2m_pre_hf,0.26653336069972805,0.31095558748301605,False,0.004512769556183887
triple_combination,sex__age_group__bp_cat,t2m_pre_lf,0.016622191476690383,0.0387851134456109,True,0.023152880920080488
triple_combination,sex__age_group__bp_cat,t2m_pre_vlf,0.00275916498954891,0.009657077463421185,True,0.03328322020139917
triple_combination,sex__bmi_cat__bp_cat,t2m_pre_mean_rr,0.41808764791193204,0.5853227070767049,False,0.0006880071984652335
triple_combination,sex__bmi_cat__bp_cat,t2m_pre_mean_hr,0.7170778236636495,0.7170778236636495,False,-0.006257804372126455
triple_combination,sex__bmi_cat__bp_cat,t2m_pre_sdnn,1.4091418043868679e-07,9.863992630708075e-07,True,0.08791481540922406
triple_combination,sex__bmi_cat__bp_cat,t2m_pre_rmssd,0.13900710879988598,0.24326244039980047,False,0.010601380748420713
triple_combination,sex__bmi_cat__bp_cat,t2m_pre_hf,0.6159578052124874,0.7170778236636495,False,-0.0039447091117405545
triple_combination,sex__bmi_cat__bp_cat,t2m_pre_lf,0.054463239853792804,0.12708089299218323,False,0.017220631230436562
triple_combination,sex__bmi_cat__bp_cat,t2m_pre_vlf,0.004488852000437053,0.015710982001529688,True,0.0327760602059558
triple_combination,age_group__bmi_cat__bp_cat,t2m_pre_mean_rr,0.03080536541493799,0.08163505190748285,False,0.02390230927742844
triple_combination,age_group__bmi_cat__bp_cat,t2m_pre_mean_hr,0.03498645081749265,0.08163505190748285,False,0.0230205555713045
triple_combination,age_group__bmi_cat__bp_cat,t2m_pre_sdnn,0.11416869392167459,0.1598361714903444,False,0.014022651751842306
triple_combination,age_group__bmi_cat__bp_cat,t2m_pre_rmssd,0.3756469348209893,0.3756469348209893,False,0.002210560235150739
triple_combination,age_group__bmi_cat__bp_cat,t2m_pre_hf,0.0681374510320704,0.11924053930612322,False,0.017908332586077203
triple_combination,age_group__bmi_cat__bp_cat,t2m_pre_lf,0.0058002336634259246,0.040601635643981476,True,0.03534462909327676
triple_combination,age_group__bmi_cat__bp_cat,t2m_pre_vlf,0.22750206467061865,0.26541907544905513,False,0.007465838082586717
