variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,median_1,median_2,median_diff,mean_1,mean_2,n_1,n_2,p_adj_fdr
t2m_pre_mean_hr,1,4,mannwhitneyu,24446.5,9.469300494918193e-53,0.9997137014314929,82.0,64.0,18.0,83.86,63.736196319018404,150,163,1.420395074237729e-51
t2m_pre_mean_hr,1,5,mannwhitneyu,1385.5,7.375783045328979e-06,0.8473333333333334,82.0,60.0,22.0,83.86,63.6,150,10,1.8439457613322446e-05
t2m_pre_mean_hr,2,3,mannwhitneyu,1502.5,0.5662946735434584,-0.08047735618115055,69.0,69.0,0.0,68.48837209302326,71.47368421052632,172,19,0.6067442930822768
t2m_pre_mean_hr,2,4,mannwhitneyu,19560.5,3.783594841227823e-10,0.39538450563561134,69.0,64.0,5.0,68.48837209302326,63.736196319018404,172,163,1.8917974206139112e-09
t2m_pre_mean_hr,2,5,mannwhitneyu,1237.0,0.01994644254743234,0.4383720930232558,69.0,60.0,9.0,68.48837209302326,63.6,172,10,0.03739957977643564
t2m_pre_mean_hr,3,4,mannwhitneyu,2137.0,0.0067228349521457,0.3800452050371327,69.0,64.0,5.0,71.47368421052632,63.736196319018404,19,163,0.014406074897455072
t2m_pre_mean_hr,3,5,mannwhitneyu,137.5,0.05287581828986518,0.4473684210526316,69.0,60.0,9.0,71.47368421052632,63.6,19,10,0.08812636381644197
t2m_pre_mean_hr,4,5,mannwhitneyu,972.5,0.30628148720037784,0.19325153374233128,64.0,60.0,4.0,63.736196319018404,63.6,163,10,0.3828518590004723
t2m_pre_sdnn,0,1,mannwhitneyu,1995.5,2.568357821433585e-09,0.9660098522167487,233.0,87.0,146.0,278.7857142857143,83.4648275862069,14,145,9.631341830375943e-09
t2m_pre_sdnn,0,2,mannwhitneyu,1592.5,0.035830283923098255,0.3382352941176471,233.0,204.0,29.0,278.7857142857143,212.44117647058823,14,170,0.05971713987183043
t2m_pre_sdnn,0,3,mannwhitneyu,126.0,1.0,0.0,233.0,255.5,-22.5,278.7857142857143,224.83888888888887,14,18,1.0
t2m_pre_sdnn,0,4,mannwhitneyu,2227.0,2.322000417533399e-09,0.9638447971781305,233.0,85.0,148.0,278.7857142857143,76.88641975308643,14,162,9.631341830375943e-09
t2m_pre_sdnn,0,5,mannwhitneyu,98.0,0.10727014304585666,0.4,233.0,192.5,40.5,278.7857142857143,192.1,14,10,0.14627746778980455
t2m_pre_sdnn,1,2,mannwhitneyu,989.5,5.863601350338416e-45,-0.9197160243407708,87.0,204.0,-117.0,83.4648275862069,212.44117647058823,145,170,4.397701012753812e-44
t2m_pre_sdnn,1,3,mannwhitneyu,434.5,4.091465662396173e-06,-0.6670498084291188,87.0,255.5,-168.5,83.4648275862069,224.83888888888887,145,18,1.0228664155990432e-05
t2m_pre_sdnn,1,4,mannwhitneyu,11879.5,0.8629809615594771,0.011451681566624095,87.0,85.0,2.0,83.4648275862069,76.88641975308643,145,162,0.9246224588137255
t2m_pre_sdnn,1,5,mannwhitneyu,271.0,0.0009555542496350123,-0.6262068965517241,87.0,192.5,-105.5,83.4648275862069,192.1,145,10,0.001791664218065648
t2m_pre_sdnn,2,3,mannwhitneyu,1097.5,0.04907119784419059,-0.2826797385620915,204.0,255.5,-51.5,212.44117647058823,224.83888888888887,170,18,0.07360679676628588
t2m_pre_sdnn,2,4,mannwhitneyu,26619.5,6.61003220552551e-49,0.9331517792302106,204.0,85.0,119.0,212.44117647058823,76.88641975308643,170,162,9.915048308288266e-48
t2m_pre_sdnn,2,5,mannwhitneyu,995.0,0.36680362869345384,0.17058823529411765,204.0,192.5,11.5,212.44117647058823,192.1,170,10,0.42323495618475443
t2m_pre_sdnn,3,4,mannwhitneyu,2535.5,2.811274245115857e-07,0.7390260631001372,255.5,85.0,170.5,224.83888888888887,76.88641975308643,18,162,8.433822735347572e-07
t2m_pre_sdnn,3,5,mannwhitneyu,115.0,0.24012072719460686,0.2777777777777778,255.5,192.5,63.0,224.83888888888887,192.1,18,10,0.3001509089932586
t2m_pre_sdnn,4,5,mannwhitneyu,281.5,0.0005499223540250393,-0.6524691358024691,85.0,192.5,-107.5,76.88641975308643,192.1,162,10,0.0011784050443393698
t2m_pre_rmssd,0,1,mannwhitneyu,1886.5,6.1814957932382014e-09,0.9743589743589743,18.2,8.0,10.2,26.238461538461536,8.59047619047619,13,147,2.3180609224643254e-08
t2m_pre_rmssd,0,2,mannwhitneyu,1257.0,0.43344143545998826,0.13090418353576247,18.2,18.6,-0.40000000000000213,26.238461538461536,21.05672514619883,13,171,0.5001247332230634
t2m_pre_rmssd,0,3,mannwhitneyu,146.0,0.14292793730588066,0.3212669683257919,18.2,16.4,1.8000000000000007,26.238461538461536,16.7235294117647,13,17,0.19490173268983726
t2m_pre_rmssd,0,4,mannwhitneyu,1939.0,9.251964773569775e-07,0.8189493433395872,18.2,12.5,5.699999999999999,26.238461538461536,12.947560975609754,13,164,2.7755894320709326e-06
t2m_pre_rmssd,0,5,mannwhitneyu,68.0,0.8767568823738052,0.046153846153846156,18.2,21.05,-2.8500000000000014,26.238461538461536,20.440000000000005,13,10,0.8767568823738052
t2m_pre_rmssd,1,2,mannwhitneyu,771.5,3.290922262890809e-47,-0.9386163822254048,8.0,18.6,-10.600000000000001,8.59047619047619,21.05672514619883,147,171,4.936383394336214e-46
t2m_pre_rmssd,1,3,mannwhitneyu,397.0,4.292216473798974e-06,-0.6822729091636655,8.0,16.4,-8.399999999999999,8.59047619047619,16.7235294117647,147,17,1.0730541184497434e-05
t2m_pre_rmssd,1,4,mannwhitneyu,5073.0,1.1691306517485154e-18,-0.5791438526630164,8.0,12.5,-4.5,8.59047619047619,12.947560975609754,147,164,5.845653258742577e-18
t2m_pre_rmssd,1,5,mannwhitneyu,208.0,0.0001537981189177841,-0.7170068027210884,8.0,21.05,-13.05,8.59047619047619,20.440000000000005,147,10,0.0003295673976809659
t2m_pre_rmssd,2,3,mannwhitneyu,1826.5,0.0816889466340838,0.2566219470244238,18.6,16.4,2.200000000000003,21.05672514619883,16.7235294117647,171,17,0.1225334199511257
t2m_pre_rmssd,2,4,mannwhitneyu,23894.0,7.963048882811254e-29,0.704036514049351,18.6,12.5,6.100000000000001,21.05672514619883,12.947560975609754,171,164,5.972286662108441e-28
t2m_pre_rmssd,2,5,mannwhitneyu,789.0,0.6841912712520708,-0.07719298245614035,18.6,21.05,-2.4499999999999993,21.05672514619883,20.440000000000005,171,10,0.7330620763415044
t2m_pre_rmssd,3,4,mannwhitneyu,1943.0,0.00763689745986825,0.3938307030129125,16.4,12.5,3.8999999999999986,16.7235294117647,12.947560975609754,17,164,0.012728162433113751
t2m_pre_rmssd,3,5,mannwhitneyu,63.0,0.28036161578315366,-0.25882352941176473,16.4,21.05,-4.650000000000002,16.7235294117647,20.440000000000005,17,10,0.3504520197289421
t2m_pre_rmssd,4,5,mannwhitneyu,377.0,0.0042141071074966825,-0.5402439024390244,12.5,21.05,-8.55,12.947560975609754,20.440000000000005,164,10,0.007901450826556279
t2m_pre_hf,0,1,mannwhitneyu,2250.0,1.8326797437842798e-10,1.0,5512.0,38.0,5474.0,6420.333333333333,97.09333333333333,15,150,5.49803923135284e-10
t2m_pre_hf,0,2,mannwhitneyu,2580.0,1.416761074528893e-10,1.0,5512.0,190.0,5322.0,6420.333333333333,330.1453488372093,15,172,5.49803923135284e-10
t2m_pre_hf,0,3,mannwhitneyu,285.0,8.42807391197736e-07,1.0,5512.0,1060.0,4452.0,6420.333333333333,1238.1052631578948,15,19,1.40467898532956e-06
t2m_pre_hf,0,4,mannwhitneyu,2460.0,1.5452840484614475e-10,1.0,5512.0,61.0,5451.0,6420.333333333333,180.6158536585366,15,164,5.49803923135284e-10
t2m_pre_hf,0,5,mannwhitneyu,150.0,3.588130594020882e-05,1.0,5512.0,244.5,5267.5,6420.333333333333,698.9,15,10,5.382195891031323e-05
t2m_pre_hf,1,2,mannwhitneyu,4194.0,1.5145909065347952e-25,-0.6748837209302325,38.0,190.0,-152.0,97.09333333333333,330.1453488372093,150,172,2.271886359802193e-24
t2m_pre_hf,1,3,mannwhitneyu,181.0,6.041672229263858e-10,-0.8729824561403509,38.0,1060.0,-1022.0,97.09333333333333,1238.1052631578948,150,19,1.5104180573159644e-09
t2m_pre_hf,1,4,mannwhitneyu,9376.0,0.00027441513964125756,-0.23772357723577237,38.0,61.0,-23.0,97.09333333333333,180.6158536585366,150,164,0.0003580174513382723
t2m_pre_hf,1,5,mannwhitneyu,235.0,0.00028641396107061785,-0.6866666666666666,38.0,244.5,-206.5,97.09333333333333,698.9,150,10,0.0003580174513382723
t2m_pre_hf,2,3,mannwhitneyu,393.5,5.8640897167932235e-08,-0.7591799265605875,190.0,1060.0,-870.0,330.1453488372093,1238.1052631578948,172,19,1.0995168218987295e-07
t2m_pre_hf,2,4,mannwhitneyu,20681.0,1.4780028045327313e-13,0.4663216108905275,190.0,61.0,129.0,330.1453488372093,180.6158536585366,172,164,1.1085021033995485e-12
t2m_pre_hf,2,5,mannwhitneyu,636.0,0.16757443524286653,-0.26046511627906976,190.0,244.5,-54.5,330.1453488372093,698.9,172,10,0.16757443524286653
t2m_pre_hf,3,4,mannwhitneyu,2837.0,4.9362819764027515e-09,0.8209242618741976,1060.0,61.0,999.0,1238.1052631578948,180.6158536585366,19,164,1.057774709229161e-08
t2m_pre_hf,3,5,mannwhitneyu,137.5,0.05393857507788617,0.4473684210526316,1060.0,244.5,815.5,1238.1052631578948,698.9,19,10,0.05779133044059233
t2m_pre_hf,4,5,mannwhitneyu,373.5,0.0039254684525184425,-0.5445121951219513,61.0,244.5,-183.5,180.6158536585366,698.9,164,10,0.004529386675982818
t2m_pre_lf,0,1,mannwhitneyu,2191.0,1.540932998395834e-09,0.9475555555555556,1660.0,65.5,1594.5,2145.5333333333333,174.78,15,150,3.3019992822767874e-09
t2m_pre_lf,0,2,mannwhitneyu,2445.5,9.191831399238348e-09,0.8957364341085271,1660.0,198.5,1461.5,2145.5333333333333,343.3081395348837,15,172,1.7234683873571902e-08
t2m_pre_lf,0,3,mannwhitneyu,40.0,0.000403049488482738,-0.7192982456140351,1660.0,4510.0,-2850.0,2145.5333333333333,5106.1578947368425,15,19,0.0005832887462228836
t2m_pre_lf,0,4,mannwhitneyu,2430.0,4.245777795025067e-10,0.975609756097561,1660.0,84.0,1576.0,2145.5333333333333,135.10365853658536,15,164,1.0614444487562667e-09
t2m_pre_lf,0,5,mannwhitneyu,139.0,0.0004277450805634479,0.8533333333333334,1660.0,122.0,1538.0,2145.5333333333333,345.1,15,10,0.0005832887462228836
t2m_pre_lf,1,2,mannwhitneyu,6273.5,1.8450209374920656e-15,-0.5136821705426357,65.5,198.5,-133.0,174.78,343.3081395348837,150,172,1.3837657031190492e-14
t2m_pre_lf,1,3,mannwhitneyu,82.5,2.3998115094052583e-11,-0.9421052631578948,65.5,4510.0,-4444.5,174.78,5106.1578947368425,150,19,1.1877663420074527e-10
t2m_pre_lf,1,4,mannwhitneyu,11456.5,0.29413271954164755,-0.06857723577235772,65.5,84.0,-18.5,174.78,135.10365853658536,150,164,0.3151421995089081
t2m_pre_lf,1,5,mannwhitneyu,556.5,0.1736367276131071,-0.258,65.5,122.0,-56.5,174.78,345.1,150,10,0.2170459095163839
t2m_pre_lf,2,3,mannwhitneyu,165.0,1.3438040110063182e-10,-0.8990208078335373,198.5,4510.0,-4311.5,343.3081395348837,5106.1578947368425,172,19,4.0314120330189546e-10
t2m_pre_lf,2,4,mannwhitneyu,21729.5,1.0602136872191283e-17,0.5406622234827,198.5,84.0,114.5,343.3081395348837,135.10365853658536,172,164,1.5903205308286925e-16
t2m_pre_lf,2,5,mannwhitneyu,1057.5,0.22383331495532754,0.22965116279069767,198.5,122.0,76.5,343.3081395348837,345.1,172,10,0.2582692095638395
t2m_pre_lf,3,4,mannwhitneyu,3009.5,3.1673769120198736e-11,0.9316431322207959,4510.0,84.0,4426.0,5106.1578947368425,135.10365853658536,19,164,1.1877663420074527e-10
t2m_pre_lf,3,5,mannwhitneyu,183.0,5.9377813685891083e-05,0.9263157894736842,4510.0,122.0,4388.0,5106.1578947368425,345.1,19,10,9.896302280981848e-05
t2m_pre_lf,4,5,mannwhitneyu,666.5,0.32246706794118807,-0.1871951219512195,84.0,122.0,-38.0,135.10365853658536,345.1,164,10,0.32246706794118807
t2m_pre_vlf,0,1,mannwhitneyu,2163.5,3.957108724656433e-09,0.9231111111111111,430.0,17.0,413.0,516.1333333333333,51.06,15,150,1.1871326173969298e-08
t2m_pre_vlf,0,2,mannwhitneyu,2431.5,1.3807706624863624e-08,0.8848837209302326,430.0,44.0,386.0,516.1333333333333,74.97093023255815,15,172,2.958794276756491e-08
t2m_pre_vlf,0,3,mannwhitneyu,44.5,0.000718281844994723,-0.6877192982456141,430.0,1110.0,-680.0,516.1333333333333,1140.6315789473683,15,19,0.0009794752431746224
t2m_pre_vlf,0,4,mannwhitneyu,2336.5,8.459962463418223e-09,0.8995934959349593,430.0,25.5,404.5,516.1333333333333,65.48170731707317,15,164,2.1149906158545556e-08
t2m_pre_vlf,0,5,mannwhitneyu,148.0,5.762034315444045e-05,0.9733333333333334,430.0,26.5,403.5,516.1333333333333,40.2,15,10,8.643051473166068e-05
t2m_pre_vlf,1,2,mannwhitneyu,7711.5,4.771490009561573e-10,-0.4022093023255814,17.0,44.0,-27.0,51.06,74.97093023255815,150,172,1.78930875358559e-09
t2m_pre_vlf,1,3,mannwhitneyu,13.5,2.144162210988487e-12,-0.9905263157894737,17.0,1110.0,-1093.0,51.06,1140.6315789473683,150,19,1.1500320694403008e-11
t2m_pre_vlf,1,4,mannwhitneyu,10128.0,0.006868516828227506,-0.17658536585365853,17.0,25.5,-8.5,51.06,65.48170731707317,150,164,0.008585646035284382
t2m_pre_vlf,1,5,mannwhitneyu,604.0,0.30481310923391847,-0.19466666666666665,17.0,26.5,-9.5,51.06,40.2,150,10,0.32658547417919837
t2m_pre_vlf,2,3,mannwhitneyu,12.5,1.3458170825335017e-12,-0.9923500611995104,44.0,1110.0,-1066.0,74.97093023255815,1140.6315789473683,172,19,1.1500320694403008e-11
t2m_pre_vlf,2,4,mannwhitneyu,18169.0,4.9419706844218125e-06,0.2882161089052751,44.0,25.5,18.5,74.97093023255815,65.48170731707317,172,164,9.266195033290898e-06
t2m_pre_vlf,2,5,mannwhitneyu,1156.5,0.06757234144385331,0.3447674418604651,44.0,26.5,17.5,74.97093023255815,40.2,172,10,0.0779680862813692
t2m_pre_vlf,3,4,mannwhitneyu,3091.5,2.3000641388806018e-12,0.9842747111681643,1110.0,25.5,1084.5,1140.6315789473683,65.48170731707317,19,164,1.1500320694403008e-11
t2m_pre_vlf,3,5,mannwhitneyu,190.0,1.4477505333524312e-05,1.0,1110.0,26.5,1083.5,1140.6315789473683,40.2,19,10,2.4129175555873853e-05
t2m_pre_vlf,4,5,mannwhitneyu,806.5,0.9329867281105245,-0.016463414634146342,25.5,26.5,-1.0,65.48170731707317,40.2,164,10,0.9329867281105245
age,0,1,mannwhitneyu,1228.5,0.5584967777792674,0.092,71.0,70.0,1.0,70.73333333333333,70.18,15,150,0.8235740183881448
age,0,2,mannwhitneyu,1327.5,0.853724943655235,0.029069767441860465,71.0,71.0,0.0,70.73333333333333,70.52325581395348,15,172,0.8672892712948084
age,0,3,mannwhitneyu,150.0,0.8073867940686442,0.05263157894736842,71.0,71.0,0.0,70.73333333333333,70.21052631578948,15,19,0.8672892712948084
age,0,4,mannwhitneyu,1130.0,0.6039542801513061,-0.08130081300813008,71.0,71.0,0.0,70.73333333333333,71.73170731707317,15,164,0.8235740183881448
age,0,5,mannwhitneyu,51.5,0.20010846431350238,-0.31333333333333335,71.0,75.5,-4.5,70.73333333333333,74.1,15,10,0.5002711607837559
age,1,2,mannwhitneyu,12299.0,0.4703680420149403,-0.0465891472868217,70.0,71.0,-1.0,70.18,70.52325581395348,150,172,0.7839467366915672
age,1,3,mannwhitneyu,1391.0,0.8672892712948084,-0.023859649122807018,70.0,71.0,-1.0,70.18,70.21052631578948,150,19,0.8672892712948084
age,1,4,mannwhitneyu,10366.5,0.015984013679598192,-0.1571951219512195,70.0,71.0,-1.0,70.18,71.73170731707317,150,164,0.23976020519397287
age,1,5,mannwhitneyu,504.0,0.08290282554654697,-0.328,70.0,75.5,-5.5,70.18,74.1,150,10,0.33772628633435564
age,2,3,mannwhitneyu,1688.5,0.8129586809154055,0.03335373317013464,71.0,71.0,0.0,70.52325581395348,70.21052631578948,172,19,0.8672892712948084
age,2,4,mannwhitneyu,12533.0,0.07723316353873338,-0.11138684061259217,71.0,71.0,0.0,70.52325581395348,71.73170731707317,172,164,0.33772628633435564
age,2,5,mannwhitneyu,603.0,0.11257542877811853,-0.2988372093023256,71.0,75.5,-4.5,70.52325581395348,74.1,172,10,0.33772628633435564
age,3,4,mannwhitneyu,1332.0,0.3015175785352451,-0.14505776636713735,71.0,71.0,0.0,70.21052631578948,71.73170731707317,19,164,0.6461090968612394
age,3,5,mannwhitneyu,60.0,0.11164906963190029,-0.3684210526315789,71.0,75.5,-4.5,70.21052631578948,74.1,19,10,0.33772628633435564
age,4,5,mannwhitneyu,676.0,0.35280725919259126,-0.17560975609756097,71.0,75.5,-4.5,71.73170731707317,74.1,164,10,0.6615136109861086
weight_kg,0,1,mannwhitneyu,656.5,0.007977435982528737,-0.41644444444444445,65.0,75.55,-10.549999999999997,67.04666666666667,76.82266666666668,15,150,0.11966153973793106
weight_kg,0,2,mannwhitneyu,854.5,0.030431349924777907,-0.3375968992248062,65.0,72.0,-7.0,67.04666666666667,75.34593023255815,15,172,0.2282351244358343
weight_kg,0,3,mannwhitneyu,100.0,0.14518685241513135,-0.2982456140350877,65.0,73.4,-8.400000000000006,67.04666666666667,74.9421052631579,15,19,0.43556055724539405
weight_kg,0,4,mannwhitneyu,864.5,0.05740145562437735,-0.29715447154471547,65.0,71.95,-6.950000000000003,67.04666666666667,74.01951219512195,15,164,0.2588561821325046
weight_kg,0,5,mannwhitneyu,56.0,0.30461343222585835,-0.25333333333333335,65.0,72.6,-7.599999999999994,67.04666666666667,71.92,15,10,0.6628567732913657
weight_kg,1,2,mannwhitneyu,13732.0,0.31830239110153535,0.06449612403100775,75.55,72.0,3.549999999999997,76.82266666666668,75.34593023255815,150,172,0.6628567732913657
weight_kg,1,3,mannwhitneyu,1580.0,0.44190451552757715,0.10877192982456141,75.55,73.4,2.1499999999999915,76.82266666666668,74.9421052631579,150,19,0.6628567732913657
weight_kg,1,4,mannwhitneyu,13761.5,0.06902831523533456,0.11882113821138211,75.55,71.95,3.5999999999999943,76.82266666666668,74.01951219512195,150,164,0.2588561821325046
weight_kg,1,5,mannwhitneyu,876.0,0.37627812118333115,0.168,75.55,72.6,2.950000000000003,76.82266666666668,71.92,150,10,0.6628567732913657
weight_kg,2,3,mannwhitneyu,1677.0,0.8525141447491372,0.02631578947368421,72.0,73.4,-1.4000000000000057,75.34593023255815,74.9421052631579,172,19,0.9022127108087444
weight_kg,2,4,mannwhitneyu,14795.0,0.4378105188956011,0.048993193420306294,72.0,71.95,0.04999999999999716,75.34593023255815,74.01951219512195,172,164,0.6628567732913657
weight_kg,2,5,mannwhitneyu,938.0,0.6321563172140574,0.09069767441860466,72.0,72.6,-0.5999999999999943,75.34593023255815,71.92,172,10,0.8620313416555329
weight_kg,3,4,mannwhitneyu,1593.0,0.874579986176852,0.022464698331193838,73.4,71.95,1.4500000000000028,74.9421052631579,74.01951219512195,19,164,0.9022127108087444
weight_kg,3,5,mannwhitneyu,101.0,0.8007648962689764,0.06315789473684211,73.4,72.6,0.8000000000000114,74.9421052631579,71.92,19,10,0.9022127108087444
weight_kg,4,5,mannwhitneyu,839.5,0.9022127108087444,0.02378048780487805,71.95,72.6,-0.6499999999999915,74.01951219512195,71.92,164,10,0.9022127108087444
height_m_final,0,1,mannwhitneyu,780.0,0.049732286227279876,-0.30666666666666664,1.5,1.57,-0.07000000000000006,1.5173333333333332,1.5785333333333333,15,150,0.6169733071223542
height_m_final,0,2,mannwhitneyu,1012.5,0.16452621523262778,-0.21511627906976744,1.5,1.55,-0.050000000000000044,1.5173333333333332,1.5597093023255812,15,172,0.6169733071223542
height_m_final,0,3,mannwhitneyu,110.5,0.2514838402650166,-0.22456140350877193,1.5,1.6,-0.10000000000000009,1.5173333333333332,1.5578947368421054,15,19,0.6713830876094553
height_m_final,0,4,mannwhitneyu,947.5,0.1401761067744514,-0.22967479674796748,1.5,1.56,-0.06000000000000005,1.5173333333333332,1.5633536585365853,15,164,0.6169733071223542
height_m_final,0,5,mannwhitneyu,58.0,0.35282855940738855,-0.22666666666666666,1.5,1.53,-0.030000000000000027,1.5173333333333332,1.5580000000000003,15,10,0.7560611987301183
height_m_final,1,2,mannwhitneyu,14200.0,0.11684192860008459,0.10077519379844961,1.57,1.55,0.020000000000000018,1.5785333333333333,1.5597093023255812,150,172,0.6169733071223542
height_m_final,1,3,mannwhitneyu,1573.5,0.45842507520119236,0.10421052631578948,1.57,1.6,-0.030000000000000027,1.5785333333333333,1.5578947368421054,150,19,0.8355537694024631
height_m_final,1,4,mannwhitneyu,13186.0,0.26855323504378215,0.07203252032520326,1.57,1.56,0.010000000000000009,1.5785333333333333,1.5633536585365853,150,164,0.6713830876094553
height_m_final,1,5,mannwhitneyu,845.5,0.5013322616414778,0.12733333333333333,1.57,1.53,0.040000000000000036,1.5785333333333333,1.5580000000000003,150,10,0.8355537694024631
height_m_final,2,3,mannwhitneyu,1640.5,0.9788398781504245,0.00397796817625459,1.55,1.6,-0.050000000000000044,1.5597093023255812,1.5578947368421054,172,19,1.0
height_m_final,2,4,mannwhitneyu,13707.0,0.6541650943551014,-0.028148043108338062,1.55,1.56,-0.010000000000000009,1.5597093023255812,1.5633536585365853,172,164,0.9812476415326521
height_m_final,2,5,mannwhitneyu,875.5,0.9256324944724368,0.01802325581395349,1.55,1.53,0.020000000000000018,1.5597093023255812,1.5580000000000003,172,10,1.0
height_m_final,3,4,mannwhitneyu,1538.5,0.9302971694588038,-0.01251604621309371,1.6,1.56,0.040000000000000036,1.5578947368421054,1.5633536585365853,19,164,1.0
height_m_final,3,5,mannwhitneyu,94.5,1.0,-0.005263157894736842,1.6,1.53,0.07000000000000006,1.5578947368421054,1.5580000000000003,19,10,1.0
height_m_final,4,5,mannwhitneyu,872.0,0.7381176141423176,0.06341463414634146,1.56,1.53,0.030000000000000027,1.5633536585365853,1.5580000000000003,164,10,1.0
imc_final,0,1,mannwhitneyu,949.5,0.32122098271481414,-0.156,28.265306122448983,30.09510297384213,-1.829796851393148,29.55537861198256,30.885552745125885,15,150,0.9900729882424121
imc_final,0,2,mannwhitneyu,1103.0,0.3535857078383726,-0.1449612403100775,28.265306122448983,30.242026421843097,-1.9767202993941133,29.55537861198256,31.079791182589208,15,172,0.9900729882424121
imc_final,0,3,mannwhitneyu,124.0,0.5324179915204947,-0.12982456140350876,28.265306122448983,29.4140625,-1.1487563775510168,29.55537861198256,30.95112822734873,15,19,0.9900729882424121
imc_final,0,4,mannwhitneyu,1083.0,0.44566517612275325,-0.11951219512195121,28.265306122448983,29.283125384742426,-1.0178192622934432,29.55537861198256,30.290312667007626,15,164,0.9900729882424121
imc_final,0,5,mannwhitneyu,68.0,0.7184320389103389,-0.09333333333333334,28.265306122448983,30.09978117869707,-1.8344750562480883,29.55537861198256,29.68034282233213,15,10,0.9900729882424121
imc_final,1,2,mannwhitneyu,12868.0,0.9698470266041379,-0.00248062015503876,30.09510297384213,30.242026421843097,-0.14692344800096535,30.885552745125885,31.079791182589208,150,172,0.9900729882424121
