cluster,variable,n,mean,std,median,q1,q3,min,max,iqr
6,bp_pam,61,108.8360655737705,8.619878608498965,108.0,103.66666666666669,114.33333333333331,92.66666666666669,129.66666666666666,10.666666666666629
7,bp_pam,41,91.60975609756098,8.974625476253836,90.66666666666669,86.66666666666667,98.33333333333331,69.33333333333333,109.33333333333331,11.666666666666643
8,bp_pam,51,92.26143790849673,8.046617985351277,92.33333333333331,86.33333333333334,96.83333333333334,69.66666666666667,108.0,10.5
0,bp_pp,37,56.21621621621622,14.62709649766323,56.0,44.0,67.0,27.0,94.0,23.0
1,bp_pp,101,47.86138613861386,10.142021201881109,47.0,40.0,54.0,16.0,74.0,14.0
2,bp_pp,62,43.354838709677416,10.75219653379847,45.5,37.0,51.0,16.0,65.0,14.0
3,bp_pp,58,49.275862068965516,11.234022733983531,48.0,40.0,59.75,30.0,77.0,19.75
4,bp_pp,48,48.645833333333336,13.807937253828817,49.5,35.75,61.0,21.0,70.0,25.25
5,bp_pp,71,70.91549295774648,11.870427214448569,70.0,62.5,79.5,45.0,101.0,17.0
6,bp_pp,61,56.65573770491803,12.352982427874977,57.0,50.0,68.0,25.0,87.0,18.0
7,bp_pp,41,50.048780487804876,9.884207655427407,50.0,44.0,56.0,33.0,70.0,12.0
8,bp_pp,51,51.666666666666664,11.932588431127034,48.0,44.0,59.0,34.0,84.0,15.0
