variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,median_1,median_2,median_diff,mean_1,mean_2,n_1,n_2,p_adj_fdr
t2m_pre_mean_hr,1,3,mannwhitneyu,2477.5,2.5522621901547567e-06,0.6610794502179015,81.0,69.0,12.0,83.0,71.47368421052632,157,19,5.104524380309513e-06
t2m_pre_mean_hr,1,4,mannwhitneyu,25395.0,3.3012698357304707e-49,0.9488143657432276,81.0,64.0,17.0,83.0,63.69879518072289,157,166,3.30126983573047e-48
t2m_pre_mean_hr,2,3,mannwhitneyu,1502.0,0.5648001314665703,-0.08078335373317014,69.0,69.0,0.0,68.48255813953489,71.47368421052632,172,19,0.6275557016295225
t2m_pre_mean_hr,2,4,mannwhitneyu,19957.0,2.4100099023335676e-10,0.39794059960773326,69.0,64.0,5.0,68.48255813953489,63.69879518072289,172,166,8.033366341111892e-10
t2m_pre_mean_hr,3,4,mannwhitneyu,2182.0,0.006171229999480849,0.38363982244768546,69.0,64.0,5.0,71.47368421052632,63.69879518072289,19,166,0.010285383332468083
t2m_pre_sdnn,0,1,mannwhitneyu,2082.5,3.3019747176264642e-09,0.9572368421052632,233.0,89.5,143.5,278.7857142857143,85.93684210526315,14,152,8.25493679406616e-09
t2m_pre_sdnn,0,2,mannwhitneyu,1565.0,0.0505519548380257,0.31512605042016806,233.0,205.5,27.5,278.7857142857143,215.09411764705882,14,170,0.07221707834003672
t2m_pre_sdnn,0,3,mannwhitneyu,126.0,1.0,0.0,233.0,255.5,-22.5,278.7857142857143,224.83888888888887,14,18,1.0
t2m_pre_sdnn,0,4,mannwhitneyu,2265.5,2.469879194921975e-09,0.9614718614718615,233.0,86.0,147.0,278.7857142857143,78.57939393939394,14,165,8.232930649739916e-09
t2m_pre_sdnn,1,2,mannwhitneyu,1198.0,7.15321273679704e-45,-0.9072755417956656,89.5,205.5,-116.0,85.93684210526315,215.09411764705882,152,170,3.5766063683985194e-44
t2m_pre_sdnn,1,3,mannwhitneyu,462.5,4.57124002432114e-06,-0.6619152046783626,89.5,255.5,-166.0,85.93684210526315,224.83888888888887,152,18,7.6187333738685665e-06
t2m_pre_sdnn,1,4,mannwhitneyu,12778.5,0.7703273676254111,0.019019138755980863,89.5,86.0,3.5,85.93684210526315,78.57939393939394,152,165,0.8559192973615679
t2m_pre_sdnn,2,3,mannwhitneyu,1122.5,0.06372768516384908,-0.26633986928104575,205.5,255.5,-50.0,215.09411764705882,224.83888888888887,170,18,0.07965960645481135
t2m_pre_sdnn,2,4,mannwhitneyu,27062.0,5.52254637661651e-49,0.929554367201426,205.5,86.0,119.5,215.09411764705882,78.57939393939394,170,165,5.52254637661651e-48
t2m_pre_sdnn,3,4,mannwhitneyu,2577.5,3.0976511998127e-07,0.7356902356902357,255.5,86.0,169.5,224.83888888888887,78.57939393939394,18,165,6.1953023996254e-07
t2m_pre_rmssd,0,1,mannwhitneyu,1944.5,1.7688977573532186e-08,0.9425574425574426,18.2,8.3,9.899999999999999,26.238461538461536,9.001948051948052,13,154,4.422244393383046e-08
t2m_pre_rmssd,0,2,mannwhitneyu,1240.0,0.4892659413600928,0.11560953666216824,18.2,19.0,-0.8000000000000007,26.238461538461536,21.2327485380117,13,171,0.4892659413600928
t2m_pre_rmssd,0,3,mannwhitneyu,146.0,0.14292793730588066,0.3212669683257919,18.2,16.4,1.8000000000000007,26.238461538461536,16.7235294117647,13,17,0.15880881922875628
t2m_pre_rmssd,0,4,mannwhitneyu,1966.0,1.1526767130550789e-06,0.8111469368954399,18.2,12.5,5.699999999999999,26.238461538461536,13.019161676646709,13,167,2.3053534261101577e-06
t2m_pre_rmssd,1,2,mannwhitneyu,1274.0,6.619606779958809e-45,-0.9032429558745348,8.3,19.0,-10.7,9.001948051948052,21.2327485380117,154,171,6.619606779958809e-44
t2m_pre_rmssd,1,3,mannwhitneyu,461.0,1.2120558773484701e-05,-0.6478227654698243,8.3,16.4,-8.099999999999998,9.001948051948052,16.7235294117647,154,17,2.0200931289141168e-05
t2m_pre_rmssd,1,4,mannwhitneyu,5878.5,4.355868964780535e-17,-0.5428493662026597,8.3,12.5,-4.199999999999999,9.001948051948052,13.019161676646709,154,167,1.4519563215935117e-16
t2m_pre_rmssd,2,3,mannwhitneyu,1843.5,0.06869548625728514,0.26831785345717235,19.0,16.4,2.6000000000000014,21.2327485380117,16.7235294117647,171,17,0.08586935782160642
t2m_pre_rmssd,2,4,mannwhitneyu,24300.0,6.580787741438416e-29,0.7018594390167034,19.0,12.5,6.5,21.2327485380117,13.019161676646709,171,167,3.290393870719208e-28
t2m_pre_rmssd,3,4,mannwhitneyu,1968.0,0.008800192709490931,0.3864036632617119,16.4,12.5,3.8999999999999986,16.7235294117647,13.019161676646709,17,167,0.01257170387070133
t2m_pre_hf,0,1,mannwhitneyu,2355.0,1.674940005077351e-10,1.0,5512.0,40.0,5472.0,6420.333333333333,104.64331210191082,15,157,3.349880010154702e-10
t2m_pre_hf,0,2,mannwhitneyu,2580.0,1.416761074528893e-10,1.0,5512.0,192.0,5320.0,6420.333333333333,356.8779069767442,15,172,3.349880010154702e-10
t2m_pre_hf,0,3,mannwhitneyu,285.0,8.42807391197736e-07,1.0,5512.0,1060.0,4452.0,6420.333333333333,1238.1052631578948,15,19,9.364526568863732e-07
t2m_pre_hf,0,4,mannwhitneyu,2505.0,1.493962577622601e-10,1.0,5512.0,62.0,5450.0,6420.333333333333,180.52095808383234,15,167,3.349880010154702e-10
t2m_pre_hf,1,2,mannwhitneyu,4675.5,1.2821556262964625e-24,-0.6537179677084877,40.0,192.0,-152.0,104.64331210191082,356.8779069767442,157,172,1.2821556262964625e-23
t2m_pre_hf,1,3,mannwhitneyu,193.5,6.157477859681848e-10,-0.8702648340596715,40.0,1060.0,-1020.0,104.64331210191082,1238.1052631578948,157,19,1.0262463099469748e-09
t2m_pre_hf,1,4,mannwhitneyu,10267.0,0.0007440172077726862,-0.21682749151378772,40.0,62.0,-22.0,104.64331210191082,180.52095808383234,157,167,0.0007440172077726862
t2m_pre_hf,2,3,mannwhitneyu,430.5,1.4320825768929866e-07,-0.7365361077111383,192.0,1060.0,-868.0,356.8779069767442,1238.1052631578948,172,19,1.7901032211162331e-07
t2m_pre_hf,2,4,mannwhitneyu,21161.0,4.8401108594249605e-14,0.47340203314301627,192.0,62.0,130.0,356.8779069767442,180.52095808383234,172,167,2.42005542971248e-13
t2m_pre_hf,3,4,mannwhitneyu,2891.0,4.504356486169016e-09,0.8222502363693666,1060.0,62.0,998.0,1238.1052631578948,180.52095808383234,19,167,6.434794980241452e-09
t2m_pre_lf,0,1,mannwhitneyu,2289.0,1.6389690370304072e-09,0.9439490445859873,1660.0,64.0,1596.0,2145.5333333333333,180.171974522293,15,157,2.3413843386148674e-09
t2m_pre_lf,0,2,mannwhitneyu,2441.5,1.0336747481821468e-08,0.8926356589147287,1660.0,198.5,1461.5,2145.5333333333333,348.52906976744185,15,172,1.2920934352276835e-08
t2m_pre_lf,0,3,mannwhitneyu,40.0,0.000403049488482738,-0.7192982456140351,1660.0,4510.0,-2850.0,2145.5333333333333,5106.1578947368425,15,19,0.00044783276498081996
t2m_pre_lf,0,4,mannwhitneyu,2475.0,4.0381672495218627e-10,0.9760479041916168,1660.0,84.0,1576.0,2145.5333333333333,135.5688622754491,15,167,6.730278749203105e-10
t2m_pre_lf,1,2,mannwhitneyu,6464.5,3.1843044192728274e-16,-0.521219078655014,64.0,198.5,-134.5,180.171974522293,348.52906976744185,157,172,1.5921522096364137e-15
t2m_pre_lf,1,3,mannwhitneyu,86.5,2.1378295449347475e-11,-0.942004693261817,64.0,4510.0,-4446.0,180.171974522293,5106.1578947368425,157,19,7.126098483115826e-11
t2m_pre_lf,1,4,mannwhitneyu,12156.0,0.25806506019142483,-0.07273351386399177,64.0,84.0,-20.0,180.171974522293,135.5688622754491,157,167,0.25806506019142483
t2m_pre_lf,2,3,mannwhitneyu,166.0,1.3829681798966393e-10,-0.8984088127294981,198.5,4510.0,-4311.5,348.52906976744185,5106.1578947368425,172,19,2.7659363597932786e-10
t2m_pre_lf,2,4,mannwhitneyu,22181.0,4.441852483253996e-18,0.5444227823422921,198.5,84.0,114.5,348.52906976744185,135.5688622754491,172,167,4.441852483253996e-17
t2m_pre_lf,3,4,mannwhitneyu,3064.5,3.0351411186207976e-11,0.9316104632839584,4510.0,84.0,4426.0,5106.1578947368425,135.5688622754491,19,167,7.587852796551994e-11
t2m_pre_vlf,0,1,mannwhitneyu,2268.5,3.2056208164050762e-09,0.9265392781316348,430.0,18.0,412.0,516.1333333333333,49.961783439490446,15,157,6.4112416328101525e-09
t2m_pre_vlf,0,2,mannwhitneyu,2429.5,1.4632019460729282e-08,0.8833333333333333,430.0,45.5,384.5,516.1333333333333,75.87209302325581,15,172,2.0902884943898975e-08
t2m_pre_vlf,0,3,mannwhitneyu,44.5,0.000718281844994723,-0.6877192982456141,430.0,1110.0,-680.0,516.1333333333333,1140.6315789473683,15,19,0.0007980909388830256
t2m_pre_vlf,0,4,mannwhitneyu,2381.5,7.68463171431282e-09,0.9013972055888223,430.0,25.0,405.0,516.1333333333333,64.67664670658682,15,167,1.2807719523854699e-08
t2m_pre_vlf,1,2,mannwhitneyu,8014.0,1.9053193480487194e-10,-0.4064583024737076,18.0,45.5,-27.5,49.961783439490446,75.87209302325581,157,172,4.763298370121798e-10
t2m_pre_vlf,1,3,mannwhitneyu,13.5,1.836133230774628e-12,-0.9909487093530004,18.0,1110.0,-1092.0,49.961783439490446,1140.6315789473683,157,19,7.1932248705036315e-12
t2m_pre_vlf,1,4,mannwhitneyu,10917.5,0.009281663034064276,-0.16720698729928676,18.0,25.0,-7.0,49.961783439490446,64.67664670658682,157,167,0.009281663034064276
t2m_pre_vlf,2,3,mannwhitneyu,12.5,1.3456389700944419e-12,-0.9923500611995104,45.5,1110.0,-1064.5,75.87209302325581,1140.6315789473683,172,19,7.1932248705036315e-12
t2m_pre_vlf,2,4,mannwhitneyu,18640.0,2.1144826426646436e-06,0.2978693775240217,45.5,25.0,20.5,75.87209302325581,64.67664670658682,172,167,2.6431033033308044e-06
t2m_pre_vlf,3,4,mannwhitneyu,3148.5,2.1579674611510894e-12,0.9845572013867003,1110.0,25.0,1085.0,1140.6315789473683,64.67664670658682,19,167,7.1932248705036315e-12
age,0,1,mannwhitneyu,1268.5,0.6226238777006248,0.07728237791932059,71.0,70.0,1.0,70.73333333333333,70.29936305732484,15,157,0.9485746178452974
age,0,2,mannwhitneyu,1321.5,0.8772432986834304,0.02441860465116279,71.0,71.0,0.0,70.73333333333333,70.59883720930233,15,172,0.9485746178452974
age,0,3,mannwhitneyu,150.0,0.8073867940686442,0.05263157894736842,71.0,71.0,0.0,70.73333333333333,70.21052631578948,15,19,0.9485746178452974
age,0,4,mannwhitneyu,1147.5,0.5923652228079799,-0.08383233532934131,71.0,71.0,0.0,70.73333333333333,71.74850299401197,15,167,0.9485746178452974
age,1,2,mannwhitneyu,12996.0,0.5567940564653995,-0.03747592949192712,70.0,71.0,-1.0,70.29936305732484,70.59883720930233,157,172,0.9485746178452974
age,1,3,mannwhitneyu,1477.5,0.9485746178452974,-0.009386523633925578,70.0,71.0,-1.0,70.29936305732484,70.21052631578948,157,19,0.9485746178452974
age,1,4,mannwhitneyu,11173.0,0.02139396114005149,-0.14771730424501317,70.0,71.0,-1.0,70.29936305732484,71.74850299401197,157,167,0.2139396114005149
age,2,3,mannwhitneyu,1694.0,0.7943218734964774,0.03671970624235006,71.0,71.0,0.0,70.59883720930233,70.21052631578948,172,19,0.9485746178452974
age,2,4,mannwhitneyu,12788.5,0.08080387048364981,-0.10955994986770645,71.0,71.0,0.0,70.59883720930233,71.74850299401197,172,167,0.40401935241824904
age,3,4,mannwhitneyu,1351.0,0.2898883554214776,-0.14843996218090136,71.0,71.0,0.0,70.21052631578948,71.74850299401197,19,167,0.9485746178452974
weight_kg,0,1,mannwhitneyu,700.0,0.009624198301367142,-0.40552016985138006,65.0,75.0,-10.0,67.04666666666667,76.54649681528662,15,157,0.09624198301367141
weight_kg,0,2,mannwhitneyu,851.0,0.029117266777408012,-0.34031007751937986,65.0,71.7,-6.700000000000003,67.04666666666667,75.37848837209302,15,172,0.14558633388704006
weight_kg,0,3,mannwhitneyu,100.0,0.14518685241513135,-0.2982456140350877,65.0,73.4,-8.400000000000006,67.04666666666667,74.9421052631579,15,19,0.2903737048302627
weight_kg,0,4,mannwhitneyu,880.5,0.057321624998621416,-0.2970059880239521,65.0,72.0,-7.0,67.04666666666667,74.00239520958084,15,167,0.19107208332873807
weight_kg,1,2,mannwhitneyu,14228.5,0.39945142218854324,0.05380684343060287,75.0,71.7,3.299999999999997,76.54649681528662,75.37848837209302,157,172,0.6005170341837129
weight_kg,1,3,mannwhitneyu,1640.0,0.48041362734697035,0.09956419711699631,75.0,73.4,1.5999999999999943,76.54649681528662,74.9421052631579,157,19,0.6005170341837129
weight_kg,1,4,mannwhitneyu,14560.0,0.08527961669909577,0.11064495213394866,75.0,72.0,3.0,76.54649681528662,74.00239520958084,157,167,0.2131990417477394
weight_kg,2,3,mannwhitneyu,1677.0,0.8525117580093026,0.02631578947368421,71.7,73.4,-1.7000000000000028,75.37848837209302,74.9421052631579,172,19,0.8784687198107572
weight_kg,2,4,mannwhitneyu,15078.0,0.427652920581332,0.04985378081047208,71.7,72.0,-0.29999999999999716,75.37848837209302,74.00239520958084,172,167,0.6005170341837129
weight_kg,3,4,mannwhitneyu,1621.0,0.8784687198107572,0.021745981720768987,73.4,72.0,1.4000000000000057,74.9421052631579,74.00239520958084,19,167,0.8784687198107572
height_m_final,0,1,mannwhitneyu,818.5,0.05058948009370927,-0.3048832271762208,1.5,1.57,-0.07000000000000006,1.5173333333333332,1.5780891719745223,15,157,0.4053019410106122
height_m_final,0,2,mannwhitneyu,1023.5,0.18183919660954384,-0.2065891472868217,1.5,1.55,-0.050000000000000044,1.5173333333333332,1.5576744186046512,15,172,0.4545979915238596
height_m_final,0,3,mannwhitneyu,110.5,0.2514838402650166,-0.22456140350877193,1.5,1.6,-0.10000000000000009,1.5173333333333332,1.5578947368421054,15,19,0.5029676805300332
height_m_final,0,4,mannwhitneyu,956.0,0.12807743063607413,-0.23672654690618763,1.5,1.57,-0.07000000000000006,1.5173333333333332,1.5649101796407188,15,167,0.42692476878691377
height_m_final,1,2,mannwhitneyu,14997.5,0.08106038820212244,0.11076136868612058,1.57,1.55,0.020000000000000018,1.5780891719745223,1.5576744186046512,157,172,0.4053019410106122
height_m_final,1,3,mannwhitneyu,1646.0,0.4599720783380806,0.10358699296010727,1.57,1.6,-0.030000000000000027,1.5780891719745223,1.5578947368421054,157,19,0.5749650979226008
height_m_final,1,4,mannwhitneyu,13896.0,0.34902151821325,0.05999466036080705,1.57,1.57,0.0,1.5780891719745223,1.5649101796407188,157,167,0.5749650979226008
height_m_final,2,3,mannwhitneyu,1622.5,0.9612093855222926,-0.007037943696450428,1.55,1.6,-0.050000000000000044,1.5576744186046512,1.5578947368421054,172,19,0.9612093855222926
height_m_final,2,4,mannwhitneyu,13663.5,0.4365264392525132,-0.04863528756440607,1.55,1.57,-0.020000000000000018,1.5576744186046512,1.5649101796407188,172,167,0.5749650979226008
height_m_final,3,4,mannwhitneyu,1554.5,0.8866480821088835,-0.02017018594390167,1.6,1.57,0.030000000000000027,1.5578947368421054,1.5649101796407188,19,167,0.9612093855222926
imc_final,0,1,mannwhitneyu,1002.5,0.3436118610146506,-0.14861995753715498,28.265306122448983,30.08639971931056,-1.8210935968615765,29.55537861198256,30.791907495214744,15,157,0.8590296525366264
imc_final,0,2,mannwhitneyu,1087.0,0.3138189160203475,-0.1573643410852713,28.265306122448983,30.308693088509763,-2.0433869660607797,29.55537861198256,31.16162098504161,15,172,0.8590296525366264
imc_final,0,3,mannwhitneyu,124.0,0.5324179915204947,-0.12982456140350876,28.265306122448983,29.4140625,-1.1487563775510168,29.55537861198256,30.95112822734873,15,19,0.882352192212734
imc_final,0,4,mannwhitneyu,1114.0,0.4801449381658087,-0.11057884231536926,28.265306122448983,29.232917436151528,-0.9676113137025446,29.55537861198256,30.232595297071416,15,167,0.882352192212734
imc_final,1,2,mannwhitneyu,13216.5,0.7408517961179166,-0.02114501555325137,30.08639971931056,30.308693088509763,-0.22229336919920328,30.791907495214744,31.16162098504161,157,172,0.9260647451473958
imc_final,1,3,mannwhitneyu,1483.0,0.9695766081778054,-0.005698960777740529,30.08639971931056,29.4140625,0.6723372193105597,30.791907495214744,30.95112822734873,157,19,0.9695766081778054
imc_final,1,4,mannwhitneyu,13933.0,0.3287370816631645,0.06281704107708151,30.08639971931056,29.232917436151528,0.8534822831590319,30.791907495214744,30.232595297071416,157,167,0.8590296525366264
imc_final,2,3,mannwhitneyu,1647.5,0.9546629590191038,0.008261933904528763,30.308693088509763,29.4140625,0.894630588509763,31.16162098504161,30.95112822734873,172,19,0.9695766081778054
imc_final,2,4,mannwhitneyu,15426.0,0.23844652913588915,0.07408438936081325,30.308693088509763,29.232917436151528,1.0757756523582351,31.16162098504161,30.232595297071416,172,167,0.8590296525366264
imc_final,3,4,mannwhitneyu,1698.0,0.6176465345489137,0.07028049164828239,29.4140625,29.232917436151528,0.18114506384847218,30.95112822734873,30.232595297071416,19,167,0.882352192212734
bp_systolic,0,1,mannwhitneyu,975.0,0.2728010329601902,-0.17197452229299362,123.0,130.0,-7.0,124.4,129.0828025477707,15,157,0.45286038346064406
bp_systolic,0,2,mannwhitneyu,977.5,0.12057992203361727,-0.24224806201550386,123.0,129.0,-6.0,124.4,131.70348837209303,15,172,0.45286038346064406
bp_systolic,0,3,mannwhitneyu,95.5,0.1064880486151816,-0.3298245614035088,123.0,128.0,-5.0,124.4,134.26315789473685,15,19,0.45286038346064406
bp_systolic,0,4,mannwhitneyu,1056.5,0.31700226842245083,-0.1564870259481038,123.0,127.0,-4.0,124.4,129.94011976047904,15,167,0.45286038346064406
bp_systolic,1,2,mannwhitneyu,12603.5,0.29726268273990897,-0.06654569693378759,130.0,129.0,1.0,129.0828025477707,131.70348837209303,157,172,0.45286038346064406
bp_systolic,1,3,mannwhitneyu,1308.0,0.3828287315332628,-0.12303050620181026,130.0,128.0,2.0,129.0828025477707,134.26315789473685,157,19,0.4785359144165785
bp_systolic,1,4,mannwhitneyu,13219.0,0.8970529418322633,0.008352721308974407,130.0,127.0,3.0,129.0828025477707,129.94011976047904,157,167,0.8970529418322633
bp_systolic,2,3,mannwhitneyu,1483.5,0.5117157160423538,-0.09210526315789473,129.0,128.0,1.0,131.70348837209303,134.26315789473685,172,19,0.5685730178248375
bp_systolic,2,4,mannwhitneyu,15412.5,0.24432523759136326,0.0731444088567052,129.0,127.0,2.0,131.70348837209303,129.94011976047904,172,167,0.45286038346064406
bp_systolic,3,4,mannwhitneyu,1830.0,0.274288944123697,0.15348250866687677,128.0,127.0,1.0,134.26315789473685,129.94011976047904,19,167,0.45286038346064406
bp_diastolic,0,1,mannwhitneyu,918.0,0.15951692559488972,-0.22038216560509555,76.0,78.0,-2.0,74.06666666666666,78.85350318471338,15,157,0.26586154265814954
bp_diastolic,0,2,mannwhitneyu,994.0,0.14127026522371314,-0.22945736434108527,76.0,78.0,-2.0,74.06666666666666,78.02906976744185,15,172,0.26586154265814954
bp_diastolic,0,3,mannwhitneyu,92.0,0.08233861858934095,-0.3543859649122807,76.0,81.0,-5.0,74.06666666666666,80.84210526315789,15,19,0.20584654647335238
bp_diastolic,0,4,mannwhitneyu,1173.0,0.6858841653597471,-0.06347305389221557,76.0,75.0,1.0,74.06666666666666,75.53892215568862,15,167,0.7620935170663856
bp_diastolic,1,2,mannwhitneyu,13709.5,0.8100358675924331,0.015368093615760628,78.0,78.0,0.0,78.85350318471338,78.02906976744185,157,172,0.8100358675924331
bp_diastolic,1,3,mannwhitneyu,1292.0,0.342419846952823,-0.1337579617834395,78.0,81.0,-3.0,78.85350318471338,80.84210526315789,157,19,0.42802480869102877
bp_diastolic,1,4,mannwhitneyu,15211.0,0.01260963646265913,0.16030359662839924,78.0,75.0,3.0,78.85350318471338,75.53892215568862,157,167,0.06753010411334993
bp_diastolic,2,3,mannwhitneyu,1373.5,0.2551175429847481,-0.1594247246022032,78.0,81.0,-3.0,78.02906976744185,80.84210526315789,172,19,0.3644536328353544
bp_diastolic,2,4,mannwhitneyu,16589.5,0.013506020822669988,0.15509678317783038,78.0,75.0,3.0,78.02906976744185,75.53892215568862,172,167,0.06753010411334993
bp_diastolic,3,4,mannwhitneyu,2031.0,0.04572958091865057,0.28017648912700915,81.0,75.0,6.0,80.84210526315789,75.53892215568862,19,167,0.1524319363955019
bp_pam,0,1,mannwhitneyu,907.0,0.14277961006133985,-0.229723991507431,91.66666666666669,95.0,-3.3333333333333144,90.84444444444445,95.59660297239915,15,157,0.23796601676889975
bp_pam,0,2,mannwhitneyu,973.5,0.11595293078282382,-0.2453488372093023,91.66666666666669,94.5,-2.8333333333333144,90.84444444444445,95.9205426356589,15,172,0.23190586156564763
bp_pam,0,3,mannwhitneyu,94.0,0.09584093181744388,-0.34035087719298246,91.66666666666669,97.0,-5.333333333333314,90.84444444444445,98.64912280701755,15,19,0.23190586156564763
bp_pam,0,4,mannwhitneyu,1103.0,0.4457972620703108,-0.11936127744510978,91.66666666666669,92.66666666666669,-1.0,90.84444444444445,93.67265469061876,15,167,0.4953302911892342
bp_pam,1,2,mannwhitneyu,13301.0,0.8160030238073809,-0.014886683454303067,95.0,94.5,0.5,95.59660297239915,95.9205426356589,157,172,0.8160030238073809
bp_pam,1,3,mannwhitneyu,1316.5,0.4053969019398117,-0.11733154542406973,95.0,97.0,-2.0,95.59660297239915,98.64912280701755,157,19,0.4953302911892342
bp_pam,1,4,mannwhitneyu,14487.0,0.10221326611385352,0.10507647126129906,95.0,92.66666666666669,2.3333333333333144,95.59660297239915,93.67265469061876,157,167,0.23190586156564763
bp_pam,2,3,mannwhitneyu,1442.5,0.403502484538225,-0.11719706242350061,94.5,97.0,-2.5,95.9205426356589,98.64912280701755,172,19,0.4953302911892342
bp_pam,2,4,mannwhitneyu,16190.0,0.04277380470345292,0.12728032307478068,94.5,92.66666666666669,1.8333333333333144,95.9205426356589,93.67265469061876,172,167,0.23190586156564763
bp_pam,3,4,mannwhitneyu,1938.0,0.11440690779972969,0.2215568862275449,97.0,92.66666666666669,4.333333333333314,98.64912280701755,93.67265469061876,19,167,0.23190586156564763
bp_pp,0,1,mannwhitneyu,1213.5,0.8471527132425083,0.030573248407643312,47.0,50.0,-3.0,50.333333333333336,50.22929936305732,15,157,0.9407065496323926
bp_pp,0,2,mannwhitneyu,1100.0,0.34564136000462187,-0.14728682170542637,47.0,51.0,-4.0,50.333333333333336,53.674418604651166,15,172,0.7759653315092179
bp_pp,0,3,mannwhitneyu,121.0,0.46584000258809755,-0.15087719298245614,47.0,51.0,-4.0,50.333333333333336,53.421052631578945,15,19,0.776400004313496
bp_pp,0,4,mannwhitneyu,1036.5,0.2699609630244847,-0.1724550898203593,47.0,53.0,-6.0,50.333333333333336,54.40119760479042,15,167,0.7759653315092179
bp_pp,1,2,mannwhitneyu,11733.0,0.040073761317612186,-0.13101762701821953,50.0,51.0,-1.0,50.22929936305732,53.674418604651166,157,172,0.20036880658806092
bp_pp,1,3,mannwhitneyu,1310.0,0.38798266575460894,-0.1216895742541066,50.0,51.0,-1.0,50.22929936305732,53.421052631578945,157,19,0.7759653315092179
bp_pp,1,4,mannwhitneyu,11240.5,0.026550387419700637,-0.14256836645180976,50.0,53.0,-3.0,50.22929936305732,54.40119760479042,157,167,0.20036880658806092
bp_pp,2,3,mannwhitneyu,1651.5,0.9407065496323926,0.010709914320685434,51.0,51.0,0.0,53.674418604651166,53.421052631578945,172,19,0.9407065496323926
bp_pp,2,4,mannwhitneyu,14096.0,0.7684360681153508,-0.018521097340203314,51.0,53.0,-2.0,53.674418604651166,54.40119760479042,172,167,0.9407065496323926
bp_pp,3,4,mannwhitneyu,1531.0,0.8045454063225731,-0.03498266624645446,51.0,53.0,-2.0,53.421052631578945,54.40119760479042,19,167,0.9407065496323926
