variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,n_total,p_adj_fdr
sex,5,6,chi2,0.09720622119815667,0.7552083916018809,0.0,135,0.792968811181975
age_group,0,1,chi2,16.444999389071178,0.0009189840165358369,0.30855874104129627,142,0.0019298664347252577
age_group,0,2,chi2,5.473962507668814,0.1402042684045294,0.11620257945042921,183,0.17319350802912456
age_group,0,3,chi2,10.02130984728969,0.01838585976930526,0.19459310721848752,186,0.0321752545962842
age_group,0,4,chi2,7.556826013732349,0.05611618608219252,0.18534077903757837,133,0.08417427912328879
age_group,0,5,chi2,2.92711625723674,0.4029994601453172,0.0,158,0.4231494331525831
age_group,0,6,chi2,19.689163798049343,0.00019687296624651735,0.3426169349269612,143,0.0005906188987395521
age_group,1,2,chi2,34.61606150470293,1.4683829456041353e-07,0.447201848340991,159,1.5418020928843422e-06
age_group,1,3,chi2,3.1843360560747014,0.20348397420470032,0.08531850842090305,162,0.22490333991045824
age_group,1,4,chi2,19.2792280431433,0.00023935523402217768,0.3879294953690713,109,0.0006283074893082165
age_group,1,5,chi2,21.75694635899066,7.32851447157241e-05,0.37532391149890815,134,0.0002824913080688232
age_group,1,6,chi2,1.4838976358735023,0.4761850127897349,0.0,119,0.4761850127897349
age_group,2,3,chi2,29.73346664917806,1.5701982199095586e-06,0.36369439613730914,203,1.099138753936691e-05
age_group,2,4,chi2,8.161184210526317,0.04279536154642878,0.18575587575351665,150,0.06913096865192342
age_group,2,5,chi2,6.272327144686301,0.09908701498011821,0.13677721802846948,175,0.13005170716140516
age_group,2,6,chi2,40.774385653258896,7.3008398983023505e-09,0.4873042985503081,160,1.5331763786434937e-07
age_group,3,4,chi2,17.821042028528108,0.00047885491900664825,0.3120596460821332,153,0.001117328144348846
age_group,3,5,chi2,13.716599841818423,0.0033174235053670745,0.24586974900971087,178,0.006333263055700779
age_group,3,6,chi2,3.7640767523261647,0.15227938651152434,0.10398830132820218,163,0.17765928426344507
age_group,4,5,chi2,4.974297302395775,0.08314670916650525,0.15445953304799068,125,0.11640539283310736
age_group,4,6,chi2,21.555342741935483,8.071180230537805e-05,0.41230365788126355,110,0.0002824913080688232
age_group,5,6,chi2,23.926595744680853,2.5877123213113123e-05,0.39498131394011804,135,0.0001358548968688439
bmi_cat,0,1,chi2,3.672821331551166,0.2990297308898949,0.06797879882710177,142,0.3106628777368158
bmi_cat,0,2,chi2,24.220159942707085,2.247091776769585e-05,0.3413315601190429,183,7.864821218693547e-05
bmi_cat,0,3,chi2,16.50522168090323,0.0008931869056128443,0.2700290234997558,186,0.0020841027797633034
bmi_cat,0,4,chi2,13.625245848257897,0.0034622891391818183,0.28341968975371684,133,0.006609824720256199
bmi_cat,0,5,chi2,20.22432575220669,0.00015250699693809087,0.33104655039547337,158,0.00045752099081427264
bmi_cat,0,6,chi2,11.742190284548396,0.008320565021304155,0.24782854210541316,143,0.014560988787282271
bmi_cat,1,2,chi2,13.853240132748608,0.0031118792284999448,0.26186631534104277,159,0.006534946379849884
bmi_cat,1,3,chi2,5.70563527129616,0.12684379437349816,0.12919015298402414,162,0.16648248011521635
bmi_cat,1,4,chi2,5.072162503716919,0.16658867453751197,0.13759037481160527,109,0.20578600972280892
bmi_cat,1,5,chi2,31.598883349950153,6.357840034868268e-07,0.46354260687793314,134,2.6702928146446726e-06
bmi_cat,1,6,chi2,3.578974789468073,0.3106628777368158,0.06849414293190263,119,0.3106628777368158
bmi_cat,2,3,chi2,5.989789597083437,0.11210804145488877,0.12135805426615036,203,0.1569512580368443
bmi_cat,2,4,chi2,4.123140743104446,0.2484704942938419,0.08604104685706451,150,0.2898822433428156
bmi_cat,2,5,chi2,72.78824883232926,1.0790746200554287e-15,0.6332424860493113,175,2.2660567021164002e-14
bmi_cat,2,6,chi2,19.90897655803316,0.00017727694832137713,0.3259314350369175,160,0.000465351989343615
bmi_cat,3,4,chi2,3.6711278955974915,0.29923615932758757,0.06546489861878138,153,0.3106628777368158
bmi_cat,3,5,chi2,65.56903032037567,3.789951178763594e-14,0.5944853818329363,178,3.9794487377017737e-13
bmi_cat,3,6,chi2,6.062287999930776,0.10861879216527727,0.13707449235172894,163,0.1569512580368443
bmi_cat,4,5,chi2,50.0,7.989179244951495e-11,0.6155174965976891,125,5.592425471466047e-10
bmi_cat,4,6,chi2,8.688040357987166,0.033739388253173186,0.22789410660059403,110,0.05450208871666438
bmi_cat,5,6,chi2,43.98393537176027,1.521087513699039e-09,0.5529016312670352,135,7.985709446919955e-09
bp_cat,0,1,chi2,0.238492483667867,0.6252970488319292,0.0,142,0.6565619012735256
bp_cat,0,2,chi2,13.715262768368921,0.00021271872886932742,0.26426501825724574,183,0.0004963437006950973
bp_cat,0,3,chi2,34.81108901625922,3.6329830166320583e-09,0.4274795483520024,186,1.9073160837318306e-08
bp_cat,0,4,chi2,0.019343373493976,0.8893865712512194,0.0,133,0.8893865712512194
bp_cat,0,5,chi2,3.8890143447520122,0.048602939812254504,0.13550476219069849,158,0.06804411573715631
bp_cat,0,6,chi2,4.3713170530141,0.036548732483542276,0.153926122149872,143,0.054823098725313414
bp_cat,1,2,chi2,7.60750071967197,0.005812599380526169,0.2044046006935465,159,0.011096780635549957
bp_cat,1,3,chi2,34.952925098597305,3.377735857899341e-09,0.45919199621245294,162,1.9073160837318306e-08
bp_cat,1,4,chi2,0.5035948618463417,0.4779248155085756,0.0,109,0.5282326908252677
bp_cat,1,5,chi2,5.750375526457512,0.016485132433217167,0.18884542091872447,134,0.028848981758130044
bp_cat,1,6,chi2,1.7370438350332211,0.18751382869747768,0.07857963612675438,119,0.2316347295674724
bp_cat,2,3,chi2,88.04632281553397,6.393940543497265e-21,0.6564361684282709,203,1.3427275141344256e-19
bp_cat,2,4,chi2,13.928786661309763,0.00018986824002728846,0.29449829168925556,150,0.0004963437006950973
bp_cat,2,5,chi2,32.43727934319211,1.231021279902903e-08,0.4250258303012896,175,5.1702893755921926e-08
bp_cat,2,6,chi2,0.7874720357941833,0.3748656225830098,0.0,160,0.4373432263468448
bp_cat,3,4,chi2,22.33900257967332,2.2851792822717584e-06,0.3746344445794208,153,7.998127487951155e-06
bp_cat,3,5,chi2,13.380579960410968,0.00025424310011731084,0.26441840298010405,178,0.0005339105102463528
bp_cat,3,6,chi2,52.146204629100836,5.15183301135701e-13,0.5618640740073284,163,5.409424661924861e-12
bp_cat,4,5,chi2,1.7722800925925926,0.1831001511770415,0.0785075135885251,125,0.2316347295674724
bp_cat,4,6,chi2,4.791620370370367,0.02859851070283111,0.1862907968041816,110,0.04619759421226564
bp_cat,5,6,chi2,14.911524407060117,0.00011267257528475947,0.32212952924929494,135,0.0003380177258542784
