cluster,variable,n,mean,std,median,q1,q3,min,max,iqr
1,bp_systolic,59,122.71186440677967,18.62242886437974,125.0,104.5,135.5,90.0,170.0,31.0
2,bp_systolic,100,118.93,11.752717287349492,120.0,112.0,126.25,80.0,143.0,14.25
3,bp_systolic,103,149.4757281553398,14.959320433995142,147.0,138.0,160.0,116.0,203.0,22.0
4,bp_systolic,50,129.58,10.13196598365182,129.5,122.0,137.0,111.0,152.0,15.0
5,bp_systolic,75,132.4,14.250651952843464,133.0,120.5,142.0,107.0,163.0,21.5
6,bp_systolic,60,123.58333333333333,11.29015120024058,123.5,118.0,130.5,93.0,154.0,12.5
0,bp_diastolic,83,77.13253012048193,9.693813823632699,76.0,71.0,81.5,53.0,98.0,10.5
1,bp_diastolic,59,71.2542372881356,8.56334051065028,72.0,66.0,76.5,53.0,89.0,10.5
2,bp_diastolic,100,74.84,7.9857448752211715,74.0,70.0,80.0,55.0,98.0,10.0
3,bp_diastolic,103,81.79611650485437,11.46893436021161,81.0,74.5,89.0,57.0,115.0,14.5
4,bp_diastolic,50,81.78,6.905454809239504,81.5,77.0,87.75,68.0,93.0,10.75
5,bp_diastolic,75,80.26666666666667,10.41092634626657,81.0,72.0,86.5,52.0,106.0,14.5
6,bp_diastolic,60,73.98333333333333,9.421381500530117,73.0,67.75,81.0,54.0,93.0,13.25
0,bp_pam,83,94.32530120481928,9.875646307087703,92.66666666666669,88.33333333333333,99.83333333333334,69.66666666666667,121.0,11.500000000000014
1,bp_pam,59,88.40677966101696,10.634302156817395,88.66666666666667,79.0,97.66666666666669,66.0,110.66666666666669,18.666666666666686
2,bp_pam,100,89.53666666666666,8.147337807884245,89.5,84.25,95.41666666666666,68.66666666666667,109.33333333333331,11.166666666666657
3,bp_pam,103,104.35598705501617,11.377294796982024,104.0,96.5,111.83333333333334,78.66666666666667,135.66666666666666,15.333333333333343
4,bp_pam,50,97.71333333333334,6.619222334110705,98.33333333333334,93.66666666666666,102.33333333333331,85.0,110.33333333333331,8.666666666666657
5,bp_pam,75,97.64444444444445,10.528002604427812,98.33333333333331,90.5,105.83333333333334,72.33333333333333,123.0,15.333333333333343
6,bp_pam,60,90.51666666666667,8.523242842363807,90.0,85.25,94.58333333333331,69.0,112.66666666666669,9.333333333333314
0,bp_pp,83,51.57831325301205,12.40487756344618,48.0,44.0,59.0,25.0,84.0,15.0
1,bp_pp,59,51.45762711864407,15.20812173432829,52.0,38.0,62.5,21.0,94.0,24.5
2,bp_pp,100,44.09,9.989989939429316,45.5,38.0,51.0,16.0,63.0,13.0
3,bp_pp,103,67.67961165048544,12.156829430755794,67.0,60.0,74.0,40.0,101.0,14.0
4,bp_pp,50,47.8,9.993875675652973,47.5,39.25,57.5,30.0,67.0,18.25
5,bp_pp,75,52.13333333333333,11.445916695879323,50.0,42.0,59.5,35.0,79.0,17.5
6,bp_pp,60,49.6,11.427294117482827,49.0,41.0,55.25,27.0,83.0,14.25
