variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,n_total,p_adj_fdr
sex,5,6,chi2,14.339211049601829,0.00015265197132584675,0.4712792186868971,61,0.0007123758661872849
sex,5,7,chi2,2.617422045206971,0.10569603229388985,0.1661250300487076,59,0.2113920645877797
sex,6,7,chi2,3.691953252467113,0.05467555246757136,0.22052233933263804,56,0.11776272839169215
age_group,0,1,chi2,0.8428722557399024,0.8391874277387908,0.0,82,0.9037403067956209
age_group,0,2,chi2,2.1153561424569833,0.5488123637333435,0.0,62,0.80458688764685
age_group,0,3,chi2,0.2502883789068133,0.9690896291338146,0.0,81,0.9690896291338146
age_group,0,4,chi2,2.0741932189542487,0.5571512681001636,0.0,98,0.80458688764685
age_group,0,5,chi2,3.6010340073529408,0.30789281936645757,0.0924047555281088,66,0.6157856387329151
age_group,0,6,chi2,4.363995943204868,0.22474710846714252,0.14568808846347386,63,0.5658831593663892
age_group,0,7,chi2,5.948253520725648,0.11415512476113193,0.21981275421143032,61,0.3995429366639618
age_group,1,2,chi2,0.9407467532467533,0.8155851853836781,0.0,76,0.9037403067956209
age_group,1,3,chi2,0.9421913225591219,0.8152359533715234,0.0,95,0.9037403067956209
age_group,1,4,chi2,3.2275219298245608,0.3578582979193399,0.042501846990544385,112,0.6680021561161011
age_group,1,5,chi2,1.7036435786435782,0.6361240487114606,0.0,80,0.809612425632768
age_group,1,6,chi2,2.83909841954023,0.417103998628064,0.0,77,0.7299319975991121
age_group,1,7,chi2,9.078889157014155,0.028260193396550542,0.2856820078527609,75,0.1978213537758538
age_group,2,3,chi2,2.4143409781707654,0.4909706373604241,0.0,75,0.80458688764685
age_group,2,4,chi2,2.6732456140350878,0.2627314668486807,0.08460290226773994,92,0.5658831593663892
age_group,2,5,chi2,0.20483193277310952,0.9026539998432,0.0,60,0.9360856294670222
age_group,2,6,chi2,1.10779710591133,0.5747049197477501,0.0,57,0.80458688764685
age_group,2,7,chi2,9.127692743764172,0.010421895265815237,0.36242721309270154,55,0.09727102248094222
age_group,3,4,chi2,1.5537071873378308,0.6699313439547854,0.0,111,0.8155685926406083
age_group,3,5,chi2,4.127738642898217,0.2479969322503834,0.11818369955170324,79,0.5658831593663892
age_group,3,6,chi2,5.048611256681689,0.16827200043361956,0.16366504031591045,76,0.47116160121413475
age_group,3,7,chi2,5.331894336519683,0.14904615294530835,0.1771628923379123,74,0.46369914249651484
age_group,4,5,chi2,4.928571428571429,0.08506958466448701,0.17495385844155203,96,0.34027833865794804
age_group,4,6,chi2,5.50809536637931,0.06366962446039261,0.19467833527407527,93,0.34027833865794804
age_group,4,7,chi2,5.164470223063973,0.07560482980468117,0.1868640617190428,91,0.34027833865794804
age_group,5,6,chi2,0.9659063697318007,0.6169587057020185,0.0,61,0.809612425632768
age_group,5,7,chi2,11.97177441578483,0.002513982303819352,0.4139849769502579,59,0.035195752253470935
age_group,6,7,chi2,13.062115406942995,0.001457463470068588,0.4478107930916212,56,0.035195752253470935
bmi_cat,0,1,chi2,1.5631240881107427,0.6677797824077389,0.0,82,0.7951753398955145
bmi_cat,0,2,chi2,3.643957583033213,0.3025656312322386,0.09875762195306344,62,0.6356870218598683
bmi_cat,0,3,chi2,4.831125113288161,0.18458895661835112,0.14974584347355988,81,0.574276753923759
bmi_cat,0,4,chi2,1.276619061085973,0.7346924568620827,0.0,98,0.800729082378353
bmi_cat,0,5,chi2,1.7712725531389024,0.6212062128142519,0.0,66,0.7951753398955145
bmi_cat,0,6,chi2,1.2395537525354974,0.7435341479227564,0.0,63,0.800729082378353
bmi_cat,0,7,chi2,2.322543832347754,0.5082158699357036,0.0,61,0.7674552115847336
bmi_cat,1,2,chi2,1.5029967159277504,0.6815788627675838,0.0,76,0.7951753398955145
bmi_cat,1,3,chi2,2.2018388673973783,0.5315862625040417,0.0,95,0.7674552115847336
bmi_cat,1,4,chi2,3.522594351220111,0.3178435109299341,0.06682015318894576,112,0.6356870218598683
bmi_cat,1,5,chi2,3.971380471380472,0.26457115166296974,0.10870674592141594,80,0.6173326872135961
bmi_cat,1,6,chi2,5.090810860595344,0.16526702559256398,0.16430445049092515,77,0.574276753923759
bmi_cat,1,7,chi2,6.1941024831649845,0.10253926701017683,0.20645456065974202,75,0.47851657938082526
bmi_cat,2,3,chi2,0.8268466961252583,0.6613822286666744,0.0,75,0.7951753398955145
bmi_cat,2,4,chi2,4.090687957875458,0.25183651595221435,0.10781795141880664,92,0.6173326872135961
bmi_cat,2,5,chi2,4.487602733401053,0.21339876446079448,0.1560730020673921,60,0.5975165404902245
bmi_cat,2,6,chi2,7.133811498737426,0.06775285854780266,0.26997161167393735,57,0.4092978229020654
bmi_cat,2,7,chi2,7.916788243075008,0.047763112807554166,0.3000895035873641,55,0.4092978229020654
bmi_cat,3,4,chi2,5.387962733506437,0.14549538384516023,0.1465011672527652,111,0.574276753923759
bmi_cat,3,5,chi2,6.962925531914895,0.07308889694679739,0.22432546028131264,79,0.4092978229020654
bmi_cat,3,6,chi2,7.946047401830998,0.04714000290473329,0.2557842774193041,76,0.4092978229020654
bmi_cat,3,7,chi2,8.013265038087733,0.045738351370863864,0.2610070686757824,74,0.4092978229020654
bmi_cat,4,5,chi2,0.7716500553709856,0.8562352455806199,0.0,96,0.8879476620836059
bmi_cat,4,6,chi2,2.1184844519704438,0.5481822939890955,0.0,93,0.7674552115847336
bmi_cat,4,7,chi2,2.4571936603942657,0.4830768411788786,0.0,91,0.7674552115847336
bmi_cat,5,6,chi2,2.492171052631579,0.4767076111217933,0.0,61,0.7674552115847336
bmi_cat,5,7,chi2,3.1565165544332197,0.3681172299137836,0.04251238701829247,59,0.6871521625057294
bmi_cat,6,7,chi2,0.32219327056614316,0.9558018902574975,0.0,56,0.9558018902574975
bp_cat,0,1,chi2,0.08927165110193323,0.7651051503347851,0.0,82,1.0
bp_cat,0,2,chi2,1.1443577430972396,0.2847333940443104,0.0458076340333607,62,1.0
bp_cat,0,3,chi2,2.1467335285177893,0.1428735742956573,0.11908037097913092,81,1.0
bp_cat,0,4,chi2,0.19776224501897532,0.656533192790983,0.0,98,1.0
bp_cat,0,5,chi2,0.3385143119747901,0.5606880470671349,0.0,66,1.0
bp_cat,0,6,chi2,1.3497718052738337,0.24531801407308468,0.07336712713467985,63,1.0
bp_cat,0,7,chi2,0.4414624500408812,0.5064174363488341,0.0,61,1.0
bp_cat,1,2,chi2,0.47141140109890156,0.4923385736695125,0.0,76,1.0
bp_cat,1,3,chi2,1.121261036666969,0.2896470821085413,0.03430700873760879,95,1.0
bp_cat,1,4,chi2,0.0,1.0,0.0,112,1.0
bp_cat,1,5,chi2,0.020964360587002195,0.8848760875984801,0.0,80,1.0
bp_cat,1,6,chi2,0.610662258051399,0.4345385672076556,0.0,77,1.0
bp_cat,1,7,chi2,0.06510416666666666,0.7986032455093907,0.0,75,1.0
bp_cat,2,3,chi2,0.0,1.0,0.0,75,1.0
bp_cat,2,4,chi2,0.4182451716318709,0.5178139707458518,0.0,92,1.0
bp_cat,2,5,chi2,0.06192593316396333,0.803477418093827,0.0,60,1.0
bp_cat,2,6,chi2,0.0,1.0,0.0,57,1.0
bp_cat,2,7,chi2,0.006820436507936539,0.9341807860425251,0.0,55,1.0
bp_cat,3,4,chi2,1.0802426048021134,0.2986432899920446,0.02543397450488241,111,1.0
bp_cat,3,5,chi2,0.2657487804824794,0.6061978893555895,0.0,79,1.0
bp_cat,3,6,chi2,0.0,1.0,0.0,76,1.0
bp_cat,3,7,chi2,0.09843564423631616,0.7537150599923439,0.0,74,1.0
bp_cat,4,5,chi2,0.005859375000000001,0.9389842774886342,0.0,96,1.0
bp_cat,4,6,chi2,0.5559436920565177,0.4558992233155009,0.0,93,1.0
bp_cat,4,7,chi2,0.03833825073365715,0.8447654893347607,0.0,91,1.0
bp_cat,5,6,chi2,0.11074827413332132,0.7392938393451824,0.0,61,1.0
bp_cat,5,7,chi2,0.0,1.0,0.0,59,1.0
bp_cat,6,7,chi2,0.02616577889916833,0.8714961161192702,0.0,56,1.0
