group_a,group_b,distance,embedding,grouping
1 | 60-69,1 | 70-79,0.9690334796905518,UMAP_HRV,sex__age_group
1 | <60,2 | 60-69,1.0414807796478271,UMAP_Integrated,sex__age_group
1 | <60,2 | 70-79,0.5762122273445129,UMAP_Integrated,sex__age_group
1 | <60,2 | 80+,1.6848549842834473,UMAP_Integrated,sex__age_group
2 | 60-69,2 | 70-79,0.4712551534175873,UMAP_Integrated,sex__age_group
2 | 60-69,2 | 80+,1.5444307327270508,UMAP_Integrated,sex__age_group
2 | 70-79,2 | 80+,1.5786774158477783,UMAP_Integrated,sex__age_group
1 | low,1 | normal,0.7009191513061523,UMAP_HRV,sex__bmi_cat
1 | low,1 | obesity,0.8009181022644043,UMAP_HRV,sex__bmi_cat
1 | low,1 | overweight,0.15385951101779938,UMAP_HRV,sex__bmi_cat
1 | low,2 | low,7.655904769897461,UMAP_HRV,sex__bmi_cat
1 | low,2 | normal,2.4986612796783447,UMAP_HRV,sex__bmi_cat
1 | low,2 | obesity,3.5674188137054443,UMAP_HRV,sex__bmi_cat
1 | low,2 | overweight,2.9831948280334473,UMAP_HRV,sex__bmi_cat
1 | normal,1 | obesity,0.10404449701309204,UMAP_HRV,sex__bmi_cat
1 | normal,1 | overweight,0.780987560749054,UMAP_HRV,sex__bmi_cat
1 | normal,2 | low,8.356731414794922,UMAP_HRV,sex__bmi_cat
1 | normal,2 | normal,3.1971359252929688,UMAP_HRV,sex__bmi_cat
1 | normal,2 | obesity,4.268285751342773,UMAP_HRV,sex__bmi_cat
1 | normal,2 | overweight,3.6696338653564453,UMAP_HRV,sex__bmi_cat
1 | obesity,1 | overweight,0.8747064471244812,UMAP_HRV,sex__bmi_cat
1 | obesity,2 | low,8.456657409667969,UMAP_HRV,sex__bmi_cat
1 | obesity,2 | normal,3.2986223697662354,UMAP_HRV,sex__bmi_cat
1 | obesity,2 | obesity,4.367462158203125,UMAP_HRV,sex__bmi_cat
1 | obesity,2 | overweight,3.762091636657715,UMAP_HRV,sex__bmi_cat
1 | overweight,2 | low,7.591783046722412,UMAP_HRV,sex__bmi_cat
1 | overweight,2 | normal,2.4484801292419434,UMAP_HRV,sex__bmi_cat
1 | overweight,2 | obesity,3.5005135536193848,UMAP_HRV,sex__bmi_cat
1 | overweight,2 | overweight,2.8886613845825195,UMAP_HRV,sex__bmi_cat
2 | low,2 | normal,5.1683783531188965,UMAP_HRV,sex__bmi_cat
2 | low,2 | obesity,4.091562271118164,UMAP_HRV,sex__bmi_cat
2 | low,2 | overweight,4.814314842224121,UMAP_HRV,sex__bmi_cat
2 | normal,2 | obesity,1.1162056922912598,UMAP_HRV,sex__bmi_cat
2 | normal,2 | overweight,0.9973581433296204,UMAP_HRV,sex__bmi_cat
2 | obesity,2 | overweight,0.9062616229057312,UMAP_HRV,sex__bmi_cat
1 | low,1 | normal,0.5588817000389099,UMAP_Integrated,sex__bmi_cat
1 | low,1 | obesity,1.4182326793670654,UMAP_Integrated,sex__bmi_cat
1 | low,1 | overweight,0.8185331225395203,UMAP_Integrated,sex__bmi_cat
1 | low,2 | low,2.4532105922698975,UMAP_Integrated,sex__bmi_cat
1 | low,2 | normal,0.7862735390663147,UMAP_Integrated,sex__bmi_cat
1 | low,2 | obesity,1.5842890739440918,UMAP_Integrated,sex__bmi_cat
1 | low,2 | overweight,1.3403209447860718,UMAP_Integrated,sex__bmi_cat
1 | normal,1 | obesity,1.5290545225143433,UMAP_Integrated,sex__bmi_cat
1 | normal,1 | overweight,0.425489604473114,UMAP_Integrated,sex__bmi_cat
1 | normal,2 | low,2.059373617172241,UMAP_Integrated,sex__bmi_cat
1 | normal,2 | normal,0.2315250188112259,UMAP_Integrated,sex__bmi_cat
1 | normal,2 | obesity,1.080768346786499,UMAP_Integrated,sex__bmi_cat
1 | normal,2 | overweight,0.8082428574562073,UMAP_Integrated,sex__bmi_cat
1 | obesity,1 | overweight,1.2566399574279785,UMAP_Integrated,sex__bmi_cat
1 | obesity,2 | low,3.54726243019104,UMAP_Integrated,sex__bmi_cat
1 | obesity,2 | normal,1.6721514463424683,UMAP_Integrated,sex__bmi_cat
1 | obesity,2 | obesity,1.7191722393035889,UMAP_Integrated,sex__bmi_cat
1 | obesity,2 | overweight,2.177457094192505,UMAP_Integrated,sex__bmi_cat
1 | overweight,2 | low,2.294144630432129,UMAP_Integrated,sex__bmi_cat
1 | overweight,2 | normal,0.45179682970046997,UMAP_Integrated,sex__bmi_cat
1 | overweight,2 | obesity,0.7818663716316223,UMAP_Integrated,sex__bmi_cat
1 | overweight,2 | overweight,0.9220550656318665,UMAP_Integrated,sex__bmi_cat
2 | low,2 | normal,1.8812296390533447,UMAP_Integrated,sex__bmi_cat
2 | low,2 | obesity,2.188854694366455,UMAP_Integrated,sex__bmi_cat
2 | low,2 | overweight,1.3919810056686401,UMAP_Integrated,sex__bmi_cat
2 | normal,2 | obesity,0.9296630024909973,UMAP_Integrated,sex__bmi_cat
2 | normal,2 | overweight,0.5818595290184021,UMAP_Integrated,sex__bmi_cat
2 | obesity,2 | overweight,0.9004828929901123,UMAP_Integrated,sex__bmi_cat
1 | high,1 | normal,0.3048284947872162,UMAP_HRV,sex__bp_cat
1 | high,2 | high,2.7991902828216553,UMAP_HRV,sex__bp_cat
1 | high,2 | normal,3.797837734222412,UMAP_HRV,sex__bp_cat
1 | normal,2 | high,3.0872609615325928,UMAP_HRV,sex__bp_cat
1 | normal,2 | normal,4.092852592468262,UMAP_HRV,sex__bp_cat
2 | high,2 | normal,1.0373730659484863,UMAP_HRV,sex__bp_cat
1 | high,1 | normal,1.8804044723510742,UMAP_Integrated,sex__bp_cat
1 | high,2 | high,0.5080181360244751,UMAP_Integrated,sex__bp_cat
1 | high,2 | normal,1.8699136972427368,UMAP_Integrated,sex__bp_cat
1 | normal,2 | high,1.9588704109191895,UMAP_Integrated,sex__bp_cat
1 | normal,2 | normal,1.2975918054580688,UMAP_Integrated,sex__bp_cat
2 | high,2 | normal,1.5981694459915161,UMAP_Integrated,sex__bp_cat
60-69 | low,60-69 | normal,0.7557840347290039,UMAP_HRV,age_group__bmi_cat
60-69 | low,60-69 | obesity,0.673511266708374,UMAP_HRV,age_group__bmi_cat
60-69 | low,60-69 | overweight,1.4845713376998901,UMAP_HRV,age_group__bmi_cat
60-69 | low,70-79 | low,3.1183738708496094,UMAP_HRV,age_group__bmi_cat
60-69 | low,70-79 | normal,0.9665352702140808,UMAP_HRV,age_group__bmi_cat
60-69 | low,70-79 | obesity,1.3408877849578857,UMAP_HRV,age_group__bmi_cat
60-69 | low,70-79 | overweight,1.6781646013259888,UMAP_HRV,age_group__bmi_cat
60-69 | low,80+ | normal,2.171180486679077,UMAP_HRV,age_group__bmi_cat
60-69 | low,80+ | obesity,1.0739057064056396,UMAP_HRV,age_group__bmi_cat
60-69 | low,80+ | overweight,1.6428372859954834,UMAP_HRV,age_group__bmi_cat
60-69 | low,<60 | normal,4.953149795532227,UMAP_HRV,age_group__bmi_cat
60-69 | normal,60-69 | obesity,0.2866273820400238,UMAP_HRV,age_group__bmi_cat
60-69 | normal,60-69 | overweight,0.9790327548980713,UMAP_HRV,age_group__bmi_cat
60-69 | normal,70-79 | low,2.937206983566284,UMAP_HRV,age_group__bmi_cat
60-69 | normal,70-79 | normal,0.5192288756370544,UMAP_HRV,age_group__bmi_cat
60-69 | normal,70-79 | obesity,0.661514937877655,UMAP_HRV,age_group__bmi_cat
60-69 | normal,70-79 | overweight,1.3324846029281616,UMAP_HRV,age_group__bmi_cat
60-69 | normal,80+ | normal,1.5573633909225464,UMAP_HRV,age_group__bmi_cat
60-69 | normal,80+ | obesity,1.1218042373657227,UMAP_HRV,age_group__bmi_cat
60-69 | normal,80+ | overweight,0.9530379772186279,UMAP_HRV,age_group__bmi_cat
60-69 | normal,<60 | normal,5.070888519287109,UMAP_HRV,age_group__bmi_cat
60-69 | obesity,60-69 | overweight,0.8457014560699463,UMAP_HRV,age_group__bmi_cat
60-69 | obesity,70-79 | low,2.7051172256469727,UMAP_HRV,age_group__bmi_cat
60-69 | obesity,70-79 | normal,0.7939361333847046,UMAP_HRV,age_group__bmi_cat
60-69 | obesity,70-79 | obesity,0.6716319918632507,UMAP_HRV,age_group__bmi_cat
60-69 | obesity,70-79 | overweight,1.1316392421722412,UMAP_HRV,age_group__bmi_cat
60-69 | obesity,80+ | normal,1.5053269863128662,UMAP_HRV,age_group__bmi_cat
60-69 | obesity,80+ | obesity,0.8360888361930847,UMAP_HRV,age_group__bmi_cat
60-69 | obesity,80+ | overweight,1.2090363502502441,UMAP_HRV,age_group__bmi_cat
60-69 | obesity,<60 | normal,4.793593406677246,UMAP_HRV,age_group__bmi_cat
60-69 | overweight,70-79 | low,2.0473685264587402,UMAP_HRV,age_group__bmi_cat
60-69 | overweight,70-79 | normal,1.439304232597351,UMAP_HRV,age_group__bmi_cat
60-69 | overweight,70-79 | obesity,0.4714529812335968,UMAP_HRV,age_group__bmi_cat
60-69 | overweight,70-79 | overweight,0.44535234570503235,UMAP_HRV,age_group__bmi_cat
60-69 | overweight,80+ | normal,0.716778576374054,UMAP_HRV,age_group__bmi_cat
60-69 | overweight,80+ | obesity,0.9072403311729431,UMAP_HRV,age_group__bmi_cat
60-69 | overweight,80+ | overweight,1.4253242015838623,UMAP_HRV,age_group__bmi_cat
60-69 | overweight,<60 | normal,4.37048864364624,UMAP_HRV,age_group__bmi_cat
70-79 | low,70-79 | normal,3.4439773559570312,UMAP_HRV,age_group__bmi_cat
70-79 | low,70-79 | obesity,2.516331911087036,UMAP_HRV,age_group__bmi_cat
70-79 | low,70-79 | overweight,1.6211844682693481,UMAP_HRV,age_group__bmi_cat
70-79 | low,80+ | normal,2.0122644901275635,UMAP_HRV,age_group__bmi_cat
70-79 | low,80+ | obesity,2.048541307449341,UMAP_HRV,age_group__bmi_cat
70-79 | low,80+ | overweight,3.4545559883117676,UMAP_HRV,age_group__bmi_cat
70-79 | low,<60 | normal,2.520116090774536,UMAP_HRV,age_group__bmi_cat
70-79 | normal,70-79 | obesity,1.0303184986114502,UMAP_HRV,age_group__bmi_cat
70-79 | normal,70-79 | overweight,1.8283286094665527,UMAP_HRV,age_group__bmi_cat
70-79 | normal,80+ | normal,1.9112306833267212,UMAP_HRV,age_group__bmi_cat
70-79 | normal,80+ | obesity,1.6260381937026978,UMAP_HRV,age_group__bmi_cat
70-79 | normal,80+ | overweight,0.7449933290481567,UMAP_HRV,age_group__bmi_cat
70-79 | normal,<60 | normal,5.5872039794921875,UMAP_HRV,age_group__bmi_cat
70-79 | obesity,70-79 | overweight,0.9143311381340027,UMAP_HRV,age_group__bmi_cat
70-79 | obesity,80+ | normal,0.9006850123405457,UMAP_HRV,age_group__bmi_cat
70-79 | obesity,80+ | obesity,1.1521693468093872,UMAP_HRV,age_group__bmi_cat
70-79 | obesity,80+ | overweight,0.956965982913971,UMAP_HRV,age_group__bmi_cat
70-79 | obesity,<60 | normal,4.832225799560547,UMAP_HRV,age_group__bmi_cat
70-79 | overweight,80+ | normal,0.8572015166282654,UMAP_HRV,age_group__bmi_cat
70-79 | overweight,80+ | obesity,0.8037536144256592,UMAP_HRV,age_group__bmi_cat
70-79 | overweight,80+ | overweight,1.8701967000961304,UMAP_HRV,age_group__bmi_cat
70-79 | overweight,<60 | normal,3.9262471199035645,UMAP_HRV,age_group__bmi_cat
80+ | normal,80+ | obesity,1.584081768989563,UMAP_HRV,age_group__bmi_cat
80+ | normal,80+ | overweight,1.6066638231277466,UMAP_HRV,age_group__bmi_cat
80+ | normal,<60 | normal,4.500665664672852,UMAP_HRV,age_group__bmi_cat
80+ | obesity,80+ | overweight,1.983092188835144,UMAP_HRV,age_group__bmi_cat
80+ | obesity,<60 | normal,3.97222900390625,UMAP_HRV,age_group__bmi_cat
80+ | overweight,<60 | normal,5.788060188293457,UMAP_HRV,age_group__bmi_cat
60-69 | low,60-69 | normal,1.2718391418457031,UMAP_Integrated,age_group__bmi_cat
60-69 | low,60-69 | obesity,1.9719551801681519,UMAP_Integrated,age_group__bmi_cat
60-69 | low,60-69 | overweight,1.5676825046539307,UMAP_Integrated,age_group__bmi_cat
60-69 | low,70-79 | low,1.515075922012329,UMAP_Integrated,age_group__bmi_cat
60-69 | low,70-79 | normal,0.9895880818367004,UMAP_Integrated,age_group__bmi_cat
60-69 | low,70-79 | obesity,1.6160486936569214,UMAP_Integrated,age_group__bmi_cat
60-69 | low,70-79 | overweight,1.4925347566604614,UMAP_Integrated,age_group__bmi_cat
60-69 | low,80+ | normal,1.8539634943008423,UMAP_Integrated,age_group__bmi_cat
60-69 | low,80+ | obesity,1.796903133392334,UMAP_Integrated,age_group__bmi_cat
60-69 | low,80+ | overweight,1.5933475494384766,UMAP_Integrated,age_group__bmi_cat
60-69 | low,<60 | normal,2.6402335166931152,UMAP_Integrated,age_group__bmi_cat
60-69 | normal,60-69 | obesity,1.4275373220443726,UMAP_Integrated,age_group__bmi_cat
60-69 | normal,60-69 | overweight,0.33634161949157715,UMAP_Integrated,age_group__bmi_cat
60-69 | normal,70-79 | low,0.7825608849525452,UMAP_Integrated,age_group__bmi_cat
60-69 | normal,70-79 | normal,0.3095093071460724,UMAP_Integrated,age_group__bmi_cat
60-69 | normal,70-79 | obesity,0.611429750919342,UMAP_Integrated,age_group__bmi_cat
60-69 | normal,70-79 | overweight,0.3251033425331116,UMAP_Integrated,age_group__bmi_cat
60-69 | normal,80+ | normal,1.632670521736145,UMAP_Integrated,age_group__bmi_cat
60-69 | normal,80+ | obesity,0.7072174549102783,UMAP_Integrated,age_group__bmi_cat
60-69 | normal,80+ | overweight,1.2746070623397827,UMAP_Integrated,age_group__bmi_cat
60-69 | normal,<60 | normal,2.0525217056274414,UMAP_Integrated,age_group__bmi_cat
60-69 | obesity,60-69 | overweight,1.2622462511062622,UMAP_Integrated,age_group__bmi_cat
60-69 | obesity,70-79 | low,2.2077131271362305,UMAP_Integrated,age_group__bmi_cat
60-69 | obesity,70-79 | normal,1.366706371307373,UMAP_Integrated,age_group__bmi_cat
60-69 | obesity,70-79 | obesity,0.8771742582321167,UMAP_Integrated,age_group__bmi_cat
60-69 | obesity,70-79 | overweight,1.685595154762268,UMAP_Integrated,age_group__bmi_cat
60-69 | obesity,80+ | normal,3.05265212059021,UMAP_Integrated,age_group__bmi_cat
60-69 | obesity,80+ | obesity,2.0106260776519775,UMAP_Integrated,age_group__bmi_cat
60-69 | obesity,80+ | overweight,2.6941170692443848,UMAP_Integrated,age_group__bmi_cat
60-69 | obesity,<60 | normal,3.446057081222534,UMAP_Integrated,age_group__bmi_cat
60-69 | overweight,70-79 | low,0.9941096305847168,UMAP_Integrated,age_group__bmi_cat
60-69 | overweight,70-79 | normal,0.5780944228172302,UMAP_Integrated,age_group__bmi_cat
60-69 | overweight,70-79 | obesity,0.38564324378967285,UMAP_Integrated,age_group__bmi_cat
60-69 | overweight,70-79 | overweight,0.44369828701019287,UMAP_Integrated,age_group__bmi_cat
60-69 | overweight,80+ | normal,1.880380392074585,UMAP_Integrated,age_group__bmi_cat
60-69 | overweight,80+ | obesity,0.7489364743232727,UMAP_Integrated,age_group__bmi_cat
60-69 | overweight,80+ | overweight,1.5287799835205078,UMAP_Integrated,age_group__bmi_cat
60-69 | overweight,<60 | normal,2.1863698959350586,UMAP_Integrated,age_group__bmi_cat
70-79 | low,70-79 | normal,0.9476388096809387,UMAP_Integrated,age_group__bmi_cat
70-79 | low,70-79 | obesity,1.360443115234375,UMAP_Integrated,age_group__bmi_cat
70-79 | low,70-79 | overweight,0.5521629452705383,UMAP_Integrated,age_group__bmi_cat
70-79 | low,80+ | normal,0.8914849162101746,UMAP_Integrated,age_group__bmi_cat
70-79 | low,80+ | obesity,0.4690825641155243,UMAP_Integrated,age_group__bmi_cat
70-79 | low,80+ | overweight,0.5521963238716125,UMAP_Integrated,age_group__bmi_cat
70-79 | low,<60 | normal,1.2918930053710938,UMAP_Integrated,age_group__bmi_cat
70-79 | normal,70-79 | obesity,0.6963751316070557,UMAP_Integrated,age_group__bmi_cat
70-79 | normal,70-79 | overweight,0.6112046241760254,UMAP_Integrated,age_group__bmi_cat
70-79 | normal,80+ | normal,1.7108511924743652,UMAP_Integrated,age_group__bmi_cat
70-79 | normal,80+ | obesity,0.9861528873443604,UMAP_Integrated,age_group__bmi_cat
70-79 | normal,80+ | overweight,1.356148600578308,UMAP_Integrated,age_group__bmi_cat
70-79 | normal,<60 | normal,2.239525318145752,UMAP_Integrated,age_group__bmi_cat
70-79 | obesity,70-79 | overweight,0.8196067810058594,UMAP_Integrated,age_group__bmi_cat
70-79 | obesity,80+ | normal,2.2347640991210938,UMAP_Integrated,age_group__bmi_cat
70-79 | obesity,80+ | obesity,1.1334543228149414,UMAP_Integrated,age_group__bmi_cat
70-79 | obesity,80+ | overweight,1.8784706592559814,UMAP_Integrated,age_group__bmi_cat
70-79 | obesity,<60 | normal,2.571816921234131,UMAP_Integrated,age_group__bmi_cat
70-79 | overweight,80+ | normal,1.4420827627182007,UMAP_Integrated,age_group__bmi_cat
70-79 | overweight,80+ | obesity,0.3821428716182709,UMAP_Integrated,age_group__bmi_cat
70-79 | overweight,80+ | overweight,1.094935655593872,UMAP_Integrated,age_group__bmi_cat
70-79 | overweight,<60 | normal,1.7631504535675049,UMAP_Integrated,age_group__bmi_cat
80+ | normal,80+ | obesity,1.2954822778701782,UMAP_Integrated,age_group__bmi_cat
80+ | normal,80+ | overweight,0.3585972189903259,UMAP_Integrated,age_group__bmi_cat
80+ | normal,<60 | normal,0.8794781565666199,UMAP_Integrated,age_group__bmi_cat
80+ | obesity,80+ | overweight,0.9911166429519653,UMAP_Integrated,age_group__bmi_cat
80+ | obesity,<60 | normal,1.4468168020248413,UMAP_Integrated,age_group__bmi_cat
80+ | overweight,<60 | normal,1.0493298768997192,UMAP_Integrated,age_group__bmi_cat
60-69 | high,60-69 | normal,0.6279232501983643,UMAP_HRV,age_group__bp_cat
60-69 | high,70-79 | high,0.5464942455291748,UMAP_HRV,age_group__bp_cat
60-69 | high,70-79 | normal,0.5340285897254944,UMAP_HRV,age_group__bp_cat
60-69 | high,80+ | high,2.766324281692505,UMAP_HRV,age_group__bp_cat
60-69 | high,80+ | normal,1.2997363805770874,UMAP_HRV,age_group__bp_cat
60-69 | high,<60 | normal,2.0045673847198486,UMAP_HRV,age_group__bp_cat
60-69 | normal,70-79 | high,0.3667197525501251,UMAP_HRV,age_group__bp_cat
60-69 | normal,70-79 | normal,0.44294145703315735,UMAP_HRV,age_group__bp_cat
60-69 | normal,80+ | high,2.226708173751831,UMAP_HRV,age_group__bp_cat
60-69 | normal,80+ | normal,1.9275548458099365,UMAP_HRV,age_group__bp_cat
60-69 | normal,<60 | normal,1.4573159217834473,UMAP_HRV,age_group__bp_cat
70-79 | high,70-79 | normal,0.07969682663679123,UMAP_HRV,age_group__bp_cat
70-79 | high,80+ | high,2.226940155029297,UMAP_HRV,age_group__bp_cat
70-79 | high,80+ | normal,1.7678449153900146,UMAP_HRV,age_group__bp_cat
70-79 | high,<60 | normal,1.4716463088989258,UMAP_HRV,age_group__bp_cat
70-79 | normal,80+ | high,2.25986909866333,UMAP_HRV,age_group__bp_cat
70-79 | normal,80+ | normal,1.718482494354248,UMAP_HRV,age_group__bp_cat
70-79 | normal,<60 | normal,1.510849952697754,UMAP_HRV,age_group__bp_cat
80+ | high,80+ | normal,3.9572927951812744,UMAP_HRV,age_group__bp_cat
80+ | high,<60 | normal,0.7694420218467712,UMAP_HRV,age_group__bp_cat
80+ | normal,<60 | normal,3.224248170852661,UMAP_HRV,age_group__bp_cat
60-69 | high,60-69 | normal,1.9832284450531006,UMAP_Integrated,age_group__bp_cat
60-69 | high,70-79 | high,0.7193941473960876,UMAP_Integrated,age_group__bp_cat
60-69 | high,70-79 | normal,2.150289297103882,UMAP_Integrated,age_group__bp_cat
60-69 | high,80+ | high,2.6142971515655518,UMAP_Integrated,age_group__bp_cat
60-69 | high,80+ | normal,2.9548497200012207,UMAP_Integrated,age_group__bp_cat
60-69 | high,<60 | normal,1.974812626838684,UMAP_Integrated,age_group__bp_cat
60-69 | normal,70-79 | high,1.7418824434280396,UMAP_Integrated,age_group__bp_cat
60-69 | normal,70-79 | normal,0.5003026127815247,UMAP_Integrated,age_group__bp_cat
60-69 | normal,80+ | high,2.1695449352264404,UMAP_Integrated,age_group__bp_cat
60-69 | normal,80+ | normal,1.6008315086364746,UMAP_Integrated,age_group__bp_cat
60-69 | normal,<60 | normal,1.1695772409439087,UMAP_Integrated,age_group__bp_cat
70-79 | high,70-79 | normal,1.74245023727417,UMAP_Integrated,age_group__bp_cat
70-79 | high,80+ | high,1.9003355503082275,UMAP_Integrated,age_group__bp_cat
70-79 | high,80+ | normal,2.357576370239258,UMAP_Integrated,age_group__bp_cat
70-79 | high,<60 | normal,1.364051342010498,UMAP_Integrated,age_group__bp_cat
70-79 | normal,80+ | high,1.7287664413452148,UMAP_Integrated,age_group__bp_cat
70-79 | normal,80+ | normal,1.1072312593460083,UMAP_Integrated,age_group__bp_cat
70-79 | normal,<60 | normal,0.7802624702453613,UMAP_Integrated,age_group__bp_cat
80+ | high,80+ | normal,1.1940933465957642,UMAP_Integrated,age_group__bp_cat
80+ | high,<60 | normal,1.0114524364471436,UMAP_Integrated,age_group__bp_cat
80+ | normal,<60 | normal,0.993755042552948,UMAP_Integrated,age_group__bp_cat
low | high,low | normal,2.956036329269409,UMAP_HRV,bmi_cat__bp_cat
low | high,normal | high,4.537585258483887,UMAP_HRV,bmi_cat__bp_cat
low | high,normal | normal,3.7025232315063477,UMAP_HRV,bmi_cat__bp_cat
low | high,obesity | high,3.0805561542510986,UMAP_HRV,bmi_cat__bp_cat
low | high,obesity | normal,3.983004331588745,UMAP_HRV,bmi_cat__bp_cat
low | high,overweight | high,3.407543420791626,UMAP_HRV,bmi_cat__bp_cat
low | high,overweight | normal,2.8749425411224365,UMAP_HRV,bmi_cat__bp_cat
low | normal,normal | high,1.6609665155410767,UMAP_HRV,bmi_cat__bp_cat
low | normal,normal | normal,0.8593931794166565,UMAP_HRV,bmi_cat__bp_cat
low | normal,obesity | high,0.5354894399642944,UMAP_HRV,bmi_cat__bp_cat
low | normal,obesity | normal,1.1271394491195679,UMAP_HRV,bmi_cat__bp_cat
low | normal,overweight | high,0.6816965341567993,UMAP_HRV,bmi_cat__bp_cat
low | normal,overweight | normal,0.6801222562789917,UMAP_HRV,bmi_cat__bp_cat
normal | high,normal | normal,0.8360414505004883,UMAP_HRV,bmi_cat__bp_cat
normal | high,obesity | high,1.4626065492630005,UMAP_HRV,bmi_cat__bp_cat
normal | high,obesity | normal,0.5547463893890381,UMAP_HRV,bmi_cat__bp_cat
normal | high,overweight | high,1.133478045463562,UMAP_HRV,bmi_cat__bp_cat
normal | high,overweight | normal,1.6965599060058594,UMAP_HRV,bmi_cat__bp_cat
normal | normal,obesity | high,0.6394725441932678,UMAP_HRV,bmi_cat__bp_cat
normal | normal,obesity | normal,0.2816524803638458,UMAP_HRV,bmi_cat__bp_cat
normal | normal,overweight | high,0.31650304794311523,UMAP_HRV,bmi_cat__bp_cat
normal | normal,overweight | normal,0.8935915231704712,UMAP_HRV,bmi_cat__bp_cat
obesity | high,obesity | normal,0.9118674397468567,UMAP_HRV,bmi_cat__bp_cat
obesity | high,overweight | high,0.3291787803173065,UMAP_HRV,bmi_cat__bp_cat
obesity | high,overweight | normal,0.2710525095462799,UMAP_HRV,bmi_cat__bp_cat
obesity | normal,overweight | high,0.5831483602523804,UMAP_HRV,bmi_cat__bp_cat
obesity | normal,overweight | normal,1.1553113460540771,UMAP_HRV,bmi_cat__bp_cat
overweight | high,overweight | normal,0.5771570801734924,UMAP_HRV,bmi_cat__bp_cat
low | high,low | normal,1.3366938829421997,UMAP_Integrated,bmi_cat__bp_cat
low | high,normal | high,0.9921297430992126,UMAP_Integrated,bmi_cat__bp_cat
low | high,normal | normal,1.232557773590088,UMAP_Integrated,bmi_cat__bp_cat
low | high,obesity | high,1.7133804559707642,UMAP_Integrated,bmi_cat__bp_cat
low | high,obesity | normal,1.896929383277893,UMAP_Integrated,bmi_cat__bp_cat
low | high,overweight | high,1.3896100521087646,UMAP_Integrated,bmi_cat__bp_cat
low | high,overweight | normal,0.9022355079650879,UMAP_Integrated,bmi_cat__bp_cat
low | normal,normal | high,2.1178228855133057,UMAP_Integrated,bmi_cat__bp_cat
low | normal,normal | normal,0.24881905317306519,UMAP_Integrated,bmi_cat__bp_cat
low | normal,obesity | high,2.3551666736602783,UMAP_Integrated,bmi_cat__bp_cat
low | normal,obesity | normal,1.4662038087844849,UMAP_Integrated,bmi_cat__bp_cat
low | normal,overweight | high,2.396449327468872,UMAP_Integrated,bmi_cat__bp_cat
low | normal,overweight | normal,0.46491217613220215,UMAP_Integrated,bmi_cat__bp_cat
