group_a,group_b,distance,embedding,grouping
1 | 60-69,1 | 70-79,3.342068910598755,TSNE_HRV,sex__age_group
1 | 70-79,2 | 70-79,3.0305635929107666,TSNE_Integrated,sex__age_group
1 | 70-79,2 | 80+,13.177424430847168,TSNE_Integrated,sex__age_group
1 | 80+,1 | <60,6.977116107940674,TSNE_Integrated,sex__age_group
1 | 80+,2 | 60-69,10.441143989562988,TSNE_Integrated,sex__age_group
1 | 80+,2 | 70-79,9.496626853942871,TSNE_Integrated,sex__age_group
1 | 80+,2 | 80+,4.945291996002197,TSNE_Integrated,sex__age_group
1 | <60,2 | 60-69,6.663321018218994,TSNE_Integrated,sex__age_group
1 | <60,2 | 70-79,4.770633697509766,TSNE_Integrated,sex__age_group
1 | <60,2 | 80+,11.002193450927734,TSNE_Integrated,sex__age_group
2 | 60-69,2 | 70-79,1.9973173141479492,TSNE_Integrated,sex__age_group
2 | 60-69,2 | 80+,11.937353134155273,TSNE_Integrated,sex__age_group
2 | 70-79,2 | 80+,11.798137664794922,TSNE_Integrated,sex__age_group
1 | low,1 | normal,2.615924835205078,TSNE_HRV,sex__bmi_cat
1 | low,1 | obesity,2.8675901889801025,TSNE_HRV,sex__bmi_cat
1 | low,1 | overweight,0.6957743763923645,TSNE_HRV,sex__bmi_cat
1 | low,2 | low,27.53752326965332,TSNE_HRV,sex__bmi_cat
1 | low,2 | normal,7.59660005569458,TSNE_HRV,sex__bmi_cat
1 | low,2 | obesity,12.493162155151367,TSNE_HRV,sex__bmi_cat
1 | low,2 | overweight,11.082743644714355,TSNE_HRV,sex__bmi_cat
1 | normal,1 | obesity,0.29702329635620117,TSNE_HRV,sex__bmi_cat
1 | normal,1 | overweight,2.580984592437744,TSNE_HRV,sex__bmi_cat
1 | normal,2 | low,29.94148826599121,TSNE_HRV,sex__bmi_cat
1 | normal,2 | normal,10.199178695678711,TSNE_HRV,sex__bmi_cat
1 | normal,2 | obesity,14.879351615905762,TSNE_HRV,sex__bmi_cat
1 | normal,2 | overweight,13.130127906799316,TSNE_HRV,sex__bmi_cat
1 | obesity,1 | overweight,2.86435604095459,TSNE_HRV,sex__bmi_cat
1 | obesity,2 | low,30.2325496673584,TSNE_HRV,sex__bmi_cat
1 | obesity,2 | normal,10.460500717163086,TSNE_HRV,sex__bmi_cat
1 | obesity,2 | obesity,15.170289039611816,TSNE_HRV,sex__bmi_cat
1 | obesity,2 | overweight,13.427104949951172,TSNE_HRV,sex__bmi_cat
1 | overweight,2 | low,27.380640029907227,TSNE_HRV,sex__bmi_cat
1 | overweight,2 | normal,7.674476623535156,TSNE_HRV,sex__bmi_cat
1 | overweight,2 | obesity,12.319474220275879,TSNE_HRV,sex__bmi_cat
1 | overweight,2 | overweight,10.730360984802246,TSNE_HRV,sex__bmi_cat
2 | low,2 | normal,20.42403793334961,TSNE_HRV,sex__bmi_cat
2 | low,2 | obesity,15.062278747558594,TSNE_HRV,sex__bmi_cat
2 | low,2 | overweight,17.36311149597168,TSNE_HRV,sex__bmi_cat
2 | normal,2 | obesity,5.93572473526001,TSNE_HRV,sex__bmi_cat
2 | normal,2 | overweight,6.632909774780273,TSNE_HRV,sex__bmi_cat
2 | obesity,2 | overweight,3.5633323192596436,TSNE_HRV,sex__bmi_cat
1 | low,1 | normal,5.1439056396484375,TSNE_Integrated,sex__bmi_cat
1 | low,1 | obesity,20.017030715942383,TSNE_Integrated,sex__bmi_cat
1 | low,1 | overweight,9.308455467224121,TSNE_Integrated,sex__bmi_cat
1 | low,2 | low,4.809196472167969,TSNE_Integrated,sex__bmi_cat
1 | low,2 | normal,3.0861480236053467,TSNE_Integrated,sex__bmi_cat
1 | low,2 | obesity,13.47891616821289,TSNE_Integrated,sex__bmi_cat
1 | low,2 | overweight,4.70943546295166,TSNE_Integrated,sex__bmi_cat
1 | normal,1 | obesity,14.88278579711914,TSNE_Integrated,sex__bmi_cat
1 | normal,1 | overweight,5.118382453918457,TSNE_Integrated,sex__bmi_cat
1 | normal,2 | low,9.52127456665039,TSNE_Integrated,sex__bmi_cat
1 | normal,2 | normal,3.6722395420074463,TSNE_Integrated,sex__bmi_cat
1 | normal,2 | obesity,9.077975273132324,TSNE_Integrated,sex__bmi_cat
1 | normal,2 | overweight,2.830097198486328,TSNE_Integrated,sex__bmi_cat
1 | obesity,1 | overweight,12.564571380615234,TSNE_Integrated,sex__bmi_cat
1 | obesity,2 | low,24.03583335876465,TSNE_Integrated,sex__bmi_cat
1 | obesity,2 | normal,18.09367561340332,TSNE_Integrated,sex__bmi_cat
1 | obesity,2 | obesity,10.285717964172363,TSNE_Integrated,sex__bmi_cat
1 | obesity,2 | overweight,16.443904876708984,TSNE_Integrated,sex__bmi_cat
1 | overweight,2 | low,14.077983856201172,TSNE_Integrated,sex__bmi_cat
1 | overweight,2 | normal,6.495936393737793,TSNE_Integrated,sex__bmi_cat
1 | overweight,2 | obesity,4.1705193519592285,TSNE_Integrated,sex__bmi_cat
1 | overweight,2 | overweight,4.694924354553223,TSNE_Integrated,sex__bmi_cat
2 | low,2 | normal,7.860867500305176,TSNE_Integrated,sex__bmi_cat
2 | low,2 | obesity,18.244884490966797,TSNE_Integrated,sex__bmi_cat
2 | low,2 | overweight,9.518345832824707,TSNE_Integrated,sex__bmi_cat
2 | normal,2 | obesity,10.629789352416992,TSNE_Integrated,sex__bmi_cat
2 | normal,2 | overweight,1.8045340776443481,TSNE_Integrated,sex__bmi_cat
2 | obesity,2 | overweight,8.840749740600586,TSNE_Integrated,sex__bmi_cat
1 | high,1 | normal,0.9581181406974792,TSNE_HRV,sex__bp_cat
1 | high,2 | high,9.726759910583496,TSNE_HRV,sex__bp_cat
1 | high,2 | normal,13.068132400512695,TSNE_HRV,sex__bp_cat
1 | normal,2 | high,10.516806602478027,TSNE_HRV,sex__bp_cat
1 | normal,2 | normal,13.91917896270752,TSNE_HRV,sex__bp_cat
2 | high,2 | normal,3.670313596725464,TSNE_HRV,sex__bp_cat
1 | high,1 | normal,12.232147216796875,TSNE_Integrated,sex__bp_cat
1 | high,2 | high,3.7614669799804688,TSNE_Integrated,sex__bp_cat
1 | high,2 | normal,13.9566068649292,TSNE_Integrated,sex__bp_cat
1 | normal,2 | high,11.504910469055176,TSNE_Integrated,sex__bp_cat
1 | normal,2 | normal,7.010140895843506,TSNE_Integrated,sex__bp_cat
2 | high,2 | normal,11.330763816833496,TSNE_Integrated,sex__bp_cat
60-69 | low,60-69 | normal,3.266296625137329,TSNE_HRV,age_group__bmi_cat
60-69 | low,60-69 | obesity,2.318244218826294,TSNE_HRV,age_group__bmi_cat
60-69 | low,60-69 | overweight,4.078049659729004,TSNE_HRV,age_group__bmi_cat
60-69 | low,70-79 | low,8.930203437805176,TSNE_HRV,age_group__bmi_cat
60-69 | low,70-79 | normal,4.71776008605957,TSNE_HRV,age_group__bmi_cat
60-69 | low,70-79 | obesity,5.413071155548096,TSNE_HRV,age_group__bmi_cat
60-69 | low,70-79 | overweight,4.8283209800720215,TSNE_HRV,age_group__bmi_cat
60-69 | low,80+ | normal,10.229023933410645,TSNE_HRV,age_group__bmi_cat
60-69 | low,80+ | obesity,1.7668495178222656,TSNE_HRV,age_group__bmi_cat
60-69 | low,80+ | overweight,8.894905090332031,TSNE_HRV,age_group__bmi_cat
60-69 | low,<60 | normal,11.813356399536133,TSNE_HRV,age_group__bmi_cat
60-69 | normal,60-69 | obesity,0.9621763229370117,TSNE_HRV,age_group__bmi_cat
60-69 | normal,60-69 | overweight,3.5768399238586426,TSNE_HRV,age_group__bmi_cat
60-69 | normal,70-79 | low,9.827555656433105,TSNE_HRV,age_group__bmi_cat
60-69 | normal,70-79 | normal,2.7879881858825684,TSNE_HRV,age_group__bmi_cat
60-69 | normal,70-79 | obesity,3.393622875213623,TSNE_HRV,age_group__bmi_cat
60-69 | normal,70-79 | overweight,4.570595741271973,TSNE_HRV,age_group__bmi_cat
60-69 | normal,80+ | normal,8.557615280151367,TSNE_HRV,age_group__bmi_cat
60-69 | normal,80+ | obesity,2.6946768760681152,TSNE_HRV,age_group__bmi_cat
60-69 | normal,80+ | overweight,5.674806594848633,TSNE_HRV,age_group__bmi_cat
60-69 | normal,<60 | normal,13.753434181213379,TSNE_HRV,age_group__bmi_cat
60-69 | obesity,60-69 | overweight,3.5600783824920654,TSNE_HRV,age_group__bmi_cat
60-69 | obesity,70-79 | low,9.58885669708252,TSNE_HRV,age_group__bmi_cat
60-69 | obesity,70-79 | normal,3.009462594985962,TSNE_HRV,age_group__bmi_cat
60-69 | obesity,70-79 | obesity,3.925048351287842,TSNE_HRV,age_group__bmi_cat
60-69 | obesity,70-79 | overweight,4.541737079620361,TSNE_HRV,age_group__bmi_cat
60-69 | obesity,80+ | normal,9.077481269836426,TSNE_HRV,age_group__bmi_cat
60-69 | obesity,80+ | obesity,2.0671873092651367,TSNE_HRV,age_group__bmi_cat
60-69 | obesity,80+ | overweight,6.635137557983398,TSNE_HRV,age_group__bmi_cat
60-69 | obesity,<60 | normal,13.241394996643066,TSNE_HRV,age_group__bmi_cat
60-69 | overweight,70-79 | low,6.310230255126953,TSNE_HRV,age_group__bmi_cat
60-69 | overweight,70-79 | normal,6.359081268310547,TSNE_HRV,age_group__bmi_cat
60-69 | overweight,70-79 | obesity,2.145094394683838,TSNE_HRV,age_group__bmi_cat
60-69 | overweight,70-79 | overweight,0.996101975440979,TSNE_HRV,age_group__bmi_cat
60-69 | overweight,80+ | normal,6.188360214233398,TSNE_HRV,age_group__bmi_cat
60-69 | overweight,80+ | obesity,2.312211513519287,TSNE_HRV,age_group__bmi_cat
60-69 | overweight,80+ | overweight,6.961571216583252,TSNE_HRV,age_group__bmi_cat
60-69 | overweight,<60 | normal,10.62428092956543,TSNE_HRV,age_group__bmi_cat
70-79 | low,70-79 | normal,12.557414054870605,TSNE_HRV,age_group__bmi_cat
70-79 | low,70-79 | obesity,7.757972717285156,TSNE_HRV,age_group__bmi_cat
70-79 | low,70-79 | overweight,5.368834972381592,TSNE_HRV,age_group__bmi_cat
70-79 | low,80+ | normal,7.442046642303467,TSNE_HRV,age_group__bmi_cat
70-79 | low,80+ | obesity,7.673306941986084,TSNE_HRV,age_group__bmi_cat
70-79 | low,80+ | overweight,12.424577713012695,TSNE_HRV,age_group__bmi_cat
70-79 | low,<60 | normal,5.1869401931762695,TSNE_HRV,age_group__bmi_cat
70-79 | normal,70-79 | obesity,5.961606979370117,TSNE_HRV,age_group__bmi_cat
70-79 | normal,70-79 | overweight,7.354491233825684,TSNE_HRV,age_group__bmi_cat
70-79 | normal,80+ | normal,10.983144760131836,TSNE_HRV,age_group__bmi_cat
70-79 | normal,80+ | obesity,5.062221050262451,TSNE_HRV,age_group__bmi_cat
70-79 | normal,80+ | overweight,6.3230977058410645,TSNE_HRV,age_group__bmi_cat
70-79 | normal,<60 | normal,16.227123260498047,TSNE_HRV,age_group__bmi_cat
70-79 | obesity,70-79 | overweight,2.630535840988159,TSNE_HRV,age_group__bmi_cat
70-79 | obesity,80+ | normal,5.171926975250244,TSNE_HRV,age_group__bmi_cat
70-79 | obesity,80+ | obesity,3.7882487773895264,TSNE_HRV,age_group__bmi_cat
70-79 | obesity,80+ | overweight,4.897286891937256,TSNE_HRV,age_group__bmi_cat
70-79 | obesity,<60 | normal,12.458260536193848,TSNE_HRV,age_group__bmi_cat
70-79 | overweight,80+ | normal,5.684382915496826,TSNE_HRV,age_group__bmi_cat
70-79 | overweight,80+ | obesity,3.102916717529297,TSNE_HRV,age_group__bmi_cat
70-79 | overweight,80+ | overweight,7.526551723480225,TSNE_HRV,age_group__bmi_cat
70-79 | overweight,<60 | normal,9.856091499328613,TSNE_HRV,age_group__bmi_cat
80+ | normal,80+ | obesity,8.46895694732666,TSNE_HRV,age_group__bmi_cat
80+ | normal,80+ | overweight,7.162835597991943,TSNE_HRV,age_group__bmi_cat
80+ | normal,<60 | normal,12.602544784545898,TSNE_HRV,age_group__bmi_cat
80+ | obesity,80+ | overweight,7.820055961608887,TSNE_HRV,age_group__bmi_cat
80+ | obesity,<60 | normal,11.174457550048828,TSNE_HRV,age_group__bmi_cat
80+ | overweight,<60 | normal,17.3052978515625,TSNE_HRV,age_group__bmi_cat
60-69 | low,60-69 | normal,6.981807231903076,TSNE_Integrated,age_group__bmi_cat
60-69 | low,60-69 | obesity,19.245807647705078,TSNE_Integrated,age_group__bmi_cat
60-69 | low,60-69 | overweight,11.082012176513672,TSNE_Integrated,age_group__bmi_cat
60-69 | low,70-79 | low,5.380892276763916,TSNE_Integrated,age_group__bmi_cat
60-69 | low,70-79 | normal,6.163741588592529,TSNE_Integrated,age_group__bmi_cat
60-69 | low,70-79 | obesity,15.588687896728516,TSNE_Integrated,age_group__bmi_cat
60-69 | low,70-79 | overweight,8.681381225585938,TSNE_Integrated,age_group__bmi_cat
60-69 | low,80+ | normal,4.106480598449707,TSNE_Integrated,age_group__bmi_cat
60-69 | low,80+ | obesity,5.870375633239746,TSNE_Integrated,age_group__bmi_cat
60-69 | low,80+ | overweight,1.5883567333221436,TSNE_Integrated,age_group__bmi_cat
60-69 | low,<60 | normal,6.053088665008545,TSNE_Integrated,age_group__bmi_cat
60-69 | normal,60-69 | obesity,14.653477668762207,TSNE_Integrated,age_group__bmi_cat
60-69 | normal,60-69 | overweight,4.130362510681152,TSNE_Integrated,age_group__bmi_cat
60-69 | normal,70-79 | low,7.574670791625977,TSNE_Integrated,age_group__bmi_cat
60-69 | normal,70-79 | normal,1.0070539712905884,TSNE_Integrated,age_group__bmi_cat
60-69 | normal,70-79 | obesity,10.554727554321289,TSNE_Integrated,age_group__bmi_cat
60-69 | normal,70-79 | overweight,1.7001343965530396,TSNE_Integrated,age_group__bmi_cat
60-69 | normal,80+ | normal,11.041373252868652,TSNE_Integrated,age_group__bmi_cat
60-69 | normal,80+ | obesity,2.2529335021972656,TSNE_Integrated,age_group__bmi_cat
60-69 | normal,80+ | overweight,7.8785014152526855,TSNE_Integrated,age_group__bmi_cat
60-69 | normal,<60 | normal,11.350200653076172,TSNE_Integrated,age_group__bmi_cat
60-69 | obesity,60-69 | overweight,12.392814636230469,TSNE_Integrated,age_group__bmi_cat
60-69 | obesity,70-79 | low,22.049423217773438,TSNE_Integrated,age_group__bmi_cat
60-69 | obesity,70-79 | normal,14.658502578735352,TSNE_Integrated,age_group__bmi_cat
60-69 | obesity,70-79 | obesity,4.140491485595703,TSNE_Integrated,age_group__bmi_cat
60-69 | obesity,70-79 | overweight,13.79748821258545,TSNE_Integrated,age_group__bmi_cat
60-69 | obesity,80+ | normal,22.907617568969727,TSNE_Integrated,age_group__bmi_cat
60-69 | obesity,80+ | obesity,14.023688316345215,TSNE_Integrated,age_group__bmi_cat
60-69 | obesity,80+ | overweight,18.997692108154297,TSNE_Integrated,age_group__bmi_cat
60-69 | obesity,<60 | normal,25.057353973388672,TSNE_Integrated,age_group__bmi_cat
60-69 | overweight,70-79 | low,11.2275390625,TSNE_Integrated,age_group__bmi_cat
60-69 | overweight,70-79 | normal,4.925785064697266,TSNE_Integrated,age_group__bmi_cat
60-69 | overweight,70-79 | obesity,8.31017780303955,TSNE_Integrated,age_group__bmi_cat
60-69 | overweight,70-79 | overweight,2.452266216278076,TSNE_Integrated,age_group__bmi_cat
60-69 | overweight,80+ | normal,15.16163444519043,TSNE_Integrated,age_group__bmi_cat
60-69 | overweight,80+ | obesity,5.588157653808594,TSNE_Integrated,age_group__bmi_cat
60-69 | overweight,80+ | overweight,11.86219596862793,TSNE_Integrated,age_group__bmi_cat
60-69 | overweight,<60 | normal,15.323493957519531,TSNE_Integrated,age_group__bmi_cat
70-79 | low,70-79 | normal,7.401791572570801,TSNE_Integrated,age_group__bmi_cat
70-79 | low,70-79 | obesity,18.02216339111328,TSNE_Integrated,age_group__bmi_cat
70-79 | low,70-79 | overweight,8.919282913208008,TSNE_Integrated,age_group__bmi_cat
70-79 | low,80+ | normal,7.0352888107299805,TSNE_Integrated,age_group__bmi_cat
70-79 | low,80+ | obesity,8.094785690307617,TSNE_Integrated,age_group__bmi_cat
70-79 | low,80+ | overweight,6.93551778793335,TSNE_Integrated,age_group__bmi_cat
70-79 | low,<60 | normal,4.56656551361084,TSNE_Integrated,age_group__bmi_cat
70-79 | normal,70-79 | obesity,10.620475769042969,TSNE_Integrated,age_group__bmi_cat
70-79 | normal,70-79 | overweight,2.5914111137390137,TSNE_Integrated,age_group__bmi_cat
70-79 | normal,80+ | normal,10.257648468017578,TSNE_Integrated,age_group__bmi_cat
70-79 | normal,80+ | obesity,1.339794397354126,TSNE_Integrated,age_group__bmi_cat
70-79 | normal,80+ | overweight,6.963005542755127,TSNE_Integrated,age_group__bmi_cat
70-79 | normal,<60 | normal,10.888259887695312,TSNE_Integrated,age_group__bmi_cat
70-79 | obesity,70-79 | overweight,9.65786361694336,TSNE_Integrated,age_group__bmi_cat
70-79 | obesity,80+ | normal,19.432092666625977,TSNE_Integrated,age_group__bmi_cat
70-79 | obesity,80+ | obesity,10.096117973327637,TSNE_Integrated,age_group__bmi_cat
70-79 | obesity,80+ | overweight,15.533698081970215,TSNE_Integrated,age_group__bmi_cat
70-79 | obesity,<60 | normal,21.228673934936523,TSNE_Integrated,age_group__bmi_cat
70-79 | overweight,80+ | normal,12.740215301513672,TSNE_Integrated,age_group__bmi_cat
70-79 | overweight,80+ | obesity,3.536342144012451,TSNE_Integrated,age_group__bmi_cat
70-79 | overweight,80+ | overweight,9.549128532409668,TSNE_Integrated,age_group__bmi_cat
70-79 | overweight,<60 | normal,12.904545783996582,TSNE_Integrated,age_group__bmi_cat
80+ | normal,80+ | obesity,9.96039867401123,TSNE_Integrated,age_group__bmi_cat
80+ | normal,80+ | overweight,3.912257671356201,TSNE_Integrated,age_group__bmi_cat
80+ | normal,<60 | normal,4.5095977783203125,TSNE_Integrated,age_group__bmi_cat
80+ | obesity,80+ | overweight,6.380788326263428,TSNE_Integrated,age_group__bmi_cat
80+ | obesity,<60 | normal,11.15156078338623,TSNE_Integrated,age_group__bmi_cat
80+ | overweight,<60 | normal,6.982515811920166,TSNE_Integrated,age_group__bmi_cat
60-69 | high,60-69 | normal,1.8720929622650146,TSNE_HRV,age_group__bp_cat
60-69 | high,70-79 | high,2.2511932849884033,TSNE_HRV,age_group__bp_cat
60-69 | high,70-79 | normal,1.7923234701156616,TSNE_HRV,age_group__bp_cat
60-69 | high,80+ | high,7.178351402282715,TSNE_HRV,age_group__bp_cat
60-69 | high,80+ | normal,6.800014495849609,TSNE_HRV,age_group__bp_cat
60-69 | high,<60 | normal,5.3894572257995605,TSNE_HRV,age_group__bp_cat
60-69 | normal,70-79 | high,1.9586855173110962,TSNE_HRV,age_group__bp_cat
60-69 | normal,70-79 | normal,1.459576964378357,TSNE_HRV,age_group__bp_cat
60-69 | normal,80+ | high,5.5708842277526855,TSNE_HRV,age_group__bp_cat
60-69 | normal,80+ | normal,8.267887115478516,TSNE_HRV,age_group__bp_cat
60-69 | normal,<60 | normal,3.915243148803711,TSNE_HRV,age_group__bp_cat
70-79 | high,70-79 | normal,0.5553237795829773,TSNE_HRV,age_group__bp_cat
70-79 | high,80+ | high,5.323893070220947,TSNE_HRV,age_group__bp_cat
70-79 | high,80+ | normal,6.826717853546143,TSNE_HRV,age_group__bp_cat
70-79 | high,<60 | normal,3.46645450592041,TSNE_HRV,age_group__bp_cat
70-79 | normal,80+ | high,5.5299296379089355,TSNE_HRV,age_group__bp_cat
70-79 | normal,80+ | normal,7.035043716430664,TSNE_HRV,age_group__bp_cat
70-79 | normal,<60 | normal,3.69316029548645,TSNE_HRV,age_group__bp_cat
80+ | high,80+ | normal,11.467512130737305,TSNE_HRV,age_group__bp_cat
80+ | high,<60 | normal,1.8587721586227417,TSNE_HRV,age_group__bp_cat
80+ | normal,<60 | normal,9.744361877441406,TSNE_HRV,age_group__bp_cat
60-69 | high,60-69 | normal,13.715277671813965,TSNE_Integrated,age_group__bp_cat
60-69 | high,70-79 | high,4.291667461395264,TSNE_Integrated,age_group__bp_cat
60-69 | high,70-79 | normal,14.892337799072266,TSNE_Integrated,age_group__bp_cat
60-69 | high,80+ | high,16.94292449951172,TSNE_Integrated,age_group__bp_cat
60-69 | high,80+ | normal,24.418012619018555,TSNE_Integrated,age_group__bp_cat
60-69 | high,<60 | normal,16.27206802368164,TSNE_Integrated,age_group__bp_cat
60-69 | normal,70-79 | high,10.507305145263672,TSNE_Integrated,age_group__bp_cat
60-69 | normal,70-79 | normal,3.4433083534240723,TSNE_Integrated,age_group__bp_cat
60-69 | normal,80+ | high,8.207528114318848,TSNE_Integrated,age_group__bp_cat
60-69 | normal,80+ | normal,11.968859672546387,TSNE_Integrated,age_group__bp_cat
60-69 | normal,<60 | normal,6.540673732757568,TSNE_Integrated,age_group__bp_cat
70-79 | high,70-79 | normal,11.040888786315918,TSNE_Integrated,age_group__bp_cat
70-79 | high,80+ | high,12.689291954040527,TSNE_Integrated,age_group__bp_cat
70-79 | high,80+ | normal,20.39155387878418,TSNE_Integrated,age_group__bp_cat
70-79 | high,<60 | normal,12.107379913330078,TSNE_Integrated,age_group__bp_cat
70-79 | normal,80+ | high,4.789405345916748,TSNE_Integrated,age_group__bp_cat
70-79 | normal,80+ | normal,9.610739707946777,TSNE_Integrated,age_group__bp_cat
70-79 | normal,<60 | normal,3.104093074798584,TSNE_Integrated,age_group__bp_cat
80+ | high,80+ | normal,8.569753646850586,TSNE_Integrated,age_group__bp_cat
80+ | high,<60 | normal,1.705472469329834,TSNE_Integrated,age_group__bp_cat
80+ | normal,<60 | normal,8.445712089538574,TSNE_Integrated,age_group__bp_cat
low | high,low | normal,12.388589859008789,TSNE_HRV,bmi_cat__bp_cat
low | high,normal | high,17.293371200561523,TSNE_HRV,bmi_cat__bp_cat
low | high,normal | normal,14.883768081665039,TSNE_HRV,bmi_cat__bp_cat
low | high,obesity | high,12.485210418701172,TSNE_HRV,bmi_cat__bp_cat
low | high,obesity | normal,14.859973907470703,TSNE_HRV,bmi_cat__bp_cat
low | high,overweight | high,13.272822380065918,TSNE_HRV,bmi_cat__bp_cat
low | high,overweight | normal,11.222156524658203,TSNE_HRV,bmi_cat__bp_cat
low | normal,normal | high,6.498627185821533,TSNE_HRV,bmi_cat__bp_cat
low | normal,normal | normal,3.4155235290527344,TSNE_HRV,bmi_cat__bp_cat
low | normal,obesity | high,2.3445050716400146,TSNE_HRV,bmi_cat__bp_cat
low | normal,obesity | normal,4.260403156280518,TSNE_HRV,bmi_cat__bp_cat
low | normal,overweight | high,2.8595240116119385,TSNE_HRV,bmi_cat__bp_cat
low | normal,overweight | normal,3.4848334789276123,TSNE_HRV,bmi_cat__bp_cat
normal | high,normal | normal,3.0868468284606934,TSNE_HRV,bmi_cat__bp_cat
normal | high,obesity | high,5.043506622314453,TSNE_HRV,bmi_cat__bp_cat
normal | high,obesity | normal,2.5002644062042236,TSNE_HRV,bmi_cat__bp_cat
normal | high,overweight | high,4.198461055755615,TSNE_HRV,bmi_cat__bp_cat
normal | high,overweight | normal,6.073871612548828,TSNE_HRV,bmi_cat__bp_cat
normal | normal,obesity | high,2.40928316116333,TSNE_HRV,bmi_cat__bp_cat
normal | normal,obesity | normal,1.2565265893936157,TSNE_HRV,bmi_cat__bp_cat
normal | normal,overweight | high,1.7085198163986206,TSNE_HRV,bmi_cat__bp_cat
normal | normal,overweight | normal,3.9158034324645996,TSNE_HRV,bmi_cat__bp_cat
obesity | high,obesity | normal,2.548149347305298,TSNE_HRV,bmi_cat__bp_cat
obesity | high,overweight | high,0.8452657461166382,TSNE_HRV,bmi_cat__bp_cat
obesity | high,overweight | normal,1.6580519676208496,TSNE_HRV,bmi_cat__bp_cat
obesity | normal,overweight | high,1.7032135725021362,TSNE_HRV,bmi_cat__bp_cat
obesity | normal,overweight | normal,3.649855613708496,TSNE_HRV,bmi_cat__bp_cat
overweight | high,overweight | normal,2.2073702812194824,TSNE_HRV,bmi_cat__bp_cat
low | high,low | normal,7.946420669555664,TSNE_Integrated,bmi_cat__bp_cat
low | high,normal | high,11.307992935180664,TSNE_Integrated,bmi_cat__bp_cat
low | high,normal | normal,8.10533618927002,TSNE_Integrated,bmi_cat__bp_cat
low | high,obesity | high,20.764358520507812,TSNE_Integrated,bmi_cat__bp_cat
low | high,obesity | normal,21.673704147338867,TSNE_Integrated,bmi_cat__bp_cat
low | high,overweight | high,14.910028457641602,TSNE_Integrated,bmi_cat__bp_cat
low | high,overweight | normal,8.654708862304688,TSNE_Integrated,bmi_cat__bp_cat
low | normal,normal | high,13.364215850830078,TSNE_Integrated,bmi_cat__bp_cat
low | normal,normal | normal,3.628314733505249,TSNE_Integrated,bmi_cat__bp_cat
low | normal,obesity | high,22.13162612915039,TSNE_Integrated,bmi_cat__bp_cat
low | normal,obesity | normal,18.117538452148438,TSNE_Integrated,bmi_cat__bp_cat
low | normal,overweight | high,18.267864227294922,TSNE_Integrated,bmi_cat__bp_cat
low | normal,overweight | normal,6.4954376220703125,TSNE_Integrated,bmi_cat__bp_cat
normal | high,normal | normal,10.086287498474121,TSNE_Integrated,bmi_cat__bp_cat
normal | high,obesity | high,9.494532585144043,TSNE_Integrated,bmi_cat__bp_cat
normal | high,obesity | normal,13.570695877075195,TSNE_Integrated,bmi_cat__bp_cat
normal | high,overweight | high,5.057119369506836,TSNE_Integrated,bmi_cat__bp_cat
