variable,cluster_1,cluster_2,test,statistic,p_value,effect_size,n_total,p_adj_fdr
sex,5,8,chi2,5.867259015701073,0.01542505080189814,0.19638859693604746,127,0.04627515240569442
sex,6,7,chi2,28.935281939803904,7.483728441771031e-08,0.515736101847503,106,1.3470711195187856e-06
sex,6,8,chi2,14.59899732091317,0.00013298528348556425,0.35977117368454914,106,0.000707815061831896
sex,7,8,chi2,2.4380952380952383,0.11841994270812403,0.11555935672325271,108,0.20300561607106976
age_group,0,1,chi2,12.63988668013436,0.0054837712611772735,0.28425570803763395,120,0.015185828107875526
age_group,0,2,chi2,4.626133004926109,0.20131168959340645,0.11457871694137302,123,0.2499041663918149
age_group,0,3,chi2,0.5816565562597309,0.9006185432587647,0.0,128,0.9006185432587647
age_group,0,4,chi2,5.610302150549829,0.13218817213308104,0.15055992587136258,115,0.1903509678716367
age_group,0,5,chi2,5.217994645372475,0.15651298259242988,0.12753773330103724,136,0.2086839767899065
age_group,0,6,chi2,7.93426113473783,0.047390048197235364,0.20749810873758326,115,0.08979167026844595
age_group,0,7,chi2,5.3479081632653065,0.1480237368780615,0.14148896243585993,117,0.2049559433696236
age_group,0,8,chi2,10.621120764690058,0.013961378117546455,0.2558930135603625,117,0.03141310076447953
age_group,1,2,chi2,21.078463455149503,2.6477063512844737e-05,0.4053801827789781,117,0.0001916027657611721
age_group,1,3,chi2,14.19671095885671,0.002649262851404886,0.30386872817588234,122,0.00794778855421466
age_group,1,4,chi2,22.81685648567476,1.1101523100062985e-05,0.4388550047640497,109,0.00013321827720075584
age_group,1,5,chi2,7.271472535982269,0.02636451589054055,0.20185735472147406,130,0.0527290317810811
age_group,1,6,chi2,30.955779352226727,8.684687637691879e-07,0.5085418165891538,109,3.1264875495690766e-05
age_group,1,7,chi2,23.868373520006912,2.661149524460724e-05,0.43529324849219503,111,0.0001916027657611721
age_group,1,8,chi2,0.49578380148915135,0.780444304166458,0.0,111,0.8052708062245718
age_group,2,3,chi2,2.6709401709401703,0.4451883181115358,0.0,125,0.4856599833944027
age_group,2,4,chi2,0.48949505970782614,0.7829021727183337,0.0,112,0.8052708062245718
age_group,2,5,chi2,9.172043586620996,0.010193328989331426,0.23285615998597126,133,0.02446398957439542
age_group,2,6,chi2,4.74087143625605,0.19178534776180767,0.12426299921039041,112,0.24658116140803843
age_group,2,7,chi2,6.9231684981685,0.07438739269713998,0.18570423272781467,114,0.12172482441350178
age_group,2,8,chi2,18.060357543690873,0.00011974108492374919,0.3768043893188093,114,0.00047896433969499676
age_group,3,4,chi2,3.945486888391431,0.2674110464915657,0.08904150367075966,117,0.31054186044181825
age_group,3,5,chi2,4.5013593256059,0.21216907066247034,0.10392095340747672,138,0.2546028847949644
age_group,3,6,chi2,7.511459016393442,0.05726475069731511,0.19665150176810406,117,0.10265156302458697
age_group,3,7,chi2,6.113235646038476,0.10622916635668042,0.16177075470011146,119,0.16627173864523892
age_group,3,8,chi2,12.235380584233544,0.006618840622067211,0.2793851959075068,119,0.017019875885315686
age_group,4,5,chi2,12.289190723653354,0.0021450436828882,0.2878413801822747,125,0.00772215725839752
age_group,4,6,chi2,3.3057432432432434,0.34684409180091424,0.051825238998507814,104,0.39019960327602854
age_group,4,7,chi2,7.411367233589456,0.05988007843100907,0.20431519472614085,106,0.10265156302458697
age_group,4,8,chi2,18.95169491002824,7.668170114724114e-05,0.40159424288373324,106,0.00043863320639962955
age_group,5,6,chi2,20.7878839019143,0.00011651228237447595,0.3785034805684497,125,0.00047896433969499676
age_group,5,7,chi2,14.402049861886237,0.002405968497281461,0.3005148634523066,127,0.00787407871837569
age_group,5,8,chi2,7.578340910522842,0.02261435369042197,0.21011747066532918,127,0.04788921957971711
age_group,6,7,chi2,4.194333768895172,0.12280385337973825,0.14394057876550204,106,0.1842057800696074
age_group,6,8,chi2,26.356187979134837,8.032233383905697e-06,0.4713681467518128,106,0.00013321827720075584
age_group,7,8,chi2,21.44008159102499,8.52897901332613e-05,0.41483757127104187,108,0.00043863320639962955
bmi_cat,0,1,chi2,3.5954478289921603,0.3085922134386596,0.06922609504496283,120,0.4272815262996825
bmi_cat,0,2,chi2,7.677082613803924,0.053178832928283314,0.19528887922027902,123,0.11261399914224703
bmi_cat,0,3,chi2,6.454137846750706,0.09148884751796188,0.16435817678586226,128,0.16467992553233138
bmi_cat,0,4,chi2,7.9439529768477115,0.047184342015149365,0.20770288353981345,115,0.10616476953408607
bmi_cat,0,5,chi2,9.199617094792796,0.026751293888344185,0.2139181886346317,136,0.06878904142717077
bmi_cat,0,6,chi2,68.59300198009875,8.54077589706993e-15,0.7584132311242883,115,1.5373396614725877e-13
bmi_cat,0,7,chi2,6.0200053705692795,0.11064096651061717,0.16066579769722877,117,0.18967022830391514
bmi_cat,0,8,chi2,6.761703018236117,0.07989369456082805,0.17946564851747898,117,0.1597873891216561
bmi_cat,1,2,chi2,13.948024199153348,0.0029767611874488378,0.30686082834872147,117,0.008930283562346514
bmi_cat,1,3,chi2,0.5430128126484404,0.909345013727323,0.0,122,0.935326299833818
bmi_cat,1,4,chi2,1.7483335192090257,0.6262421436104149,0.0,109,0.7774040403439633
bmi_cat,1,5,chi2,1.1867210973655304,0.7561908712186363,0.0,130,0.8249354958748759
bmi_cat,1,6,chi2,50.826975840739976,5.325436563945117e-11,0.6652992672832124,109,4.792892907550605e-10
bmi_cat,1,7,chi2,4.586535968568637,0.20470014159400174,0.1190642346374218,111,0.3087795577755489
bmi_cat,1,8,chi2,1.4502813219918484,0.6937919759189346,0.0,111,0.8056939075187627
bmi_cat,2,3,chi2,16.185988284202573,0.0010386385634741598,0.3258073197100675,125,0.0033991807531881593
bmi_cat,2,4,chi2,19.901641393254295,0.00017789842050628817,0.389917802136539,112,0.0006404343138226374
bmi_cat,2,5,chi2,20.622952815829528,0.0001260675091992242,0.3651611901761376,133,0.0005042700367968968
bmi_cat,2,6,chi2,77.30343648688478,1.1623164931996997e-16,0.8180532725070125,112,4.184339375518919e-15
bmi_cat,2,7,chi2,5.03931533903884,0.16894081511689335,0.133467184922287,114,0.2764486065549164
bmi_cat,2,8,chi2,12.964091239189276,0.004714907204778316,0.2965632180948689,114,0.013056666105539952
bmi_cat,3,4,chi2,1.7825566202090588,0.6187381475131599,0.0,117,0.7774040403439633
bmi_cat,3,5,chi2,0.23088535730414406,0.9724557578999954,0.0,138,0.9724557578999954
bmi_cat,3,6,chi2,47.673,2.4995107747917484e-10,0.6204173802792023,117,1.499706464875049e-09
bmi_cat,3,7,chi2,4.573202001250781,0.20585303851703257,0.11453255918713577,119,0.3087795577755489
bmi_cat,3,8,chi2,0.7276885930833299,0.8666727890227663,0.0,119,0.9176535413182232
bmi_cat,4,5,chi2,1.5117667508096684,0.6795572454028429,0.0,125,0.8056939075187627
bmi_cat,4,6,chi2,39.65714285714286,2.44658801840355e-09,0.604523991770159,104,1.1009646082815975e-08
bmi_cat,4,7,chi2,8.465277777777779,0.03731361908660657,0.2275584596627921,106,0.08955268580785576
bmi_cat,4,8,chi2,3.6387732242433084,0.30320466652099093,0.0762362960546652,106,0.4272815262996825
bmi_cat,5,6,chi2,45.188971986917196,8.435404370113546e-10,0.5831471959309493,125,4.338207961772681e-09
bmi_cat,5,7,chi2,6.5273520239273655,0.08859002670682593,0.16675624249299972,127,0.16467992553233138
bmi_cat,5,8,chi2,1.2308987273657037,0.745603456479265,0.0,127,0.8249354958748759
bmi_cat,6,7,chi2,60.0739729804246,5.668167237685682e-13,0.7371152020015755,106,6.801800685222819e-12
bmi_cat,6,8,chi2,50.19093574166038,7.275074122859253e-11,0.6702284078801272,106,5.238053368458661e-10
bmi_cat,7,8,chi2,2.302197802197802,0.5120999971816262,0.0,108,0.6827999962421684
bp_cat,0,1,chi2,16.617734813223535,4.572148640507999e-05,0.36218795675047616,120,9.413247201045881e-05
bp_cat,0,2,chi2,4.643266687016687,0.031175605493088978,0.1726199798666788,123,0.04364584769032457
bp_cat,0,3,chi2,22.04978968023027,2.656687904793908e-06,0.40705607525208454,128,7.748673055648898e-06
bp_cat,0,4,chi2,62.870590238378696,2.2074384672967607e-15,0.736674478450869,115,2.5753448785128875e-14
bp_cat,0,5,chi2,81.5077375151846,1.7457674106447674e-19,0.7722250074028103,136,6.110185937256686e-18
bp_cat,0,7,chi2,17.66516106442577,2.6340722709259847e-05,0.378947934726198,117,5.762033092650592e-05
bp_cat,0,8,chi2,10.49784712950601,0.0011951371374942983,0.2860240479455763,117,0.0019918952291571638
bp_cat,1,2,chi2,4.233896264097744,0.03962437957037849,0.16675181027741312,117,0.05334051096012489
bp_cat,1,3,chi2,0.2756908919087624,0.5995395696443584,0.0,122,0.6358753011379559
bp_cat,1,4,chi2,20.153467481346105,7.147056702781458e-06,0.4210420238340761,109,1.924207573825777e-05
bp_cat,1,5,chi2,32.64840930792315,1.1042975553010552e-08,0.4952687693460475,130,4.8313018044421164e-08
bp_cat,1,6,chi2,13.72789723729673,0.00021129258744011751,0.34318400865116383,109,0.00036976202802020566
bp_cat,1,7,chi2,0.0,1.0,0.0,111,1.0
bp_cat,1,8,chi2,0.5709638922888612,0.44987614532066833,0.0,111,0.5079246802007545
bp_cat,2,3,chi2,7.898427355272595,0.0049477796160432965,0.23573514034556498,125,0.007529229850500668
bp_cat,2,4,chi2,41.49806504022884,1.1798765242425102e-10,0.6039833426538851,112,5.899382621212551e-10
bp_cat,2,5,chi2,58.528181760527644,2.0039974450342608e-14,0.6601417858547782,133,1.7534977644049783e-13
bp_cat,2,6,chi2,3.699016287695532,0.054444557879284226,0.15568001438134668,112,0.07057627873240548
bp_cat,2,7,chi2,4.852799112476531,0.027601306363765253,0.18444488867199582,114,0.04025190511382433
bp_cat,2,8,chi2,1.0762223639455781,0.2995441786537969,0.024418563067115855,114,0.3615188363063066
bp_cat,3,4,chi2,15.919539012273523,6.609288142679644e-05,0.358541424157852,117,0.00012851393610765975
bp_cat,3,5,chi2,27.483722947231904,1.5842221549454437e-07,0.4396235483055763,138,5.040706856644594e-07
bp_cat,3,6,chi2,18.340011160714287,1.847852567450159e-05,0.3865483706564327,117,4.53019041344018e-05
bp_cat,3,7,chi2,0.11233249713002023,0.7375040885087858,0.0,119,0.7591953852296325
bp_cat,3,8,chi2,2.239498975486878,0.1345245628204205,0.10214283849645213,119,0.1681557035255256
bp_cat,4,5,chi2,0.45427937094495985,0.5003097238316414,0.0,125,0.5472137604408578
bp_cat,4,6,chi2,54.37031060911657,1.6605280804603861e-13,0.7198006202765526,104,1.1623696563222703e-12
bp_cat,4,7,chi2,18.245825165785995,1.9415101771886484e-05,0.40517914769620583,106,4.53019041344018e-05
bp_cat,4,8,chi2,27.64321941431569,1.4588253869590327e-07,0.5036638294833381,106,5.040706856644594e-07
bp_cat,5,6,chi2,71.52291242220642,2.7405717086331583e-17,0.7541253972780296,125,4.796000490108027e-16
bp_cat,5,7,chi2,29.97561816477817,4.375131533216347e-08,0.4794963163595043,127,1.7014400406952463e-07
bp_cat,5,8,chi2,41.825714890161066,9.978243825345591e-11,0.5691845293220347,127,5.820642231451595e-10
bp_cat,6,7,chi2,14.616551871680075,0.00013175225982337712,0.36000347050798637,106,0.00024270153125358947
bp_cat,6,8,chi2,8.575733766619184,0.0034067264005961597,0.2684505150266112,106,0.005419792000948436
bp_cat,7,8,chi2,0.8327710843373494,0.3614724630908256,0.0,108,0.4217178736059632
